Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
3.2.4.1.(4),"Except as permitted by Sentences 3.2.4.1. to 3.2.4.1. and Sentence 3.2.4.2.(4), a fire alarm system shall be installed in a building that is not sprinklered throughout and that contains a contained use area, an impeded egress zone, more than 3 storeys , including the storeys below the first storey, a total occupant load more than 300, other than in open air seating areas, an occupant load more than 150 above or below the first storey, other than in open air seating areas, a school, college, or child care facility, including a daycare facility, with an occupant load more than 40, a licensed beverage establishment or a licensed restaurant, with an occupant load more than 150, a low-hazard industrial occupancy with an occupant load more than 75 above or below the first storey, a medium-hazard industrial occupancy with an occupant load more than 75 above or below the first storey, a residential occupancy with sleeping accommodation for more than 10 persons, a high-hazard industrial occupancy with an occupant load more than 25, or an occupant load more than 300 below an open air seating area.","Except as permitted by Sentences 3.2.4.1.(5)to 3.2.4.1. and Sentence 3.2.4.2.(4), a fire alarm system shall be installed in a building that is not sprinklered throughout and that contains a contained use area, an impeded egress zone, more than 3 storeys, including the storeys below the first storey, a total occupant load more than 300, other than in open air seating areas, an occupant load more than 150 above or below the first storey, other than in open air seating areas, a school, college, or child care facility, including a daycare facility, with an occupant load more than 40, a licensed beverage establishment or a licensed restaurant, with an occupant load more than 150, a low-hazard industrial occupancy with an occupant load more than 75 above or below the first storey, a medium-hazard industrial occupancy with an occupant load more than 75 above or below the first storey, a residential occupancy with sleeping accommodation for more than 10 persons, a high-hazard industrial occupancy with an occupant load more than 25, or an occupant load more than 300 below an open air seating area.",0.9891304347826086,True
3.8.2.3.(2),"A barrier-free path of travel for persons in wheelchairs is not required to service rooms, to elevator machine rooms, to janitor s rooms, to service spaces, to crawl spaces, to attic or roof spaces, to floor levels not served by a passenger elevator, a platform-equipped passenger-elevating device, an escalator, or an inclined moving walk, to high-hazard industrial occupancies, within portions of a floor area with fixed seats in an assembly occupancy where those portions are not part of the barrier-free path of travel to spaces designated for wheelchair use, within floor levels of a suite of residential occupancy that are not at the same level as the entry level to the suite, within a suite of residential occupancy that has not been designated by an authority having jurisdiction to be accessible for use by persons with physical disabilities, or within those parts of a floor area that are not at the same level as the entry level, provided amenities and uses provided on any raised or sunken level are accessible on the entry level by means of a barrier-free path of travel.","A barrier-free path of travel for persons in wheelchairs is not required to service rooms, to elevator machine rooms, to janitor’s rooms, to service spaces, to crawl spaces, to attic or roof spaces, to floor levels not served by a passenger elevator, a platform-equipped passenger-elevating device, an escalator, or an inclined moving walk, to high-hazard industrial occupancies, within portions of a floor area with fixed seats in an assembly occupancy where those portions are not part of the barrier-free path of travel to spaces designated for wheelchair use, within floor levels of a suite of residential occupancy that are not at the same level as the entry level to the suite, within a suite of residential occupancy that has not been designated by an authority having jurisdiction to be accessible for use by persons with physical disabilities, or within those parts of a floor area that are not at the same level as the entry level, provided amenities and uses provided on any raised or sunken level are accessible on the entry level by means of a barrier-free path of travel.",0.989010989010989,True
4.1.8.10.(5),"The ratio,  , for a Type 9 irregularity as described in Table 4.1.8.6. shall be determined independently for each orthogonal direction using the following equation: a=QG/QywhereQG = gravity-induced lateral demand on the SFRS at the critical level of the yielding system, and Qy = the resistance of the yielding mechanism required to resist the minimum earthquake loads, which need not be taken as less than Ro multiplied by the minimum lateral earthquake force as determined in Article 4.1.8.11. or Article 4.1.8.12., as appropriate. (See Note A-4.1.8.10.(5).)","The ratio,  , for a Type 9 irregularity as described in Table 4.1.8.6. shall be determined independently for each orthogonal direction using the following equation: a=QG/QywhereQG = gravity-induced lateral demand on the SFRS at the critical level of the yielding system, and Qy= the resistance of the yielding mechanism required to resist the minimum earthquake loads, which need not be taken as less than Ro multiplied by the minimum lateral earthquake force as determined in Article 4.1.8.11. or Article 4.1.8.12., as appropriate. (See Note A-4.1.8.10.(5).)",0.9883720930232558,True
3.8.3.19.(1),"Counters required by Sentence 3.8.2.11. shall have at least one barrier-free section not less than 760 mm long centred over a knee space conforming to Clause (c), a surface not more than 865 mm above the floor, and except as provided in Sentence 3.8.3.19. and where the counter is intended to be used as a work surface, a knee space underneath it that is not less than 760 mm wide, not less than 685 mm high, and not less than 485 mm deep.","Counters required by Sentence 3.8.2.11. shall have at least one barrier-free section not less than 760 mm long centred over a knee space conforming to Clause 3.8.3.19.(1)(c), a surface not more than 865 mm above the floor, and except as provided in Sentence 3.8.3.19. and where the counter is intended to be used as a work surface, a knee space underneath it that is not less than 760 mm wide, not less than 685 mm high, and not less than 485 mm deep.",0.9879518072289156,True
3.8.3.17.(1),"Bathtubs required by Sentence 3.8.2.8. shall be located in a room with a clear floor space not less than 1 500 mm in diameter, be not less than 1 500 mm long, have a clear floor space not less than 750 mm wide adjacent to its entire length, be capable of being accessed along its full length with no tracks mounted on its rim, have faucets and other controls that conform to Clause 3.8.3.8.(1)(b), and are located on the centre line or between the centre line of the bathtub and the exterior edge of the bathtub rim, at a maximum height of 450 mm above the rim, have three grab bars that conform to Sentence 3.7.2.8.(1), that are not less than 1 200 mm long, two of which are located vertically at each end of the bathtub, set 80 mm to 120 mm in from the outside edge of the bathtub, with their lower end 180 mm to 280 mm above the bathtub rim, and one of which is located horizontally along the length of the bathtub at 180 mm to 280 mm above the bathtub rim, have a slip-resistant bottom surface, and be equipped with a hand-held shower head with not less than 1 800 mm of flexible hose that can be used in a fixed position at a height of 1 200 mm and 2 030 mm.","Bathtubs required by Sentence 3.8.2.8. shall be located in a room with a clear floor space not less than 1 500 mm in diameter, be not less than 1 500 mm long, have a clear floor space not less than 750 mm wide adjacent to its entire length, be capable of being accessed along its full length with no tracks mounted on its rim, have faucets and other controls that conform to Clause 3.8.3.8.(1)(b), and are located on the centre line or between the centre line of the bathtub and the exterior edge of the bathtub rim, at a maximum height of 450 mm above the rim, have three grab bars that conform to Sentence 3.7.2.8.(1), that are not less than 1 200 mm long, two of which are located vertically at each end of the bathtub, set 80 mm to 120 mm in from the outside edge of the bathtub, with their lower end 180 mm to 280 mm above the bathtub rim, and one of which is located horizontally along the length of the bathtub at 180 mm to 280 mm above the bathtub rim, have a slip-resistant bottom surface, and be equipped with a hand-held shower head with not less than 1 800 mm of flexible hose that can be used in a fixed position at a height of 1 200 mm and 2 030 mm. (See Note A-3.8.3.18.)",0.9870689655172413,True
4.1.8.15.(4),"For single-storey buildings with steel deck or wood roof diaphragms designed with a value of Rd greater than 1.5 and where the calculated maximum relative deflection,  D, of the diaphragm under lateral loads exceeds 50% of the average storey drift,  B, of the adjoining vertical elements of the SFRS, dynamic magnification of the inelastic response due to the in-plane diaphragm deformations shall be accounted for in the design as follows: the vertical elements of the SFRS shall be designed and detailed to any one of the following: to accommodate the anticipated magnified lateral deformations taken as RoRd ( B + D) - Ro D, to resist the forces magnified by Rd(1 +  D/ B)/(Rd +  D/ B), or by a special study, and the roof diaphragm and chords shall be designed for in-plane shears and moments determined while taking into consideration the inelastic higher mode response of the structure. (See Note A-4.1.8.15.(4).)","For single-storeybuildings with steel deck or wood roof diaphragms designed with a value of Rd greater than 1.5 and where the calculated maximum relative deflection,  D, of the diaphragm under lateral loads exceeds 50% of the average storey drift,  B, of the adjoining vertical elements of the SFRS, dynamic magnification of the inelastic response due to the in-plane diaphragm deformations shall be accounted for in the design as follows: the vertical elements of the SFRS shall be designed and detailed to any one of the following: to accommodate the anticipated magnified lateral deformations taken as RoRd ( B + D) - Ro D, to resist the forces magnified by Rd(1 +  D/ B)/(Rd +  D/ B), or by a special study, and the roof diaphragm and chords shall be designed for in-plane shears and moments determined while taking into consideration the inelastic higher mode response of the structure. (See Note A-4.1.8.15.(4).)",0.9868421052631579,True
1.3.2.1.(1),"The abbreviations of proper names in this Code shall have the meanings assigned to them in this Article.AAMAAmerican Architectural Manufacturers Association (www.aamanet.org)ACGIHAmerican Conference of Governmental Industrial Hygienists (www.acgih.org)AHAMAssociation of Home Appliance Manufacturers (www.aham.org)AHRIAir-Conditioning, Heating and Refrigeration Institute (www.ahrinet.org)AISIAmerican Iron and Steel Institute (www.steel.org)ANSIAmerican National Standards Institute (www.ansi.org)ASCEAmerican Society of Civil Engineers (www.asce.org)ASHRAEAmerican Society of Heating, Refrigerating and Air-Conditioning Engineers (www.ashrae.org)ASMEAmerican Society of Mechanical Engineers (www.asme.org)ASTMAmerican Society for Testing and Materials International (www.astm.org) AWPAAmerican Wood Protection Association (www.awpa.com)BIABrick Industry Association (www.bia.org)BNQBureau de normalisation du Québec (www.bnq.qc.ca)CANNational Standard of Canada designation (The number or name following the CAN designation represents the agency under whose auspices the standard is issued.)CAN3 designates CSACAN4 designates ULCCCBFCCanadian Commission on Building and Fire Codes (see NRC)CCMECanadian Council of Ministers of the Environment (www.ccme.ca)CGSBCanadian General Standards Board (www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-eng.html)CHCCanadian Hydronics Council (www.ciph.com)CISCCanadian Institute of Steel Construction (www.cisc.ca)CMHCCanada Mortgage and Housing Corporation (www.cmhc.ca)CRCACanadian Roofing Contractors Association (www.roofingcanada.com)CSACSA Group (www.csagroup.org)CTICooling Technology Institute (www.cti.org)CWCCanadian Wood Council (www.cwc.ca)DOEDepartment of Energy (www.energy.gov)ECEnvironment Canada (www.ec.gc.ca)ECCEIFS Council of Canada (www.eifscouncil.org)EPAEnvironmental Protection Agency (U.S.) (www.epa.gov)FEMAFederal Emergency Management Agency (www.fema.gov)FLLGerman Landscape Research, Development and Construction Society (www.fll.de/shop/english-publications.html)FPIFPInnovations Wood Products (formerly FCC Forintek Canada (www.fpinnovations.ca)GRHCGreen Roofs for Healthy Cities (www.greenroofs.org)HCHealth Canada (www.hc-sc.gc.ca)HPVAHardwood Plywood &amp; Veneer Association (www.hpva.org)HRAIHeating, Refrigeration and Air Conditioning Institute of Canada (www.hrai.ca)HVIHome Ventilating Institute (www.hvi.org)ICCInternational Code Council (www.iccsafe.org)IECInternational Electrotechnical Commission (www.iec.ch)ISOInternational Organization for Standardization (www.iso.org)NBCNational Building Code of Canada 2015NCMANational Concrete Masonry Association (www.ncma.org)NECBNational Energy Code of Canada for Buildings 2017NEMANational Electrical Manufacturers Association (www.nema.org)NFCNational Fire Code of Canada 2015NFPANational Fire Protection Association (www.nfpa.org)NFRCNational Fenestration Rating Council (www.nfrc.org)NLGANational Lumber Grades Authority (www.nlga.org)NPCNational Plumbing Code of Canada 2015NRCNational Research Council of Canada (Ottawa, Ontario K1A 0R6; www.nrc-cnrc.gc.ca)NRCANational Roofing Contractors Association (www.nrca.net)NRCanNatural Resources Canada (www.nrcan.gc.ca)NRC Const.NRC Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NRC-IRCNational Research Council, Institute for Research in Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NYCDHNew York City Department of Health and Mental Hygiene (www.nyc.gov/health)OMMAHOntario Ministry of Municipal Affairs and Housing (www.mah.gov.on.ca)SEIStructural Engineering Institute (www.asce.org/structural-engineering/structural-engineering)SMACNASheet Metal and Air Conditioning Contractors National Association (www.smacna.org)SPRISingle Ply Roofing Industry (www.spri.org)TCTransport Canada (www.tc.gc.ca)TIACThermal Insulation Association of Canada (www.tiac.ca)TPICTruss Plate Institute of Canada (www.tpic.ca)TWCTarion Warranty Corporation (formerly Ontario New Home Warranty (www.tarion.com)ULUnderwriters Laboratories Inc. (www.ul.com)ULCULC Standards (canada.ul.com/ulcstandards)WCLIBWest Coast Lumber Inspection Bureau (www.wclib.org)WWPAWestern Wood Products Association (www.wwpa.org)","The abbreviations of proper names in this Code shall have the meanings assigned to them in this Article.AAMAAmerican Architectural Manufacturers Association (www.aamanet.org)ACGIHAmerican Conference of Governmental Industrial Hygienists (www.acgih.org)AHAMAssociation of Home Appliance Manufacturers (www.aham.org)AHRIAir-Conditioning, Heating and Refrigeration Institute (www.ahrinet.org)AISIAmerican Iron and Steel Institute (www.steel.org)ANSIAmerican National Standards Institute (www.ansi.org)ASCEAmerican Society of Civil Engineers (www.asce.org)ASHRAEAmerican Society of Heating, Refrigerating and Air-Conditioning Engineers (www.ashrae.org)ASMEAmerican Society of Mechanical Engineers (www.asme.org)ASTMAmerican Society for Testing and Materials International (www.astm.org) AWPAAmerican Wood Protection Association (www.awpa.com)BIABrick Industry Association (www.bia.org)BNQBureau de normalisation du Québec (www.bnq.qc.ca)CANNational Standard of Canada designation (The number or name following the CAN designation represents the agency under whose auspices the standard is issued.)CAN3 designates CSACAN4 designates ULCCCBFCCanadian Commission on Building and Fire Codes (see NRC)CCMECanadian Council of Ministers of the Environment (www.ccme.ca)CGSBCanadian General Standards Board (www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-eng.html)CHCCanadian Hydronics Council (www.ciph.com)CISCCanadian Institute of Steel Construction (www.cisc.ca)CMHCCanada Mortgage and Housing Corporation (www.cmhc.ca)CRCACanadian Roofing Contractors’ Association (www.roofingcanada.com)CSACSA Group (www.csagroup.org)CTICooling Technology Institute (www.cti.org)CWCCanadian Wood Council (www.cwc.ca)DOEDepartment of Energy (www.energy.gov)ECEnvironment Canada (www.ec.gc.ca)ECCEIFS Council of Canada (www.eifscouncil.org)EPAEnvironmental Protection Agency (U.S.) (www.epa.gov)FEMAFederal Emergency Management Agency (www.fema.gov)FLLGerman Landscape Research, Development and Construction Society (www.fll.de/shop/english-publications.html)FPIFPInnovations – Wood Products (formerly FCC – Forintek Canada (www.fpinnovations.ca)GRHCGreen Roofs for Healthy Cities (www.greenroofs.org)HCHealth Canada (www.hc-sc.gc.ca)HPVAHardwood Plywood &amp; Veneer Association (www.hpva.org)HRAIHeating, Refrigeration and Air Conditioning Institute of Canada (www.hrai.ca)HVIHome Ventilating Institute (www.hvi.org)ICCInternational Code Council (www.iccsafe.org)IECInternational Electrotechnical Commission (www.iec.ch)ISOInternational Organization for Standardization (www.iso.org)NBCNational Building Code of Canada 2015NCMANational Concrete Masonry Association (www.ncma.org)NECBNational Energy Code of Canada for Buildings 2017NEMANational Electrical Manufacturers Association (www.nema.org)NFCNational Fire Code of Canada 2015NFPANational Fire Protection Association (www.nfpa.org)NFRCNational Fenestration Rating Council (www.nfrc.org)NLGANational Lumber Grades Authority (www.nlga.org)NPCNational Plumbing Code of Canada 2015NRCNational Research Council of Canada (Ottawa, Ontario K1A 0R6; www.nrc-cnrc.gc.ca)NRCANational Roofing Contractors Association (www.nrca.net)NRCanNatural Resources Canada (www.nrcan.gc.ca)NRC Const.NRC Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NRC-IRCNational Research Council, Institute for Research in Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NYCDHNew York City Department of Health and Mental Hygiene (www.nyc.gov/health)OMMAHOntario Ministry of Municipal Affairs and Housing (www.mah.gov.on.ca)SEIStructural Engineering Institute (www.asce.org/structural-engineering/structural-engineering)SMACNASheet Metal and Air Conditioning Contractors’ National Association (www.smacna.org)SPRISingle Ply Roofing Industry (www.spri.org)TCTransport Canada (www.tc.gc.ca)TIACThermal Insulation Association of Canada (www.tiac.ca)TPICTruss Plate Institute of Canada (www.tpic.ca)TWCTarion Warranty Corporation (formerly Ontario New Home Warranty (www.tarion.com)ULUnderwriters Laboratories Inc. (www.ul.com)ULCULC Standards (canada.ul.com/ulcstandards)WCLIBWest Coast Lumber Inspection Bureau (www.wclib.org)WWPAWestern Wood Products Association (www.wwpa.org) (See Note A-3.)",0.9865591397849462,True
4.1.8.18.(14),"Except as provided in Sentence 4.1.8.18.(15), the relative displacement of glass in glazing systems, Dfallout, shall be equal to the greater of Dfallout 1.25I EDP, whereDfallout ..........= relative displacement at which glass fallout occurs, and Dp ..........= relative earthquake displacement that the component must be designed to accommodate, calculated in accordance with Article 4.1.8.13. and applied over the height of the glass component, or 13 mm. (See Note A-4.1.8.18. and (c).)","Except as provided in Sentence 4.1.8.18.(15), the relative displacement of glass in glazing systems, Dfallout, shall be equal to the greater of Dfallout 1.25I EDP, whereDfallout ..........= relative displacement at which glass fallout occurs, and Dp ..........= relative earthquake displacement that the component must be designed to accommodate, calculated in accordance with Article 4.1.8.13. and applied over the height of the glass component, or 13 mm. (See Note A-4.1.8.18. and .)",0.9859154929577465,True
9.32.3.4.(2),"Where the actual normal operating exhaust capacity of the fan installed to satisfy the requirement for a principal ventilation fan exceeds the maximum outdoor airflow permitted by Table 9.32.3.4. for a mixed air temperature of 15°C or exceeds the minimum acceptable return air temperature specified by the manufacturer of the furnace, whichever is less, then either the system shall incorporate a means for tempering outdoor air introduced to the heating system ducts so that a mixed air temperature of 15°C or the minimum acceptable return air temperature specified by the manufacturer of the furnace, whichever is less, is achieved when the outdoor air is at the January 2.5% temperature and the indoor air temperature is 22°C, or this Article shall be considered to be no longer applicable and the mechanical ventilation system shall comply with either Sentence 9.32.3.1. or with Article 9.32.3.5.","Where the actual normal operating exhaust capacity of the fan installed to satisfy the requirement for a principal ventilation fan exceeds the maximum outdoor airflow permitted by Table 9.32.3.4. for a mixed air temperature of 15°C or exceeds the minimum acceptable return air temperature specified by the manufacturer of the furnace, whichever is less, then either the system shall incorporate a means for tempering outdoor air introduced to the heating system ducts so that a mixed air temperature of 15°C or the minimum acceptable return air temperature specified by the manufacturer of the furnace, whichever is less, is achieved when the outdoor air is at the January 2.5% temperature and the indoor air temperature is 22°C, or this Article shall be considered to be no longer applicable and the mechanical ventilation system shall comply with either Clause 9.32.3.1.(1) or with Article 9.32.3.5.",0.9859154929577465,True
6.3.2.14.(2),"Where contaminants of concern are present in the outdoor air of the local area of the building site, ventilation required by Sentence 6.3.1.1. shall be provided by a ventilation system designed to include devices that reduce the concentrations of contaminants to those permitted in the ACGIH s ACGIH 28th Edition Industrial Ventilation: A Manual of Recommended Practice for Design prior to the introduction of outdoor air to indoor occupied spaces.","Where contaminants of concern are present in the outdoor air of the local area of the building site, ventilation required by Sentence 6.3.1.1. shall be provided by a ventilation system designed to include devices that reduce the concentrations of contaminants to those permitted in the ACGIH’s ACGIH 28th Edition Industrial Ventilation: A Manual of Recommended Practice for Design prior to the introduction of outdoor air to indoor occupied spaces.",0.9857142857142858,True
9.32.3.11.(10),"In using Table 9.32.3.11.-A, when sizing branch ducts, ""maximum length of duct"" refers to the physical length of the duct from the interior grille served by that branch duct to the exterior hood, when sizing a trunk duct, ""maximum length of duct"" refers to the physical length of the duct from the interior grille of the longest branch served by that trunk to the exterior hood, outdoor air supply ducts shall be sized as trunk ducts, ""maximum airflow in duct"" refers to the maximum airflow rate that a given section of duct (branch or must provide to satisfy the ventilation system design, and ""fan s external static pressure"" refers to the external static pressure at which the fan is rated to achieve the maximum airflow rate that the fan is required or intended to provide.","In using Table 9.32.3.11.-A, when sizing branch ducts, ""maximum length of duct"" refers to the physical length of the duct from the interior grille served by that branch duct to the exterior hood, when sizing a trunk duct, ""maximum length of duct"" refers to the physical length of the duct from the interior grille of the longest branch served by that trunk to the exterior hood, outdoor air supply ducts shall be sized as trunk ducts, ""maximum airflow in duct"" refers to the maximum airflow rate that a given section of duct (branch or must provide to satisfy the ventilation system design, and ""fan’s external static pressure"" refers to the external static pressure at which the fan is rated to achieve the maximum airflow rate that the fan is required or intended to provide.",0.9851851851851852,True
