Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
9.10.14.5.(5),"The requirements regarding fire-resistance rating, type of construction and type of cladding need not apply to the exposing building face of a detached garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","Except as provided in Sentences 9.10.15.5.(8)to 9.10.15.5.(11), Sentence 9.10.15.5. shall not apply to buildings containing 1 or 2 dwelling units only, and detached garages or accessory buildings, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property. (See Note A-9.10.14.5.(7).)",0.7721518987341772,False
3.2.2.81.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.81. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.81.","A building classified as Group D is permitted to conform to Sentence 3.2.2.62. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.62.",0.7708333333333334,False
3.2.2.81.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.81. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.81.","A building classified as Group E is permitted to conform to Sentence 3.2.2.68. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.68.",0.7708333333333334,False
3.2.2.81.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.81. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.81.","A building classified as Group E is permitted to conform to Sentence 3.2.2.65. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 4 storeys in building height, and it has a building area not more than 1 800 m2.",0.7708333333333334,False
3.2.4.1.(1),"Except as permitted in Sentences 3.2.4.1.(2), 3.2.4.1. and 3.2.4.1.(5), a fire alarm system shall be installed in buildings in which an automatic sprinkler system is installed.","Except as permitted in Sentences 9.10.18.2.(3)and 9.10.18.2.(4), a fire alarm system shall be installed in buildings in which a sprinkler system is installed.",0.7692307692307693,False
4.4.1.2.(2),The methods referred to in Sentence 4.4.1.2. shall conform to Subsection 4.3.16.,The methods referred to in Sentence 4.4.1.2. shall conform to Subsections 4.4.2.to 4.4.4.,0.7692307692307693,True
3.2.2.80.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7. and Articles 3.2.2.82. to 3.2.2.90., a building classified as Group F, Division 3 shall conform to Sentence 3.2.2.80.(2).","Except as permitted by Sentences 3.2.2.7.(3)and 3.2.2.7. and Articles 3.2.2.65.to 3.2.2.69., a building classified as Group E shall conform to Sentence 3.2.2.64.(2).",0.7692307692307693,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Section 2.8. (See Note A-1.1.2.1.(1).)",0.7674418604651163,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Section 2.8. (See Note A-1.1.2.1.(1).)",0.7674418604651163,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","Except as permitted by Articles 3.2.2.71.to 3.2.2.73., a building classified as Group F, Division 1 shall conform to Sentence 3.2.2.70. provided it is not more than 4 storeys in building height, and it has a building area not more than 9 000 m2 if 1 storey in building height, 4 500 m2 if 2 storeys in building height, 3 000 m2 if 3 storeys in building height, or 2 250 m2 if 4 storeys in building height.",0.7662337662337663,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.26. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7640449438202247,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.84. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7640449438202247,False
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.26. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7640449438202247,False
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.84. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7640449438202247,False
9.10.15.5.(6),"Except as provided in Sentences 9.10.15.5. to 9.10.15.5.(11), Sentence 9.10.15.5. shall not apply to buildings containing 1 or 2 dwelling units only, and detached garages or accessory buildings, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property. (See Note A-9.10.14.5.(7).)","The limits on the area of glazed openings shall not apply to the exposing building face of a dwelling unit facing a detached garage or accessory building, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.",0.759493670886076,False
9.10.14.5.(7),"Except as provided in Sentences 9.10.14.5. to 9.10.14.5.(12), Sentence 9.10.14.5. shall not apply to buildings containing 1 or 2 dwelling units only, and detached garages or accessory buildings, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property. (See Note A-9.10.14.5.(7).)","The limits on the area of glazed openings shall not apply to the exposing building face of a dwelling unit facing a detached garage or accessory building, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.",0.759493670886076,False
2.3.1.3.(1),Decorative materials on walls or ceilings shall have a flame-spread rating not greater than that required for the interior finish of the space in which they are located.,"Movable partitions or screens, including acoustical screens, shall have a flame-spread rating not greater than that required for the interior finish of the area in which they are located.",0.7586206896551724,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group B, Division 3 is permitted to be of combustible construction or noncombustible construction, used singly or in combination, provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 1 storey in building height, and it has a building area not more than 600 m2.",0.7567567567567568,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.78. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7567567567567568,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.86. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7567567567567568,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.85. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7567567567567568,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.72. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7567567567567568,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.49.",0.7567567567567568,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group F, Division 3 is permitted to be of heavy timber construction or noncombustible construction used singly or in combination provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 1 storey in building height, and it has a building area not more than 16 800 m2.",0.7567567567567568,False
9.10.15.5.(4),"The requirements regarding fire-resistance rating and type of cladding-sheathing assembly shall not apply to the exposing building face or projections from an exposing building face of a dwelling unit facing a detached garage or accessory building, or a garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","Except as provided in Sentence 9.10.14.5.(5), where a garage or accessory building serves one dwelling unit only and is detached from any building, the exposing building face need not conform to the minimum required fire-resistance rating stated in Table 9.10.14.5.-A, where the limiting distance is 0.6 m or more, shall have a fire-resistance rating of not less than 45 min, where the limiting distance is less than 0.6 m, and need not conform to the type of cladding required by Table 9.10.14.5.-A, regardless of the limiting distance.",0.7553191489361702,False
9.10.15.4.(6),"The limits on the area of glazed openings shall not apply to the exposing building face of a dwelling unit facing a detached garage or accessory building, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","The requirements regarding fire-resistance rating and type of cladding-sheathing assembly shall not apply to the exposing building face or projections from an exposing building face of a dwelling unit facing a detached garage or accessory building, or a garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.",0.7553191489361702,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.29. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.38. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.23. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.64. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.55. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.36. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.20. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.42. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.49. shall be of noncombustible construction, and except as permitted by Sentence 3.2.2.49.(3), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted by Article 3.2.2.16., the building referred to in Sentence 3.2.2.74. shall be of noncombustible construction, and except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building shall be sprinklered throughout, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.7530864197530864,False
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.72. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7528089887640449,False
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.85. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7528089887640449,False
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.86. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7528089887640449,False
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.78. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",0.7528089887640449,False
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 3.10., 4.5., 5.10., 6.4., 7.5., 8.3., 9.38., 10.8. and 11.3. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.8.1.1. (See Note A-1.1.2.1.(1).)",0.75,False
2.2.2.1.(1),Openings in fire separations shall be protected with closures in conformance with the NBC.,"Where closures in fire separations are replaced, the replacements shall be in conformance with the NBC.",0.75,True
2.2.2.1.(2),"Where closures in fire separations are replaced, the replacements shall be in conformance with the NBC.",Openings in fire separations shall be protected with closures in conformance with the NBC.,0.75,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 3.10., 4.5., 5.10., 6.4., 7.5., 8.3., 9.38., 10.8. and 11.3. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in Division B shall be the objective and functional statements identified in Sections 3.5., 4.5., 5.5., 6.5., 7.5.and 8.5. (See Note A-1.1.3.1.(1).)",0.75,False
