Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T(Sentence(Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Exception,Comments,Text Difference Tracked,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NBC,Div B,3.1.3.1.(4),Separation of Major Occupancies,"(4) Dans le cas des bâtiments construits conformément à l’article 3.2.2.58., une séparation coupe-feu de 2 h est requise entre des usages principaux du groupe D et du groupe A, division 2.",Séparation des usages principaux ,"(4) Dans le cas des bâtiments construits conformément à l’article 3.2.2.58., une séparation coupe-feu de 2 h est requise entre des usages principaux du groupe D et du groupe A, division 2.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,3.1.3.1.(4),Separation of Major Occupancies,"In a building conforming to the requirements of Sentence 3.2.2.57.(3), the fire-resistance rating of the fire separation between a Group A, Division 2 or Group E major occupancy and a Group D major occupancy shall be 1 h 30 min.",Séparation des usages principaux ,"Dans le cas des bâtiments construits conformément à l’article 3.2.2.58., une séparation coupe-feu de 2 1 h 30 est requise entre des usages principaux du groupe D et du groupe A, division 2.",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.3.2.(3),Prohibition of Occupancy Combinations,"A building conforming to Article 3.2.2.50. shall not contain except as provided in Sentence 3.1.3.2.(5), a Group A, Division 1 or 3, Group B, or Group F, Division 2 or 3 major occupancy, or a Group A, Division 2 or Group E major occupancy above the second storey. (See note A-3.1.3.2.(3) to (5).)",Combinaisons d'usages interdites,"Un bâtiment confnorme aux exigences de l’article 3.2.2.50. ne doit pas abriter : a) sous réserve du paragraphe 5), un usage principal du groupe A, division 1 ou 3, ou du groupe B ou F, division 2 ou 3; ou b) un usage principal du groupe A, division 2, ou du groupe E, au-dessus du deuxième étage.(Voir la note A-3.1.3.2. 3) à 5).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,3.1.3.2.(3),Prohibition of Occupancy Combinations,"A building conforming to Sentence 3.2.2.50.(3) shall not be used for one of the following occupancies: a major occupancy classified as Group A, Division 1 or 3, Group B, an ambulatory clinic occupancy described in Article 3.1.2.7. or a Group F, Division 2, occupancy, a major occupancy classified as Group A, Division 2 or Group E and located above the second storey, a major occupancy classified as Group F, Division 3, with the exception of a storage garage which may be located below the fourth storey.",Combinaisons d'usages interdites,"3) Un bâtiment confnorme aux exigences de l’article 3.2.2.50. ne doit pas abriter :
a) sous réserve du paragraphe 5), un usage principal du groupe A, division 1 ou 3, ou du groupe B, une clinique ambulatoire visée à l’article 3.1.2.7.ou du groupe F, division 2 ou 3; ou
b) un usage principal du groupe A, division 2, ou du groupe E, au-dessus du deuxième étage.
(Voir la note A-3.1.3.2. 3) à 5).)
",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.3.2.(4),Prohibition of Occupancy Combinations,"A building conforming to Article 3.2.2.58. shall not contain a Group A, Division 1 or 3, Group B, or Group F, Division 1 major occupancy, or except as provided in Sentence 3.1.3.2.(5), a Group A, Division 2, Group E, or Group F, Division 2 or 3 major occupancy above the second storey. (See note A-3.1.3.2.(3) to (5).)",Combinaisons d'usages interdites," Un bâtiment confnorme aux exigences de l’article 3.2.2.58. ne doit pas abriter : a) un usage principal du groupe A, division 1 ou 3, du groupe B, ou du groupe F, division 1; ou b) sous réserve du paragraphe 5), un usage principal du groupe A, division 2, du groupe E, ou du groupe F, division 2 ou 3, au-dessus du deuxième étage.(Voir la note A-3.1.3.2. 3) à 5).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Prohibition of Occupancy Combinations,"A building conforming to Sentence 3.2.2.57.(3) shall not be used for one of the following occupancies: a major occupancy classified as Group A, Division 1 or 3, Group B, an ambulatory clinic occupancy described in Article 3.1.2.7. or a Group F, Division 1 or 2, occupancy, a major occupancy classified as Group A, Division 2 or Group E and located above the second storey, or a major occupancy classified as Group F, Division 3, with the exception of a storage garage which may be located below the fourth storey.",Combinaisons d'usages interdites,"Un bâtiment confnorme aux exigences de l’article 3.2.2.58. ne doit pas abriter :a) sous réserve du paragraphe 5), un usage principal du groupe A, division 1 ou 3, du groupe B, une clinique ambulatoire visée à l’article 3.1.2.7 ou du groupe F, division 1; oub) sous réserve du paragraphe 5), un usage principal du groupe A, division 2, ou du groupe E, ou du groupe F, division 2 ou 3, au-dessus du deuxième étage.(Voir la note A-3.1.3.2. 3) à 5).)",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.3.2.(5),Prohibition of Occupancy Combinations,A building conforming to Article 3.2.2.50.or 3.2.2.58. is permitted to contain a storage garage below the fourth storey. (See note A-3.1.3.2.(3) to (5).) (See also Sentence 4.4.2.1.(1).),Combinaisons d'usages interdites,5) Un bâtiment confnorme à l’article 3.2.2.50. ou 3.2.2.58. peut comporter un garage de stationnement au-dessous du quatrième étage (voir la note A-3.1.3.2. 3) à 5) et le paragraphe 4.4.2.1. 1)).,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,3.1.3.2.(3),Prohibition of Occupancy Combinations,"A building conforming to Sentence 3.2.2.50.(3) shall not be used for one of the following occupancies: a major occupancy classified as Group A, Division 1 or 3, Group B, an ambulatory clinic occupancy described in Article 3.1.2.7. or a Group F, Division 2, occupancy, a major occupancy classified as Group A, Division 2 or Group E and located above the second storey, a major occupancy classified as Group F, Division 3, with the exception of a storage garage which may be located below the fourth storey.",Combinaisons d'usages interdites,Un bâtiment confnorme à l’article 3.2.2.50. ou 3.2.2.58. peut comporter un garage de stationnement au-dessous du quatrième étage (voir la note A-3.1.3.2. 3) à 5) et le paragraphe 4.4.2.1. 1)).,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.4.1.(1),Combustible Materials Permitted,"A building permitted to be of combustible construction is permitted to be constructed of combustible materials, with or without noncombustible components. (See note A-3.1.4.1.(1).)",Matériaux combustibles autorisés,Un bâtiment pour lequel une construction combustible est autorisée peut être réalisé avec des matériaux combustibles et peut comporter des éléments incombustibles (voir la note A-3.1.4.1. 1)).,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,3.1.4.1.(1),Combustible Materials Permitted,"Except as required in Sentence 3.1.4.1.(3), a building permitted to be of combustible construction is permitted to be constructed of combustible materials, with or without 0ncombustible components.",Matériaux combustibles autorisés,"Sous réserve du paragraphe 3), un bâtiment pour lequel une construction combustible est autorisée peut être réalisé avec des matériaux combustibles et peut comporter des éléments incombustibles (voir la note A-3.1.4.1. 1)).",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,3.1.4.2.(1),Protection of Foamed Plastics,"Except as permitted in Sentence 3.1.4.2.(2), foamed plastics that form part of a wall or ceiling assembly in combustible construction shall be protected from adjacent spaces in the building, other than adjacent concealed spaces within attic or roof spaces, crawl spaces, and wall and ceiling assemblies, by one of the interior finishes described in Subsections 9.29.4.to 9.29.9., provided the building does not contain a Group A, Group B or Group C major occupancy, by sheet metal mechanically fastened to the supporting assembly independent of the insulation, not less than 0.38 mm thick, and with a melting point not below 650°C, or by any thermal barrier that meets the requirements of Sentence 3.1.5.15.(2) (see note A-3.1.4.2.(1)(c)). (See note A-3.1.4.2.(1).)",Protection des mousses plastiques,"Sous réserve du paragraphe 2), si un mur ou un plafond d'une construction combustible contient une mousse plastique, celle-ci doit être protégée des espaces contigus, sauf les vides sanitaires et les vides de construction des murs, des plafonds et des combles ou vides sous toit : a) par l'un des revêtements intérieurs de finition décrits aux sous-sections 9.29.4. à 9.29.9.; b) si le bâtiment ne contient pas d'usage principal du groupe A, B ou C, par de la tôle : i) fixée mécaniquement aux éléments structuraux indépendamment de l'isolant; iii) ayant un point de fusion d'au moins 650 °C; ou
c) par toute barrière thermique confnorme au paragraphe 3.1.5.15. 2) (voir la note A-3.1.4.2. 1)c)). (Voir la note A-3.1.4.2. 1).
","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Protection of Foamed Plastics,"Foamed plastics that form part of a wall or ceiling assembly in combustible construction shall be protected from adjacent spaces in the building, other than adjacent concealed spaces within attic or roof spaces, crawl spaces, and wall assemblies, by one of the interior finishes described in Subsections 9.29.4.to 9.29.9., provided the building does not contain a Group B or Group C major occupancy, by sheet metal mechanically fastened to the supporting assembly independent of the insulation, not less than 0.38 mm thick, and with a melting point not below 650°C, or by any thermal barrier that meets the requirements of Sentence 3.1.5.12.(2)(see note A-3.1.4.2.(1)(c)). (see note A-3.1.4.2.(1)(c)).",Protection des mousses plastiques,"1) Sous réserve du paragraphe 2), si un mur ou un plafond d'une construction combustible contient une mousse plastique, celle-ci doit être protégée des espaces contigus, sauf les vides sanitaires et les vides de construction des murs, des plafonds et des combles ou vides sous toit : a) par l'un des revêtements intérieurs de finition décrits aux sous-sections 9.29.4. à 9.29.9.; b) si le bâtiment ne contient pas d'usage principal du groupe A, B ou C, par de la tôle : i) fixée mécaniquement aux éléments structuraux indépendamment de l'isolant; iii) ayant un point de fusion d'au moins 650 °C; ou
c) par toute barrière thermique confnorme au paragraphe 3.1.5.15. 2) (voir la note A-3.1.4.2. 1)c)). (Voir la note A-3.1.4.2. 1).
",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.4.8.(1),Exterior Cladding,"not less than 90% of the exterior cladding on each exterior wall of buildings conforming to Article 3.2.2.50.or 3.2.2.58. shall consist of noncombustible cladding, or a wall assembly that satisfies the criteria of Clause 3.1.5.5.(1)(b). (See note A-3.1.4.8.(1).) (See also notes A-3.1.5.5.(1)(b)(i)and A-3.1.5.5.(1)(b)(ii).)",Revêtement extérieur,Au moins 90 % du revêtement extérieur sur chaque mur d'un bâtiment confnorme à l’article 3.2.2.50. ou 3.2.2.58. doit : a) être incombustible; ou b) faire partie d'un mur qui satisfait aux exigences de l’alinéa 3.1.5.5. 1)b). (Voir la note A-3.1.4.8. 1) et les notes A-3.1.5.5. 1)b)i) et A-3.1.5.5. 1)b)ii).),"qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,Au moins 90 % du revêtement extérieur sur chaque mur d'un bâtiment confnorme à l’article 3.2.2.50. ou 3.2.2.58. doit :a) être incombustible; oub) faire partie d'un mur qui satisfait aux exigences de l’alinéa 3.1.5.5. 1)b). (Voir la note A-3.1.4.8. 1) et les notes A-3.1.5.5. 1)b)i) et A-3.1.5.5. 1)b)ii).),Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.5.15.(3),Foamed Plastic Insulation,"Foamed plastic insulation with a flame-spread rating more than 25 but not more than 500 on any exposed surface, or any surface that would be exposed by cutting through the material in any direction, is permitted in the exterior walls of a building required to be of noncombustible construction that is not sprinklered and is more than 18 m high, measured from grade to the underside of the roof, provided the insulation is protected from adjacent space in the building, other than adjacent concealed spaces within wall assemblies, by a thermal barrier consisting of gypsum board not less than 12.7 mm thick, mechanically fastened to a supporting assembly independent of the insulation and with all joints either backed or taped and filled, lath and plaster, mechanically fastened to a supporting assembly independent of the insulation, masonry or concrete not less than 25 mm thick, or any thermal barrier that, when tested in conformance with ULC CAN/ULC-S101-14 Fire Endurance Tests of Building Construction and Materials does not develop an average temperature rise more than 140°C or a maximum temperature rise more than 180°C at any point on its unexposed face within 10 min (see note A-3.1.5.14.(5)(d)) (see also Article 3.2.3.7.).",Isolant en mousse plastique,"Un isolant en mousse plastique ayant un indice de propagation de la flamme supérieur à 25 mais d’au plus 500 sur toute surface exposée ou qui pourrait l’être en coupant le matériau dans n’importe quel sens est autorisé dans les murs extérieurs d’un bâtiment pour lequel une construction incombustible est exigée, qui n’est pas protégé par gicleurs et qui a plus de 18 m de hauteur depuis le niveau moyen du sol jusqu’à la sous-face du toit, à condition que cet isolant soit séparé des espaces contigus, à l’exclusion des vides de construction des murs, par une barrière thermique :a) qui est constituée d’une plaque de plâtre d’au moins 12,7 mm d’épaisseur, fixée par des attaches au support indépendamment de l’isolant, tous les joints étant supportés ou pontés et colmatés;b) qui est constituée d’un enduit sur treillis fixé par des attaches au support indépendamment de l’isolant;c) qui est constituée de maçonnerie ou de béton d’au moins 25 mm d’épaisseur; oud) qui, à la suite de l’essai selon CAN/ULC-S101, « Résistance au feu pour les bâtiments et les matériaux de construction », ne présente pas, pendant les 10 premières minutes, une augmentation moyenne de température de plus de 140 °C ou une augmentation maximale de température de plus de 180 °C en n’importe quel point de sa face non exposée (voir la note A-3.1.5.14. 5)d) et l’article 3.2.3.7.).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,3.1.5.12.(3),Combustible Insulation and its Protection,"Combustible insulation having a flame-spread rating more than 25 but not more than 500 on an exposed surface, or any surface that would be exposed by cutting through the material in any direction, is permitted in the exterior walls of a building required to be of 0ncombustible construction, provided the insulation is protected from adjacent space in the building, other than adjacent concealed spaces within wall assemblies, by a thermal barrier as described in Sentence 3.1.5.12.(2), except that in a building that is not sprinklered throughout and is more than 18 m high, measured between grade and the floor level of the top storey, the insulation shall be protected by a thermal barrier consisting of gypsum board not less than 12.7 mm thick, mechanically fastened to a supporting assembly independent of the insulation and with all joints either backed or taped and filled, lath and plaster, mechanically fastened to a supporting assembly independent of the insulation, masonry or concrete not less than 25 mm thick, or any thermal barrier that, when tested in conformance with ULC CAN/ULC-S101-07 Fire Endurance Tests of Building Construction and Materials will not develop an average temperature rise more than 140°C or a maximum temperature rise more than 180°C at any point on its unexposed face within 10 min(see also Article 3.2.3.7.). (see also Article 3.2.3.7.)",Isolant en mousse plastique,"Un isolant en mousse plastique ayant un indice de propagation de la flamme supérieur à 25 mais d’au plus 500 sur toute surface exposée ou qui pourrait l’être en coupant le matériau dans n’importe quel sens est autorisé dans les murs extérieurs d’un bâtiment pour lequel une construction incombustible est exigée, qui n’est pas protégé par gicleurs et qui a plus de 18 m de hauteur depuis le niveau moyen du sol jusqu’à la sous-face du toit, à condition que cet isolant soit séparé des espaces contigus, à l’exclusion des vides de construction des murs, par une barrière thermique :a) qui est constituée d’une plaque de plâtre d’au moins 12,7 mm d’épaisseur, fixée par des attaches au support indépendamment de l’isolant, tous les joints étant supportés ou pontés et colmatés;b) qui est constituée d’un enduit sur treillis fixé par des attaches au support indépendamment de l’isolant;c) qui est constituée de maçonnerie ou de béton d’au moins 25 mm d’épaisseur; oud) qui, à la suite de l’essai selon CAN/ULC-S101, « Résistance au feu pour les bâtiments et les matériaux de construction », ne présente pas, pendant les 10 premières minutes, une augmentation moyenne de température de plus de 140 °C ou une augmentation maximale de température de plus de 180 °C en n’importe quel point de sa face non exposée (voir la note A-3.1.5.14. 5)d) et l’article 3.2.3.7.).",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.5.2.(1),Minor Combustible Components,"The following minor combustible components are permitted in a building required to be of noncombustible construction: paint (see also Clause 3.1.13.1.(2)(b)), self-adhesive tapes, mastics and caulking materials, including foamed plastic air sealants, applied to provide a seal between the major components of exterior wall construction, (see also Article 3.6.4.3. for limits on the use of combustible materials in plenum spaces), fire stops and fire blocks conforming to Sentence 3.1.9.1.(1) and Article 3.1.11.7., tubing for pneumatic controls provided it has an outside diameter of not more than 1no mm, adhesives, vapour barriers and sheathing papers, electrical outlet and junction boxes, wood blocking within wall assemblies intended for the attachment of handrails, fixtures, and similar items mounted on the surface of the wall, and similar minor components.",Composants mineurs combustibles,"Les composants mineurs combustibles suivants sont autorisés dans un bâtiment qui doit être de construction incombustible :a) la peinture (voir l’alinéa 3.1.13.1. 2)b)); b) les rubans autoadhésifs, les mastics et les matériaux de calfeutrage, y compris les garnitures d'étanchéité à l'air en mousse plastique, qui fnorment des joints entre les principaux éléments de construction des murs extérieurs (voir les restrictions énoncées à l'article 3.6.4.3. visant l'utilisation des matériaux combustibles dans les plénums); c) les coupe-feu et pare-feu confnormes au paragraphe 3.1.9.1. 1) et àl'article 3.1.11.7.;d) les tubes de commande pneumatique, à condition qu'ils aient un diamètre extérieur d'au plus 10 mm; e) les colles, pare-vapeur et papiers de construction; f) les boîtes de sortie et de jonction électrique; g) les cales en bois placées à l'intérieur des murs pour la fixation des mains courantes, des appareils d'éclairage et éléments similaires montés sur la surface du mur; et h) les composants mineurs similaires.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Mior Combustible Components,"The following mior combustible components are permitted in a building required to be of 0ncombustible construction: paint (see also Sentence 3.1.5.10.(1)), (see also Sentence 3.1.5.10.(1)), mastics and caulking materials, including foamed plastic air sealants, applied to provide a seal between the major components of exterior wall construction, (see also Article 3.6.4.3. for limits on the use of combustible materials in plenum spaces), fire stops and fire blocks conforming to Sentence 3.1.9.1.(1) and Article 3.1.11.7., tubing for pneumatic controls provided it has an outside diameter of not more than 10 mm, adhesives, vapour barriers and sheathing papers, electrical outlet and junction boxes, wood blocking within wall assemblies intended for the attachment of handrails, fixtures, and similar items mounted on the surface of the wall, and similar mior components.",Composants mineurs combustibles,"Les composants mineurs combustibles suivants sont autorisés dans un bâtiment qui doit être de construction incombustible :a) la peinture (voir l’alinéa 3.1.13.1. 2)b)); b) les rubans autoadhésifs, les mastics et les matériaux de calfeutrage, y compris les garnitures d'étanchéité à l'air en mousse plastique, qui fnorment des joints entre les principaux éléments de construction des murs extérieurs (voir les restrictions énoncées à l'article 3.6.4.3. visant l'utilisation des matériaux combustibles dans les plénums); c) les coupe-feu et pare-feu confnormes au paragraphe 3.1.9.1. 1) et àl'article 3.1.11.7.;d) les tubes de commande pneumatique, à condition qu'ils aient un diamètre extérieur d'au plus 10 mm; e) les colles, pare-vapeur et papiers de construction; f) les boîtes de sortie et de jonction électrique;
g) les cales en bois pour la fixation d'éléments de fenêtre à l'intérieur des murs extérieurs;
h) les cales en bois placées à l'intérieur des murs pour la fixation des mains courantes, des appareils d'éclairage et éléments similaires montés sur la surface du mur; et
i) les composants mineurs similaires.
",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.5.7.(1),Factory-Assembled Panels,"Except as provided in Sentence 3.1.5.7.(2), factory-assembled wall and ceiling panels containing foamed plastic insulation with a flame-spread rating not more than 500 are permitted to be used in a building required to be of noncombustible construction, provided the building is sprinklered, is not more than 18 m high, measured from grade to the underside of the roof, and does not contain a Group A, Group B, or Group C major occupancy, and the panels do not contain an air space, when tested in accordance with ULC CAN/ULC-S138-06 Test for Fire Growth of Insulated Building Panels in a Full-Scale Room Configuration meet the criteria defined therein, and when a sample panel with an assembled joint typical of field installation is subjected to the applicable test described in Subsection 3.1.12., have a flame-spread rating not more than that permitted for the room or space that they bound.",Panneaux préfabriqués,"Sous réserve du paragraphe 2), les panneaux préfabriqués pour mur ou plafond qui contiennent un isolant en mousse plastique ayant un indice de propagation de la flamme d’au plus 500 peuvent être utilisés dans un bâtiment pour lequel une construction incombustible est exigée, à condition que :a) le bâtiment :i) soit protégé par gicleurs;ii) ait au plus 18 m de hauteur depuis le niveau moyen du sol jusqu’à la sous-face du toit; etiii) ne contienne aucun usage principal du groupe A, B, ou C; etb) les panneaux :i) ne comportent aucune lame d’air;ii) à la suite de l’essai effectué conformément à la norme CAN/ULC-S138, « Essai de propagation du feu dans les panneaux de construction isolés d'une configuration de pièces à l'échelle réelle », répondent aux critères définis dans la norme précitée; etiii) présentent un indice de propagation de la flamme, lorsqu’un échantillon comportant un joint d’assemblage type représentatif des conditions réelles d’installation est soumis à l’essai approprié de la sous-section 3.1.12., ne dépassant pas celui autorisé pour la pièce ou l’espace qu’ils délimitent","qcc2019 (CNB2015modifierQC)_
proposer",Div B,3.1.5.7.(1),Factory-Assembled Panels,"Except as permitted by Sentence 3.1.5.12.(8), a factory-assembled 0n-loadbearing interior or exterior wall or ceiling panel containing foamed plastic insulation having a flame-spread rating of not more than 500 is permitted to be used in a building required to be of 0ncombustible construction provided the building is sprinklered, the building is not more than 18 m high, measured between grade and the floor level of the uppermost storey, the building does not contain a Group A, Group B, or Group C major occupancy, the panel does not contain an air space, the panel, when tested in conformance with ULC CAN/ULC-S138-06 Test for Fire Growth of Insulated Building Panels in a Full-Scale Room Configuration meets the criteria defined in the document, and the flame-spread rating of the panel, determined by subjecting a sample that includes an assembled joint typical of field installation to the appropriate test described in Subsection 3.1.12., is not more than the flame-spread rating permitted for the room or space that it bounds.",Panneaux préfabriqués,"Sous réserve du paragraphe 2), les panneaux préfabriqués pour mur ou plafond qui contiennent un isolant en mousse plastique ayant un indice de propagation de la flamme d’au plus 500 peuvent être utilisés dans un bâtiment pour lequel une construction incombustible est exigée, à condition que :a) le bâtiment :i) soit protégé par gicleurs;ii) ait au plus 18 m de hauteur depuis le niveau moyen du sol jusqu’à la sous-face du toit; etiii) ne contienne aucun usage principal du groupe A, B, ou C; etb) les panneaux :i) ne comportent aucune lame d’air;ii) à la suite de l’essai effectué conformément à la norme CAN/ULC-S138, « Essai de propagation du feu dans les panneaux de construction isolés d'une configuration de pièces à l'échelle réelle », répondent aux critères définis dans la norme précitée; etiii) présentent un indice de propagation de la flamme, lorsqu’un échantillon comportant un joint d’assemblage type représentatif des conditions réelles d’installation est soumis à l’essai approprié de la sous-section 3.1.12., ne dépassant pas celui autorisé pour la pièce ou l’espace qu’ils délimitent",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,3.1.5.7.(2),Factory-Assembled Panels,"Factory-assembled exterior wall panels containing thermosetting foamed plastic insulation are permitted to be used in a building required to be of noncombustible construction, provided the building is not more than 18 m high, measured from grade to the underside of the roof, and does not contain a Group B or Group C major occupancy, and the wall panels do not contain an air space, are protected on both sides by sheet steel not less than 0.38 mm thick, remain in place for not less than 10 min when tested in conformance with ULC CAN/ULC-S101-14 Fire Endurance Tests of Building Construction and Materials where the exposed surface includes typical vertical and horizontal joints, and when a sample panel with an assembled joint typical of field installation is subjected to the applicable test described in Subsection 3.1.12., have a flame-spread rating not more than that permitted for the room or space that they bound.",Panneaux préfabriqués,"Les panneaux muraux extérieurs préfabriqués contenant un isolant en mousse plastique thermodurcissable peuvent être utilisés dans un bâtiment pour lequel une construction incombustible est exigée, à condition que :a) le bâtiment :i) ait au plus 18 m de hauteur depuis le niveau moyen du sol jusqu’à la sous-face du toit; etii) ne contienne aucun usage principal du groupe B ou C; etb) les panneaux muraux :i) ne comportent aucune lame d’air;ii) soient protégés des 2 côtés par une tôle d’acier d’au moins 0,38 mm d’épaisseur;iii) restent en place pendant au moins 10 min à la suite de l’essai effectué conformément à la norme CAN/ULC-S101, « Résistance au feu pour les bâtiments et les matériaux de construction », la surface exposée comportant des joints verticaux et horizontaux types; etiv) présentent un indice de propagation de la flamme, lorsqu’un échantillon comportant un joint d’assemblage type représentatif des conditions réelles d’installation est soumis à l’essai approprié de la sous-section 3.1.12., ne dépassant pas celui autorisé pour la pièce ou l’espace qu’ils délimitent.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,3.1.5.12.(7),Factory-Assembled Panels,"Except as permitted by Sentence 3.1.5.12.(8), a factory-assembled 0n-loadbearing interior or exterior wall or ceiling panel containing foamed plastic insulation having a flame-spread rating of not more than 500 is permitted to be used in a building required to be of 0ncombustible construction provided the building is sprinklered, the building is not more than 18 m high, measured between grade and the floor level of the uppermost storey, the building does not contain a Group A, Group B, or Group C major occupancy, the panel does not contain an air space, the panel, when tested in conformance with ULC CAN/ULC-S138-06 Test for Fire Growth of Insulated Building Panels in a Full-Scale Room Configuration meets the criteria defined in the document, and the flame-spread rating of the panel, determined by subjecting a sample that includes an assembled joint typical of field installation to the appropriate test described in Subsection 3.1.12., is not more than the flame-spread rating permitted for the room or space that it bounds.",Panneaux préfabriqués,"Les panneaux muraux extérieurs préfabriqués contenant un isolant en mousse plastique thermodurcissable peuvent être utilisés dans un bâtiment pour lequel une construction incombustible est exigée, à condition que :a) le bâtiment :i) ait au plus 18 m de hauteur depuis le niveau moyen du sol jusqu’à la sous-face du toit; etii) ne contienne aucun usage principal du groupe B ou C; etb) les panneaux muraux :i) ne comportent aucune lame d’air;ii) soient protégés des 2 côtés par une tôle d’acier d’au moins 0,38 mm d’épaisseur;iii) restent en place pendant au moins 10 min à la suite de l’essai effectué conformément à la norme CAN/ULC-S101, « Résistance au feu pour les bâtiments et les matériaux de construction », la surface exposée comportant des joints verticaux et horizontaux types; etiv) présentent un indice de propagation de la flamme, lorsqu’un échantillon comportant un joint d’assemblage type représentatif des conditions réelles d’installation est soumis à l’essai approprié de la sous-section 3.1.12., ne dépassant pas celui autorisé pour la pièce ou l’espace qu’ils délimitent.",Common Sentence,Yes,,,,,,,,
