Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,3.7.2.1.(2),Plumbing and Drainage Systems ,Waterless urinals are permitted to be used in buildings provided with a water supply.,obc2019_divb,Div B,,,,,National Only,Yes,Health: Indoor Conditions,,,,,
2015,ON,NBC,Div B,3.7.2.2.(15),Water Closets,"In a building whose floor area is more than 600 m2 and that includes one or more individual tenant spaces for a business and personal services occupancy or mercantile occupancy, water closets shall be located so that they are accessible to the public when the building is occupied.",obc2019_divb,Div B,,,,,National Only,Yes,Health: Indoor Conditions,,,,,
2015,ON,NBC,Div B,3.7.2.2.(16),Water Closets,The number of water closets required in a suite of mercantile occupancy whose area is not more than 500 m2 is permitted to be determined in accordance with Table 3.7.2.2.-B based solely on the total number of staff.,obc2019_divb,Div B,,,,,National Only,Yes,Health: Indoor Conditions,,,,,
2015,ON,NBC,Div B,3.7.2.2.(3),Water Closets,"Except as permitted by Sentence (2), if only one universal washroom is provided in accordance with Section 3.8., the water closet in this room shall not be taken into consideration in determining the number of water closets required by this Article, unless a single water closet is permitted in accordance with Sentence (4).",obc2019_divb,Div B,,,,,National Only,Yes,Health: Indoor Conditions,,,,,
2015,ON,NBC,Div B,3.7.2.9.(1),Bathtubs,"Where a bathtub is installed in a hotel  or a motel, it shall (a) have a clear floor space atleast 750 mm wide along its length, except that a water closet or a lavatory is permitted to encroach this space, (b) have faucets and other controls that conform to Clause 3.8.3.8.(1)(b), (c) have a slip-resistant bottom surface, (d) have grab bars that (i) conform to Sentence 3.7.2.8.(1), (ii) are not less than 1 200 mm long located vertically at the end of the bathtub that is adjacent to the clear floor space, with the lower end between 180 mm and 280 mm above the bathtub rim, and (iii) are not less than 1 200 mm long located horizontally along the length of the bathtub at 180 mm to 280 mm above the bathtub rim, and (e) be capable of being accessed along its full length with no tracks mounted on the bathtub rim.",obc2019_divb,Div B,,,,,National Only,Yes,Health: Indoor Conditions,,,,,
2015,ON,NBC,Div B,3.8.1.1.(2),Scope,Buildings and facilities required to be barrier-free in accordance with Subsection 3.8.2. shall be designed in accordance with Subsection 3.8.3.,obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Other,,,,,
2015,ON,NBC,Div B,3.8.2.11.(2),Counters and Counters for Telephones ,Built-in shelves and counters provided for public telephones shall comply with Subsection 3.8.3.,obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Other,,,,,
2015,ON,NBC,Div B,3.8.2.5.(3),Access to Parking Areas and Exterior Passenger-Loading Zones,Exterior passenger-loading zones shall comply with Subsection 3.8.3.,obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Other,,,,,
2015,ON,NBC,Div B,3.8.2.7.(2),Power Door Operators,"The requirements of Sentence (1) do not apply to an individual suite having an area less than 500 m2 in a building havingonly suites of assembly, care, business and personal services or mercantile occupancy if the suite is completely separated from the remainder of the building so that there is no access to the remainder of the building.",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Other,,,,,
2015,ON,NBC,Div B,3.8.2.7.(3),Power Door Operators,Only the active leaf in a multiple leaf door in a barrier-free path of travel need conform to the requirements of this Article.,obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Other,,,,,
2015,ON,NBC,Div B,3.8.2.8.(3),Plumbing Facilities ,"In a building in which water closets are required in accordance with Subsection 3.7.2., atleast one barrier-free water closet shall be provided in the entrance storey, unless (a) a barrier-free path of travel is provided to barrier-free water closets elsewhere in the building, or (b) the water closets required by Subsection 3.7.2. are for dwelling units only. (See Note A-3.8.2.8.(1) to (4).)",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Washrooms,,,,,
2015,ON,NBC,Div B,3.8.2.8.(4),Plumbing Facilities ,"Where alterations are made to an existing building, universal washrooms complying with Subsection 3.8.3. are permitted to be provided in lieu of facilities for persons with physical disabilities in washrooms used by the general public.(See Note A-3.8.2.8.(1) to (4).)",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Washrooms,,,,,
2015,ON,NBC,Div B,3.8.2.8.(5),Plumbing Facilities ,At least one water-closet stall or enclosure in a washroom required to be barrier-free shall comply with Subsection 3.8.3.,obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Washrooms,,,,,
2015,ON,NBC,Div B,3.8.2.8.(6),Plumbing Facilities ,"Where urinals are provided in a barrier-free washroom, at least one urinal shall comply with Subsection 3.8.3.",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Washrooms,,,,,
2015,ON,NBC,Div B,3.8.2.8.(7),Plumbing Facilities ,A barrier-free washroom shall be provided with a lavatory that complies with Subsection 3.8.3.,obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Washrooms,,,,,
2015,ON,NBC,Div B,3.8.2.8.(8),Plumbing Facilities ,"Where mirrors are provided in a barrier-free washroom, atleast one mirror shall comply with Subsection 3.8.3.",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Washrooms,,,,,
2015,ON,NBC,Div B,3.8.3.1.(1),Design Standards,"Buildings or parts thereof and facilities that are required to be barrier-free shall be designed in accordance with (a) this Subsection, or (b) the provisions of CSA B651, “Accessible Design for the Built Environment,” listed in Table 3.8.3.1., in their entirety.
(See Note A-3.8.3.1.(1).)",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Other,,,,,
2015,ON,NBC,Div B,3.8.3.17.(1),Bathtubs,"Bathtubs required by Sentence 3.8.2.8.(11) shall (a) be located in a room with a clear floor space not less than 1 500 mm in diameter, (b) be not less than 1 500 mm long, (c) have a clear floor space not less than 750 mm wide adjacent to its entire length, (d) be capable of being accessed along its full length with no tracks mounted on its rim, (e) have faucets and other controls that (i) conform to Clause 3.8.3.8.(1)(b), and (ii) are located on the centreline or between the centreline of the bathtub and the exterior edge of the bathtub rim, at a maximum height of 450 mm above the rim, (f) have three grab bars (i) that conform to Sentence 3.7.2.8.(1), (ii) that are not less than 1 200 mm long, (iii) two of which are located vertically at each end of the bathtub, set 80 mm to 120 mm in from the outside edge of the bathtub, with their lower end 180 mm to 280 mm above the bathtub rim, and (iv) one of which is located horizontally along the length of the bathtub at 180 mm to 280 mm above the bathtub rim, (g) have a slip-resistant bottom surface, and (h)be equipped with a hand-held shower head with not less than 1 800 mm of flexible hose that can be used in a fixed position at aheight of 1 200 mm and 2 030 mm.",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Washrooms,,,,,
2015,ON,NBC,Div B,3.8.3.5.(2),Ramps ,Handrails installed in addition to required handrails need not comply with the height requirements stated in Clause (1)(e).,obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Barrier-Free Path of Travel,,,,,
2015,ON,NBC,Div B,3.8.3.5.(4),Ramps ,"The surfaces of ramps and landings shall a) be hard or resilient where the ramp is steeper than 1 in 15 (see Note A-3.8.3.5.(4)(a)), (b) have across slope no steeper than 1 in 50, and (c) where exposed to water, be designed to drain.",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Barrier-Free Path of Travel,,,,,
2015,ON,NBC,Div B,3.8.3.5.(5),Ramps ,"Ramps and landings not at grade or adjacent to a wall shall have edge protection consisting of (a) a curb not less than 75 mm high, or (b) a raised barrier or rail located not more than 100 mm from the ramp or landing surface.",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Barrier-Free Path of Travel,,,,,
2015,ON,NBC,Div B,3.8.3.6.(1),Doorways and Doors ,"Except where stated otherwise, this Article applies to swinging and sliding doors.",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Barrier-Free Path of Travel,,,,,
2015,ON,NBC,Div B,3.8.3.6.(5),Doorways and Doors ,"A threshold for a doorway referred to in Sentences (2) and (3) shall be not more than 13 mm higher than the finished floor surface and shall be beveled to facilitate the
passage of wheelchairs.",obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Barrier-Free Path of Travel,,,,,
2015,ON,NBC,Div B,3.8.3.6.(7),Doorways and Doors ,A cane-detectable guard shall be installed on the hinged side of power-assisted doors that swing open into the path of travel.(See Note A-3.8.3.6. (6) and(7).),obc2019_divb,Div B,,,,,National Only,Yes,Accessibility: Barrier-Free Path of Travel,,,,,
2015,ON,NBC,Div B,3.1.8.10.(4),Installation of Fire Dampers ,,obc2019_divb,Div B,3.1.8.9.(4),3.1.8.9. Installation of Fire Dampers ,A fire damper shall be installed in the vertical or horizontal position in which it was tested.,,P/T Only,No,,,,,,
2015,ON,NBC,Div B,3.2.2.66.(2),"Group D, up to 4 Storeys, Sprinklered ",,obc2019_divb,Div B,"3.2.2.59.(2)
3.2.2.52.(2)","3.2.2.52. Group D, up to 4 Storeys, Sprinklered ","The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",,P/T Only,No,,,,,,
2015,ON,NBC,Div B,3.2.2.82.(2),"Group F, Division 2, up to 4 Storeys, Increased Area, Sprinklered ",,obc2019_divb,Div B,3.2.2.75.(2),"3.2.2.75. Group F, Division 3, up to 6 Storeys, Sprinklered ","Except as permitted by Article 3.2.2.16., the building referred to in Sentence (1) shall be of noncombustible construction, and, floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",,P/T Only,No,,,,,,
2015,ON,NBC,Div B,3.2.3.7.(3),Construction of Exposing Building Face,,obc2019_divb,Div B,3.2.3.7.(4),3.2.3.7. Construction of Exposing Building Face ,"Except as provided by Sentence (6), cladding for buildings or fire compartments where the maximum permitted area of unprotected openings is more than 10% but not more than 25% of the exposing building face need not be noncombustible where the wall assembly complies with Article 3.1.5.5.",,P/T Only,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.2.4.11.(3),Smoke Detectors,,obc2019_divb,Div B,3.2.4.22.(16),3.2.4.22. Smoke Alarms ,"Smoke alarms required in suites in a retirement home or smoke detectors permitted to be installed in lieu of smoke alarms as provided in Sentence (6) shall upon actuation provide an audible and visual signal to staff serving those suites, so that the suite containing the actuated smoke alarm or smoke detector can be easily identified.",,P/T Only,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.18.(8),Audibility of Alarm Systems ,,obc2019_divb,Div B,3.2.4.20.(10),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,"Audible signal devices within a dwelling unit or a suite of residential occupancy shall be connected to the fire alarm system, (a) in a manner such that a single open circuit at one device will not impair the operation of other audible signal devices on the same circuit that serve the other dwelling units or suites of residential occupancy, or (b) on separate signal circuits that are not connected to the devices in any other dwelling unit, public corridor or suites of residential occupancy. ",,P/T Only,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.9.(2),Electrical Supervision,,obc2019_divb,Div B,3.2.9.5.(1),3.2.9.5. Supervisory Signal Annunciation for Valves ,"If a fire alarm system in a building is required by Sentence 3.2.4.9.(1) to have an annunciator, valves controlling water supplies in a standpipe system, other than hose valves, shall be electrically supervised in accordance with Sentence 3.2.4.10.(2).",,P/T Only,Yes,Fire Suppression,,,,,
2015,ON,NBC,Div B,3.2.5.10.(4),Hose Connections,,obc2019_divb,Div B,3.2.9.3.(1),3.2.9.3. Hose Connections ,"If a standpipe system is required in a building, 38 mm diam hose connections shall be provided in each storey in the building. ",,P/T Only,Yes,Fire Suppression,,,,,
2015,ON,NBC,Div B,3.2.5.11.(4),Hose Stations ,,obc2019_divb,Div B,3.4.6.10.(7),3.4.6.10. Horizontal Exits ,Any change in floor level from one side of a horizontal exit to the other side shall not exceed 2 000 mm.,,P/T Only,Yes,Exits,,,,,
2015,ON,NBC,Div B,3.2.8.2.(4),Exceptions to Special Protection ,,obc2019_divb,Div B,3.4.3.3.(1),3.4.3.3. Exits from Interconnected Floor Space ,Exit stairs that serve interconnected floor spaces as provided in Articles 3.2.8.3. to 3.2.8.11. shall conform to the requirements in Article 3.2.8.4. and in this Section.,,P/T Only,Yes,Interconnected Floor Space,,,,,
2015,ON,NBC,Div B,3.2.8.4.(3),Vestibules,,obc2019_divb,Div B,3.2.8.5.(2),3.2.8.5. Elevators ,"Where elevator doors opening into an interconnected floor space are protected by vestibules in conformance with Sentence (1), the elevator doors opening into the lowest storey of the interconnected floor space need not be protected by such vestibules.",,P/T Only,Yes,Interconnected Floor Space,,,,,
2015,ON,NBC,Div B,3.3.1.11.(2),Door Swing ,,obc2019_divb,Div B,3.4.6.16.(5),3.4.6.16. Door Release Hardware ,"Except as permitted by Sentences (6) and (7), electromagnetic locks are not permitted to be installed on exit doors, described in Clause (2)(a), (b) or (c), serving an elementary or secondary school, or leading directly from a high hazard industrial occupancy. ",,P/T Only,Yes,Electromagnetic Locks,,,,,
2015,ON,NBC,Div B,"3.3.1.11.(3)
","Door Swing 
Direction of Door Swing ",,obc2019_divb,Div B,3.4.6.12.(2),3.4.6.12. Direction of Door Swing ,A door serving a single dwelling unit shall swing on its vertical axis.,,P/T Only,Yes,Exits,,,,,
2015,ON,NBC,Div B,3.3.1.18.(3),Guards ,,obc2019_divb,Div B,3.3.1.17.(3),3.3.1.17. Guards ,"Except as permitted by Sentence 3.3.5.9.(1), openings through any guard that is required by Sentence (1) and that is installed in a building of industrial occupancy shall be of a size which will prevent the passage of a sphere having a diameter more than 200 mm unless it can be shown that the location and size of openings that exceed this limit do not represent a hazard.",,P/T Only,Yes,"Falling, Tripping, Slipping  Protection",,,,,
2015,ON,NBC,Div B,3.3.1.5.(2),Egress Doorways ,,obc2019_divb,Div B,3.4.2.1.(7),3.4.2.1. Minimum Number of Exits ,"Each egress doorway in Sentence (6) shall be considered as contributing not more than, (a) one-third of the required width where three egress doorways are required, and (b) one-fourth of the required width where four egress doorways are required.",,P/T Only,Yes,Hotels,,,,,
2015,ON,NBC,Div B,3.3.3.3.(2),Corridors ,,obc2019_divb,Div B,3.4.1.11.(1),3.4.1.11. Exterior Stairway for Long-Term Care Homes ,No open exterior stairway shall serve as a means of egress for residents above the second floor of a long-term care home. ,,P/T Only,Yes,Exits,,,,,
2015,ON,NBC,Div B,3.3.4.4.(6),Egress from Dwelling Units ,,obc2019_divb,Div B,3.4.2.4.(4),3.4.2.4. Travel Distance ,"If there is a firewall in an elementary or secondary school, the travel distance shall not be measured to a door in the firewall, but shall be measured to an exterior exit door or an exit door to a stairway.",,P/T Only,Yes,Schools,,,,,
2015,ON,NBC,Div B,3.3.5.6.(1),Storage Garage Separation ,,obc2019_divb,Div B,3.4.4.1.(3),3.4.4.1. Fire-Resistance Rating of Exit Separations ,"In a building within the scope of Article 3.2.2.43A. or 3.2.2.50A., the fire-resistance rating of the fire separation referred to in Sentence (1) shall not be less than 1.5 h.",,P/T Only,Yes,Mid-rise wood,,,,,
2015,ON,NBC,Div B,3.4.2.2.(2),Means of Egress from Mezzanines ,,obc2019_divb,Div B,3.4.2.2.(3),3.4.2.2. Mezzanine Exiting ,"In a floor area that is not sprinklered, a mezzanine need not conform to Sentence (1) where Article 3.2.8.1. does require it to terminate at a vertical fire separation provided the total occupant load of the mezzanine is not more than 60 and, (a) the area of the mezzanine does not exceed the area limits for rooms and suites in Table 3.3.1.5.A., and (b) the distance limits in Table 3.3.1.5.A. are not exceeded from any point on the mezzanine to, (i) the egress doorway from the room in which the mezzanine is located if that room has a single egress doorway, or (ii) an egress facility leading from the mezzanine if the room in which the mezzanine is located has two egress doorways provided in conformance with Subsection 3.3.1.",,P/T Only,Yes,Mezzanines,,,,,
2015,ON,NBC,Div B,3.4.2.2.(2),Means of Egress from Mezzanines ,,obc2019_divb,Div B,3.4.2.2.(4),3.4.2.2. Mezzanine Exiting ,"In a floor area that is sprinklered, a mezzanine need not conform to Sentence (1) where Article 3.2.8.1. does require it to terminate at a vertical fire separation provided the total occupant load of the mezzanine is not more than 60 and, (a) the area of the mezzanine does not exceed the area limits for rooms and suites in Table 3.3.1.5.B., and (b) the distance of travel is not more than 25 m when measured from any point on the mezzanine to, (i) the egress doorway from the room in which the mezzanine is located if that room has a single egress doorway, or (ii) an egress facility leading from the mezzanine if the room in which the mezzanine is located has two egress doorways provided in conformance with Subsection 3.3.1.",,P/T Only,Yes,Mezzanines,,,,,
2015,ON,NBC,Div B,3.4.4.4.(6),Integrity of Exits ,,obc2019_divb,Div B,3.4.1.6.(3),3.4.1.6. Restricted Use of Horizontal Exits ,"Where an elementary or secondary school is subdivided by a firewall, a horizontal exit shall not serve as an exit but is permitted to serve as an access to exit.",,P/T Only,Yes,Schools,,,,,
2015,ON,NBC,Div B,3.4.5.1.(1),Exit Signs ,,obc2019_divb,Div B,3.4.2.1.(6),3.4.2.1. Minimum Number of Exits ,"Every room containing an assembly occupancy serving a hotel, and located in the building containing the hotel, shall be provided with no fewer than, (a) three separate egress doorways from the room where the occupant load is more than 600 persons, and (b) four separate egress doorways from the room where the occupant load is more than 1 000 persons.",,P/T Only,Yes,Hotels,,,,,
2015,ON,NBC,Div B,3.4.5.2.(1),Signs for Stairs and Ramps at Exit Level ,,obc2019_divb,Div B,3.4.5.2.(2),3.4.5.2. Signs Within Exit Facilities ,An exit stair serving a building more than 6 storeys in building height shall be clearly marked by signs indicating that it does not lead to an exit at the roof level. (See Appendix A.) ,,P/T Only,Yes,Exits,,,,,
2015,ON,NBC,Div B,3.4.6.10.(5),Horizontal Exits ,,obc2019_divb,Div B,3.4.4.1.(5),3.4.4.1. Fire-Resistance Rating of Exit Separations ,"The path of exit travel may lead from an exit door or exit enclosure through open air parking that is located below a roof or floor assembly that is part of the building served by the exit door or exit enclosure where, (a) the portion of the path of exit travel that leads through the open air parking is not more than 9 m in length measured from the exit door to a point at ground level at the perimeter of the building, (b) measures are taken to prevent vehicles intended to park in spaces adjacent to the path of exit travel from encroaching on the path of exit travel, and (c) an alternate means of egress not leading through the open air parking is available from the interior side of the door opening onto the path of exit travel through the open air parking area.",,P/T Only,Yes,Exits,,,,,
2015,ON,NBC,Div B,3.4.6.11.(2),Doors ,,obc2019_divb,Div B,3.4.6.11.(1),3.4.6.11. Doors ,The distance between a stair riser and the leading edge of a door during its swing shall be not less than 300 mm. ,,P/T Only,No,,,,,,
2015,ON,NBC,Div B,3.4.6.16.(1),Door Release Hardware ,,obc2019_divb,Div B,3.4.6.16.(7),3.4.6.16. Door Release Hardware ,"Electromagnetic locks are permitted to be installed on an exit door that serves only a gaming premises if, the gaming premises is located within a sprinklered floor area, smoke detectors are installed in each room and each corridor accessible to the public, a force of not more than 90 N applied to the door opening hardware initiates an irreversible process that will release the locking device within 15 s and not relock until the door has been opened, and a legible sign conforming with Clause (4)(h) is permanently mounted on the exit door to indicate that the locking device will release within 15 s of applying pressure to the door release hardware. ",,P/T Only,Yes,Gaming Premises,,,,,
2015,ON,NBC,Div B,3.4.6.18.(1),Emergency Crossover Access to Floor ,,obc2019_divb,Div B,3.4.6.18.(6),3.4.6.18. Emergency Crossover Access to Floor Areas ,"In a building not more than 6 storeys in building height, doors providing access from exit stairs to a floor area containing a hotel are permitted to have locking devices to prevent entry into the floor area provided the requirements in Clause (4)(b) are complied with.",,P/T Only,Yes,Hotels,,,,,
2015,ON,NBC,Div B,3.4.6.19.(1),Floor Numbering ,,obc2019_divb,Div B,3.4.6.19.(2),3.4.6.19. Floor Numbering ,"Upper case letters indicating the designation assigned to each exit stair shaft shall be mounted permanently on each side of doors to the exit stair shaft and shall, be not less than 60 mm high, raised approximately 0.7 mm above the surface, be located 1 500 mm from the finished floor, and be contrasting in colour with the surface on which they are applied.",,P/T Only,Yes,Exits,,,,,
2015,ON,NBC,Div B,3.4.6.9.(2),Curved Flights in Exits ,,obc2019_divb,Div B,3.4.3.4.(5),3.4.3.4. Exit Width Reduction (See Appendix A.) ,"In an elementary or secondary school, where a stair lift is installed in an exit stair, an intermediate handrail shall be installed between the path of travel of the stair lift and the remainder of the stair to ensure that the stair lift will not reduce the required width of the exit stair.",,P/T Only,Yes,Schools,,,,,
2015,ON,NBC,Div B,3.4.7.6.(4),Guards and Railings ,,obc2019_divb,Div B,3.4.6.6.(6),3.4.6.6. Guards ,Openings through any guard that is required by Sentence (1) and that is installed in a building of industrial occupancy shall be of a size that will prevent the passage of a sphere having a diameter more than 200 mm unless it can be shown that the location and size of openings that exceed this limit do not represent a hazard.,,P/T Only,Yes,Exits,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.1.2.(1),3.1.1.2. Radon,"In addition to all other requirements, a building in the following designated areas shall be designed and constructed so that the annual average concentration of radon 222 does not exceed 200 Bq/m3 of air and the annual average concentration of the short lived daughters of radon 222 does not exceed 0.02 working levels inside the building: (a) the City of Elliot Lake in the Territorial District of Algoma, (b) the Township of Faraday in the County of Hastings, and (c) the geographic Township of Hyman in the Territorial District of Sudbury.",,P/T Only,Yes,Vapour Management,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.1.3.(1),3.1.1.3. Building on Flood Plains,"Buildings constructed on flood plains shall (a) be designed and constructed in accordance with good engineering practice to withstand anticipated vertical and horizontal hydrostatic pressures acting on the structure, and (b) incorporate floodproofing measures that will preserve the integrity of exits and means of egress during times of flooding.",,P/T Only,Yes,Precipitation Management,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.13.7.(6),3.1.13.7. High Buildings ,"A plumbing fixture may have a smoke developed classification more than 300 but not more than 500 if, it is in a room where the wall surfaces have a smoke developed classification not more than 200, and it is located in, a Group C occupancy, or a Group B occupancy and the building is sprinklered. ",,P/T Only,Yes,Construction Materials,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.13.7.(5),3.1.13.7. High Buildings ,A plumbing fixture that is not located in a Group B occupancy need not comply with Sentence (4) if the building is sprinklered. ,,P/T Only,Yes,Construction Materials,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.13.7.(7),3.1.13.7. High Buildings ,"A therapeutic bathing system in a Group B occupancy need not comply with Sentence 3.1.13.7.(4) if the room in which it is located, (a) does not open directly into patients’ or residents’ sleeping rooms, and (b) is sprinklered.",,P/T Only,Yes,Construction Materials,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.13.7.(4),3.1.13.7. High Buildings ,"Except as permitted in Sentences (5) to (7), plumbing fixtures in a building regulated by the provisions of Subsection 3.2.6. shall have a smoke developed classification not more than 300.",,P/T Only,Yes,Construction Materials,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.17.1.(5),3.1.17.1. Occupant Load Determination ,"Except as provided by Sentence (6) or (7), in dining, alcoholic beverage and cafeteria spaces the occupant load shall be determined from Table 3.1.17.1.",,P/T Only,Yes,Occupant Load,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.17.1.(6),3.1.17.1. Occupant Load Determination ,The occupant load in Sentence (5) is permitted to be the number of persons for which the space is designed.,,P/T Only,Yes,Occupant Load,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.17.1.(7),3.1.17.1. Occupant Load Determination ,The occupant load in Sentence (6) shall be not more than that determined by using an area of 0.6 m2 per person.,,P/T Only,Yes,Occupant Load,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.17.2.(1),3.1.17.2. Dance Floor,The occupant load of a room in which a dance floor is situated shall be calculated in respect of that portion of the room that is not occupied by the dance floor.,,P/T Only,Yes,Occupant Load,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.17.3.(1),3.1.17.3. Public Pools,"The occupant load of a public pool, except a wave action pool, shall be determined by the following formula  occupant load= D/2.5 + S/1.4
where,
	D =	the water surface area in square metres of the part of the pool that is deeper than 1 350 mm; and
	S =	the water surface area in square metres of the part of the pool that is 1 350 mm in depth or less.",,P/T Only,Yes,Occupant Load,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.19.1.(1),3.1.19.1. Clearance to Buildings ,A building shall not be located beneath existing above ground electrical conductors.,,P/T Only,Yes,Building Services and Utilities,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.19.1.(4),3.1.19.1. Clearance to Buildings ,"Sentences (1) to (3) do not apply to a building containing electrical equipment and electrical installations used exclusively in the generation, transformation or transmission of electrical power or energy intended for sale or distribution to the public.",,P/T Only,Yes,Building Services and Utilities,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.19.1.(2),3.1.19.1. Clearance to Buildings ,"The horizontal clearance measured from the maximum conductor swing to the building, including balconies, fire escapes, flat roofs or other accessible projections beyond the face of the building, shall, be not less than 1 m, for electrical conductors carrying voltages 750 V or less, except where necessary to connect to the electrical wiring of the building, be not less than 3 m, for electrical conductors carrying voltages greater than 750 V but not exceeding 46 kV, be not less than 3.7 m, for electrical conductors carrying voltages greater than 46 kV but not exceeding 69 kV, or conform to the requirements of CAN/CSA-C22.3 No.1, ""Overhead Systems"", for electrical conductors carrying voltages greater than 69 kV.",,P/T Only,Yes,Building Services and Utilities,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.19.1.(3),3.1.19.1. Clearance to Buildings ,"Where the swing of an above ground electrical conductor not owned or operated by an electrical supply authority is not known, a swing of not less than 1.8 m shall be used. ",,P/T Only,Yes,Building Services and Utilities,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.2.6.(1),3.1.2.6. Restaurants ,A restaurant is permitted to be classified as a Group E major occupancy provided the restaurant is designed to accommodate not more than 30 persons consuming food or drink.,,P/T Only,Yes,Occupancy Classification,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.20.1.(1),3.1.20.1. Glass,"Except as provided in Sentence 3.3.4.7.(1), glass in guards shall conform to MMAH Supplementary Standard SB-13, “Glass in Guards”.",,P/T Only,Yes,"Falling, Tripping, Slipping  Protection",,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.3.2.(4),3.1.3.2. Prohibition of Occupancy Combinations,"A Group F, Division 2 major occupancy is permitted in a building containing only live/work units if the occupancy is for the exclusive use of the occupants of the live/work units.",,P/T Only,Yes,Live/work Units,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.3.2.(3),3.1.3.2. Prohibition of Occupancy Combinations,"A sleeping room or sleeping area shall not open directly into a room or area where food is intended to be stored, prepared, processed, distributed, served, sold or offered for sale.",,P/T Only,Yes,Food Premises,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.1.4.3.(3),3.1.4.3. Wires and Cables (See Appendix A.) ,"Service-entrance cables for communication and community antennae distribution systems need not conform to Sentence (1) provided, (a) the service-entrance cables are located in a building permitted to be of combustible construction and are not more than 3 m in length from the point of entry into the building or from the point of leaving protection as required in Clause (1)(b), or (b) the service-entrance cables enter into an electrical or telephone service room separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 1 h.",,P/T Only,Yes,Construction Materials,,,,,
