Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,9.32.3.11.(8),Ducts,"Joints in all ventilation system ducting shall be sealed with mastic, metal foil
duct tape or the manufacturers� specified sealants.",obc2019divb,Div B,9.32.3.10.(9),9.32.3.10. Ducts ,All ducting connected to supply and exhaust fans shall be constructed so as to inhibit air leakage at joints.,,Common Sentence,Yes,Ducts,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.12.(1),Heat Recovery Ventilators ,This Article shall apply to heat recovery ventilators installed to provide one or more of the fans required by this Subsection.,obc2019divb,Div B,9.32.3.11.(1),9.32.3.11. Heat Recovery Ventilators ,"Where a heat recovery ventilator is installed to provide all or part of the requirements of this Subsection, this Article shall apply.",,Common Sentence,Yes,Heat Recovery Ventilators,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.12.(5),Heat Recovery Ventilators ,"A means for the free flow of condensate shall be provided in accordance with the manufacturer’s recommendations or, in their absence, a condensate drain of at least 1/2 inch nominal pipe size pitched in the direction of flow and complete with a trap or condensate pump of sufficient capacity shall be installed and connected to the dwelling unit’s drain, waste and vent system.",obc2019divb,Div B,9.32.3.11.(8),9.32.3.11. Heat Recovery Ventilators ,"Free flow of condensate shall be provided in accordance with the manufacturer's recommendations or, in their absence, a condensate drain of minimum Â½ inch nominal pipe size pitched in the direction of flow and complete with a trap or condensate pump with sufficient capacity shall be installed.",,Common Sentence,Yes,Heat Recovery Ventilators,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.13.(10),Outdoor Intake and Exhaust Openings ,"Screens, grilles and filters installed in air intake and exhaust openings shall be easily removable for cleaning purposes, without the need for special tools.",obc2019divb,Div B,9.32.3.12.(11),9.32.3.12. Outdoor Intake and Exhaust Openings ,"Where a screen or grille required by Sentences (8) and (10) has a screen mesh less than 6 mm, the screen or grille shall be removable for cleaning. ",,Common Sentence,Yes,Outdoor Intake and Exhaust Openings,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.13.(11),Outdoor Intake and Exhaust Openings,"Where screens or grilles are installed in air intake and exhaust openings, the
net free area of the air intake or exhaust opening shall be equal to or greater than the required cross-sectional area of the duct served or such openings shall comply with Table 9.32.3.13.",obc2019divb,Div B,9.32.3.12.(14),9.32.3.12. Outdoor Intake and Exhaust Openings ,The net free area of an air intake or exhaust outlet shall be equal to or greater than the cross-sectional area of the duct served.,,Common Sentence,Yes,Outdoor Intake and Exhaust Openings,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.2.(3),Design and Installation ,"Except where mounted on concrete foundations, fans and heat recovery ventilators shall be isolated from structural components by resilient mountings to minimize the transmission of noise and vibration to occupied spaces.",obc2019divb,Div B,9.32.3.13.(1),9.32.3.13. Installation ,Installation of fans and heat recovery ventilators shall be in accordance with manufacturerâ€™s instructions for minimizing noise and vibration transmission and achieving the required sound rating.,,Common Sentence,Yes,Installation - Fans and Heat Recovery Ventilators,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.2.(4),Design and Installation ,"Where flow-regulating dampers are required, they shall be adjustable and accessible without requiring the removal of fans, motors or insulating materials, or the use of specialized tools, and a device on the outside of the duct or device in which they are installed shall indicate the position of the damper.",obc2019divb,Div B,9.32.3.13.(2),9.32.3.13. Installation ,"Where flow-regulating dampers are required, they shall be adjustable and accessible without requiring the removal of fans, motors, or insulating materials and without the need for specialized tools.",,Common Sentence,Yes,Flow Regulating Dampers,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.3.(10),Principal Ventilation System,"Exhaust air intakes for principal ventilation fans located in kitchens, bathrooms and water-closet rooms shall be located in the ceiling or on the wall not less than 2 m above the floor. (See Note A-9.32.3.3.(10).)",obc2019divb,Div B,9.32.3.4.(8),9.32.3.4. Principal Exhaust ,"Where an exhaust air intake for the principal exhaust fan is located in the kitchen, it shall be located in the ceiling or on the wall within 300 mm of the ceiling.",,Common Sentence,Yes,Principal Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.3.(2),Principal Ventilation System,"The principal ventilation fan shall be capable of operating at an exhaust capacity complying with Table 9.32.3.3., referred to hereinafter as the �normal operating exhaust capacity.� (See Note A-9.32.3.3.(2).)",obc2019divb,Div B,9.32.3.4.(1),9.32.3.4. Principal Exhaust ,A principal exhaust fan shall be installed and shall be rated to provide not less than the capacity given in TableÂ 9.32.3.4.A.,,Common Sentence,Yes,Principal Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.3.(3),Principal Ventilation System,"The requirement for a principal ventilation fan may be satisfied by a single fan, by the exhaust side of a heat recovery ventilator, or by a group of fans, provided all fans in the group are controlled simultaneously by a controller complying with Sentences (5), (6) and (7). (See Note A-9.32.3.3.(3).)",obc2019divb,Div B,9.32.3.4.(5),9.32.3.4. Principal Exhaust ,The principal exhaust required in this Article may be provided by means of a heat recovery ventilator installed in accordance with Article 9.32.3.11. ,,Common Sentence,Yes,Principal Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.3.(5),Principal Ventilation System ,"The principal ventilation fan shall be controlled by a manual switch located within the living area of the dwelling unit and clearly marked ""VENTILATION FAN."" (See Note A-9.32.3.3.(5).)",obc2019divb,Div B,9.32.3.4.(4),9.32.3.4. Principal Exhaust ,The switches required in Sentences (2) and (3) shall be centrally located in the dwelling unit and shall be identified with the words VENTILATION FAN.,,Common Sentence,Yes,Principal Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.3.(5),Principal Ventilation System,"The principal ventilation fan shall be controlled by a manual switch located
within the living area of the dwelling unit and clearly marked �VENTILATION FAN.� (See Note A-9.32.3.3.(5).)",obc2019divb,Div B,9.32.3.4.(2),9.32.3.4. Principal Exhaust ,"Except as permitted in Sentence (3), the principal exhaust fan shall be controlled by a manual switch.",,Common Sentence,Yes,Principal Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.3.(9),Principal Ventilation System ,"Where an exhaust air intake for the principal ventilation fan is connected directly to the return side of the duct system of a forced air heating system or other forced air distribution system, it shall be connected, where applicable, not less than 1 m upstream from the connection of the outdoor air supply duct required by Sentence 9.32.3.4.(5).",obc2019divb,Div B,9.32.3.4.(7),9.32.3.4. Principal Exhaust ,"Where an exhaust air intake for the principal exhaust fan is connected directly to the duct system of a forced air heating system or other central air circulating system, it shall,(a) be connected to the return air side of the system, and (b) be connected not less than 1 000 mm upstream from any outdoor air supply duct. ",,Common Sentence,Yes,Principal Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.5.(1),"Ventilation Systems Not Used in Conjunction with Forced Air Heating
Systems","Where outdoor air is to be introduced to the dwelling unit through means other
than a forced air heating system, the provision of outdoor air shall comply with this Article.",obc2019divb,Div B,9.32.3.7.(1),9.32.3.7. Ventilation Systems Not Coupled With Forced Air Heating ,"This Article applies to a mechanical ventilation system in a dwelling unit that,(a) does not contain a forced air heating system, or (b) contains a forced air heating system which is not used for circulation of the ventilation air. ",,Common Sentence,Yes,Ventilation Systems Not Coupled With Forced Air Heating,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.5.(10),Ventilation Systems Not Used in Conjunction with Forced Air ,"Except as provided in Sentence 9.32.3.5.(11), outdoor air shall be distributed by a system of trunk and branch supply ducts, from the outdoor air supply fan required by Sentence 9.32.3.5.(2) to each bedroom, any storey, including basements and heated crawl spaces, without a bedroom, and if there is no storey without a bedroom, to the principal living area.",obc2019divb,Div B,9.32.3.7.(4),9.32.3.7. Ventilation Systems Not Coupled With Forced Air Heating ,"Outdoor air shall be distributed by a ductwork system from the heat recovery ventilator required in Sentence (3) to each bedroom, to any storey without a bedroom and, if there is no storey without a bedroom, to the principal living area.",,Common Sentence,Yes,Ventilation Systems Not Coupled With Forced Air Heating,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.5.(14),Ventilation Systems Not Used in Conjunction with Forced Air ,"Provision shall be made for the free flow of air to or from all rooms by leaving gaps beneath doors, using louvred doors or installing grilles in doors.",obc2019divb,Div B,9.32.3.7.(10),9.32.3.7. Ventilation Systems Not Coupled With Forced Air Heating ,"Provision shall be made for the free flow of air to all rooms by leaving gaps beneath doors, using louvred doors or installing grilles in doors.",,Common Sentence,Yes,Ventilation Systems Not Used in Conjunction with Forced Air,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.7.(2),Supplemental Exhaust ,A supplemental exhaust fan is not required in a kitchen where the only exhaust air intake for the principal ventilation fan is located in that kitchen.,obc2019divb,Div B,9.32.3.5.(2),9.32.3.5. Supplemental Exhaust ,"An exhaust air intake shall be installed in each kitchen, bathroom and water closet room.",,Common Sentence,Yes,Supplemental Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.7.(5),Supplemental Exhaust ,"Where the intake for a supplemental exhaust fan other than a cooking appliance exhaust fan serving a cooktop is installed in a kitchen, it shall be installed in the ceiling or on the wall at not less than 2 m above the floor.",obc2019divb,Div B,9.32.3.5.(3),9.32.3.5. Supplemental Exhaust ,"Where the intake for a supplemental exhaust fan, other than a cooking appliance exhaust fan serving a cooktop, is installed in a kitchen, it shall be installed in the ceiling or on the wall within 300 mm of the ceiling. ",,Common Sentence,Yes,Supplemental Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.7.(7),Supplemental Exhaust ,"Where a kitchen or bathroom is exempted from the requirement to install a supplemental exhaust fan by virtue of Sentences 9.32.3.7.(2) or 9.32.3.7.(3), the principal ventilation fan shall be controlled by a manual switch located in the kitchen or bathroom and wired in parallel with the manual switch required by Sentence 9.32.3.3.(5).",obc2019divb,Div B,9.32.3.5.(6),Supplemental Exhaust,"Where the supplemental exhaust is provided by an exhaust fan serving multiple exhaust air intakes required in rooms described in Sentence (2), the exhaust fan shall be controlled by a manual switch located in each room served by that exhaust fan and wired in parallel.",,Common Sentence,Yes,Supplemental Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.7.(7),Supplemental Exhaust ,"Where a kitchen or bathroom is exempted from the requirement to install a supplemental exhaust fan by virtue of Sentences 9.32.3.7.(2) or 9.32.3.7.(3), the principal ventilation fan shall be controlled by a manual switch located in the kitchen or bathroom and wired in parallel with the manual switch required by Sentence 9.32.3.3.(5).",obc2019divb,Div B,9.32.3.5.(7),Supplemental Exhaust,"Where the supplemental exhaust is provided by a principal exhaust fan serving multiple exhaust air intakes required in rooms described in Sentence (2), the principal exhaust fan shall be controlled by a manual switch located in each room served by that exhaust fan and wired in parallel with the manual switch required in Sentence 9.32.3.4.(4). ",,Common Sentence,Yes,Supplemental Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.7.(8),Supplemental Exhaust ,"Where a supplemental exhaust fan required by this Article is controlled by a dehumidistat or other automatic control in addition to the manual switch required by Sentence 9.32.3.5.(6), the manual switch shall be capable of activating the fan regardless of the setting of the automatic control.",obc2019divb,Div B,9.32.3.5.(8),9.32.3.5. Supplemental Exhaust ,"Where a supplemental fan required by this Article is controlled by a dehumidistat or other automatic control device in addition to the manual switch required by Sentences (5) to (7), the manual switch shall be capable of activating the fan regardless of the setting of the automatic control.",,Common Sentence,Yes,Supplemental Exhaust,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.9.(1),Carbon Monoxide Alarms ,"This Article applies to every building that contains a residential occupancy and that also contains a fuel-burning appliance, or a storage garage.",obc2019divb,Div B,9.33.4.1.(1),9.33.4.1. Application ,"This Subsection applies to every building that,(a) contains a residential occupancy, and (b) contains a fuel-burning appliance or a storage garage. ",,Common Sentence,Yes,Carbon Monoxide Alarms,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.9.(2),Carbon Monoxide Alarms ,"Carbon monoxide (CO) alarms required by this Article shall a) conform to CAN/CSA-6.19, �Residential Carbon Monoxide Alarming Devices,� b) be equipped with an integral alarm that satisfies the audibility requirements
of CAN/CSA-6.19, �Residential Carbon Monoxide Alarming Devices,� c) have no disconnect switch between the overcurrent device and the CO alarm, where the CO alarm is powered by the dwelling unit�s electrical system, and
d) be mechanically fixed at a height recommended by the manufacturer.",obc2019divb,Div B,9.33.4.2.(5),9.33.4.2. Location of Carbon Monoxide Alarms ,"A carbon monoxide alarm shall be mechanically fixed,(a) at the manufacturerâ€™s recommended height, or (b) in the absence of specific instructions, on or near the ceiling. ",,Common Sentence,Yes,Location of Carbon Monoxide Alarms,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.9.(4),Carbon Monoxide Alarms ,"Where a fuel-burning appliance is installed in a suite of residential occupancy, a CO alarm shall be installed inside each bedroom, or outside each bedroom, within 5 m of each bedroom door, measured following corridors and doorways.",obc2019divb,Div B,9.33.4.2.(1),9.33.4.2. Location of Carbon Monoxide Alarms ,"Where a fuel-burning appliance is installed in a suite of residential occupancy, a carbon monoxide alarm shall be installed adjacent to each sleeping area in the suite.",,Common Sentence,Yes,Location of Carbon Monoxide Alarms,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.9.(5),Carbon Monoxide Alarms ,"Where a fuel-burning appliance is installed in a service room that is not in a suite of residential occupancy, a CO alarm shall be installed either inside each bedroom, or if outside, within 5 m of each bedroom door, measured following corridors and doorways, in every suite of residential occupancy that shares a wall or floor/ceiling assembly with the service room, and in the service room.",obc2019divb,Div B,9.33.4.2.(2),9.33.4.2. Location of Carbon Monoxide Alarms ,"Where a fuel-burning appliance is installed in a service room that is not in a suite of residential occupancy, a carbon monoxide alarm shall be installed,(a) adjacent to each sleeping area in every suite of residential occupancy that is adjacent to the service room, and (b) in the service room. ",,Common Sentence,Yes,Location of Carbon Monoxide Alarms,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.9.(6),Separation of Storage Garages ,"For each suite of residential occupancy that shares a wall or floor/ceiling assembly with a storage garage or that is adjacent to an attic or crawl space to which the storage
garage is also adjacent, a CO alarm shall be installed a) inside each bedroom, or b) outside each bedroom, within 5 m of each bedroom door, measured following corridors and doorways.",obc2019divb,Div B,9.33.4.2.(4),9.33.4.2. Location of Carbon Monoxide Alarms ,"Where a storage garage serves only the dwelling unit to which it is attached or built in, a carbon monoxide alarm shall be installed adjacent to each sleeping area in the dwelling unit. ",,Common Sentence,Yes,Location of Carbon Monoxide Alarms,,,,,,,,,,
2015,ON,NBC,Div B,9.33.1.1.(2),Application,"The design and installation of heating systems, including requirements for
combustion air, and air-conditioning systems other than those described in Sentence (1) shall conform to Part 6. (See Note A-9.33.1.1.(2) and Subsection 9.10.10.)",obc2019divb,Div B,9.33.1.1.(1),9.33.1.1. Design and Installation Requirements (See Appendix ,"The design and installation of central heating systems, including requirements for combustion air, shall conform to Part 6 and this Section.",,Common Sentence,Yes,Design and Installation Requirements,,,,,,,,,,
2015,ON,NBC,Div B,9.33.3.1.(1),Indoor Design Temperatures ,"At the outside winter design temperature, required heating facilities shall be capable of maintaining an indoor air temperature of not less than 22°C in all living spaces, 18°C in unfinished basements, 18°C in common service rooms, ancillary spaces and exits in houses with a secondary suite, and 15°C in heated crawl spaces.",obc2019divb,Div B,9.33.3.1.(1),9.33.3.1. Indoor Design Temperatures ,"At the outside design temperature, required heating facilities shall be capable of maintaining an indoor air temperature of not less than,(a) 22Â°C in all living spaces, (b) 22Â°C in unfinished basements, and (c) 15Â°C in heated crawl spaces. ",,Common Sentence,Yes,Indoor Design Temperatures,,,,,,,,,,
2015,ON,NBC,Div B,9.33.5.1.(1),Capacity of Heating Appliances,"The required capacity of heating appliances located in a dwelling unit and serving only that dwelling unit, shall be determined in accordance with CSA F280, �Determining the Required Capacity of Residential Space Heating and Cooling Appliances,� except that the design temperatures shall conform to Subsection 9.33.3.",obc2019divb,Div B,9.33.2.2.(3),9.33.2.2. Equipment Sizing ,"The heating and cooling equipment capacities shall be determined in accordance with the requirements of CSA F280, ""Determining the Required Capacity of Residential Space Heating and Cooling Appliances"". ",,Common Sentence,Yes,Equipment Sizing,,,,,,,,,,
2015,ON,NBC,Div B,9.34.1.5.(1),Wiring and Cables ,"Except as required in Sentence 9.34.1.5.(2), optical fibre cables and electrical wires and cables installed in buildings permitted to be of combustible construction shall not convey flame or continue to burn for more than 1 min when tested in conformance with the Vertical Flame Test (FT1 rating) in CSA C22.2 No. 0.3-09 Test Methods for Electrical Wires and Cables or be located in totally enclosed noncombustible raceways (see Note A-3.1.4.3.(1)(b)(i)), masonry walls, concrete slabs, or totally enclosed non-metallic raceways conforming to Sentence 3.1.5.23.(1).",obc2019divb,Div B,9.34.1.5.(1),9.34.1.5. Wiring and Cables ,"Except for dwelling units and except as required in Sentence (2), optical fibre cables and electrical wires and cables installed in buildings permitted to be of combustible construction shall,(a) not convey flame or continue to burn for more than 1 min when tested in conformance with the Vertical Flame Test in Clause 4.11.1. of CSA C22.2 No. 0.3, ""Test Methods for Electrical Wires and Cables"", (FT1 Rating), or (b) be located in, (i) totally enclosed noncombustible raceways, (ii) masonry walls, (iii) concrete slabs, or (iv) totally enclosed non metallic raceways conforming to Clause 3.1.5.20.(1)(b). ",,Common Sentence,Yes,Wiring and Cables,,,,,,,,,,
2015,ON,NBC,Div B,9.34.2.2.(1),Outlets in Dwelling Units ,"Except as provided in Sentence 9.34.2.2.(2), a lighting outlet with fixture controlled by a wall switch shall be provided in kitchens, bedrooms, living rooms, utility rooms, laundry rooms, dining rooms, bathrooms, water-closet rooms, vestibules and hallways in dwelling units.",obc2019divb,Div B,9.34.2.2.(1),9.34.2.2. Lighting Outlets in Houses and Dwelling Units ,"Except as provided in Sentence (2), a lighting outlet with fixture controlled by a wall switch shall be provided in kitchens, bedrooms, living rooms, utility rooms, laundry rooms, dining rooms, bathrooms, water closet rooms, vestibules and hallways in a house or an individual dwelling unit.",,Common Sentence,Yes,Lighting Outlets in Houses and Dwelling Units,,,,,,,,,,
2015,ON,NBC,Div B,9.34.2.3.(2),Stairways ,"Except as provided in Sentence 9.34.2.3.(3), 3-way wall switches located at the head and foot of every stairway shall be provided to control at least one lighting outlet with fixture for stairways with 4 or more risers in dwelling units and houses with a secondary suite including their common spaces.",obc2019divb,Div B,9.34.2.3.(2),9.34.2.3. Stairways ,"Except as provided in Sentence (3), 3-way wall switches located at the head and foot of every stairway shall be provided to control at least one lighting outlet with fixture for stairways with four or more risers in a house or an individual dwelling unit.",,Common Sentence,Yes,Stairways,,,,,,,,,,
2015,ON,NBC,Div B,9.34.2.7.(1),Public and Service Areas ,Every public or service area in buildings shall be provided with lighting outlets with fixtures controlled by a wall switch or panel to illuminate every portion of such areas.,obc2019divb,Div B,9.34.2.7.(1),9.34.2.7. Public and Service Areas ,"Every public or service area in buildings, including a recreational camp and a camp for housing of workers, shall have lighting outlets with fixtures controlled by a wall switch or panel to illuminate such areas.",,Common Sentence,Yes,Public and Service Areas,,,,,,,,,,
2015,ON,NBC,Div B,9.34.2.7.(2),Public and Service Areas ,"When provided by incandescent lighting, illumination required in Sentence 9.34.2.7.(1) shall conform to Table 9.34.2.7. (See Article 9.9.12.2. for lighting in means of egress.)",obc2019divb,Div B,9.34.2.7.(2),9.34.2.7. Public and Service Areas ,"When provided by incandescent lighting, illumination required in Sentence (1) shall conform to Table 9.34.2.7.",,Common Sentence,Yes,Public and Service Areas,,,,,,,,,,
2015,ON,NBC,Div B,9.34.2.7.(3),Public and Service Areas,"When other types of lighting are used, illumination equivalent to that shown in
Table 9.34.2.7. shall be provided.",obc2019divb,Div B,9.34.2.7.(3),Public and Service Areas," When other types of lighting are used, illumination equivalent to that shown in Table 9.34.2.7. shall be provided.",,Common Sentence,Yes,Public and Service Areas,,,,,,,,,,
2015,ON,NBC,Div B,9.35.1.1.(1),Application ,This Section applies to garages and carports serving not more than one dwelling unit.,obc2019divb,Div B,9.35.1.1.(1),9.35.1.1. Application ,This Section applies to garages and carports serving a house or an individual dwelling unit.,,Common Sentence,Yes,Garages and Carports serving house or individual dwelling unit,,,,,,,,,,
2015,ON,NBC,Div B,9.35.2.2.(1),Garage Floor,"Where an attached or built-in garage is provided and where adjacent spaces in
the building are less than 50mm above the garage floor, a) the garage floor shall be sloped to the outdoors, or b) where the garage can accommodate not more than 3 vehicles, an airtight curb or partition not less than 50 mm high shall be installed at the edges of the garage floor adjacent to interior space. (See Note A-9.35.2.2.(1).)",obc2019divb,Div B,9.35.2.2.(1),9.35.2.2. Garage Floor ,"Where an attached or built-in garage is provided, the garage floor shall be sloped to drain liquids to the outdoors.",,Common Sentence,Yes,Garage Floor,,,,,,,,,,
2015,ON,NBC,Div B,9.35.3.1.(2),Foundation Required ,"Detached garages of less than 55 m2 floor area and not more than 1 storey in height that are not of masonry or masonry veneer construction are permitted to be supported on wood mud sills, or a 100 mm thick concrete floor slab.",obc2019divb,Div B,9.35.3.1.(2),9.35.3.1. Foundation Required ,"Detached garages of less than 55 m2 floor area and not more than 1 storey in height that are not of masonry or masonry veneer construction are permitted to be supported on,(a) wood mud sills, or (b) a concrete floor slab having a minimum thickness of not less than 100 mm. ",,Common Sentence,Yes,Foundation Required,,,,,,,,,,
2015,ON,NBC,Div B,9.35.3.2.(1),Protection from Damage due to Soil Movement ,"In clay-type soils subject to significant movement with a change in soil moisture content, the foundation depth of carports or garages connected to a dwelling unit directly or by a breezeway shall be approximately the same depth as the main building foundation.",obc2019divb,Div B,9.35.3.2.(1),9.35.3.2. Protection from Damage Due to Soil Movement ,"In clay-type soils subject to significant movement with a change in soil moisture content, the foundation depth of carports or garages connected to a house or an individual dwelling unit directly or by a breezeway shall be approximately the same depth as the foundation of the main building.",,Common Sentence,Yes,Protection from Damage Due to Soil Movement,,,,,,,,,,
2015,ON,NBC,Div B,9.36.5.11.(15),Modeling HVAC System of Proposed House ,"Where a forced-air system is installed in the proposed house, the energy model calculations shall determine the flow rate, in L/s, of the circulation fan in the reference house by multiplying the capacity, in W, of the heating system in the proposed house by 0.0604 for heat pumps, and 0.0251 for all other types of heating systems.",obc2019divb,Div B,9.32.3.3.(3),9.32.3.3. Total Ventilation Capacity ,"Where a basement incorporates rooms of the types designated in this Table, the assigned ventilation capacities for each room shall be as specified for those types of rooms. Basement areas used for other purposes that exceed â…"" of the total basement floor area shall be assigned a fan capacity of 10 L/s. Those that are less than â…"" of the total floor area shall be assigned 5 L/s.",,Common Sentence,Yes,Total Ventilation Capacity,,,,,,,,,,
2015,ON,NBC,Div B,9.36.5.15.(10),Modeling HVAC System of Reference House ,"Where outdoor air is to be introduced to the dwelling unit through a forced air
heating system, the provision of outdoor air shall comply with this Article.",obc2019divb,Div B,9.32.3.6.(1),9.32.3.6. Ventilation Systems Coupled With Forced Air Heating ,This Article applies to a mechanical ventilation system serving a house or an individual dwelling unit that contains a forced air heating system which is used for delivery of ventilation air.,,Common Sentence,Yes,Ventilation Systems Coupled With Forced Air Heating,,,,,,,,,,
2015,ON,NBC,Div B,9.36.5.15.(15),Modeling HVAC System of Reference House ,"Where a forced-air system is installed in the reference house, the circulation fan flow rate, in L/s, shall be multiplied by 2.30 W/L/s to determine the circulation fan power capacity, in W.",obc2019divb,Div B,9.32.3.3.(4),9.32.3.3. Total Ventilation Capacity ,"Other habitable rooms shall be assigned a ventilation capacity of 5 L/s. This does not include spaces intended solely for access, egress, storage or service equipment. ",,Common Sentence,Yes,Total Ventilation Capacity,,,,,,,,,,
2015,ON,NBC,Div B,9.4.1.1.(3),General ,"Location-specific information for structural design, including snow and wind loads and seismic spectral response accelerations, shall be determined according to part 1. ",obc2019divb,Div B,9.4.1.1.(3),9.4.1.1. General (See Appendix A.) ,"Location-specific information for structural design, including snow and wind loads and seismic spectral response accelerations, shall be determined according to MMAH Supplementary Standard SB-1, ""Climatic and Seismic Data"". (See Appendix A.) ",,Common Sentence,Yes,Location Specific Information,,,,,,,,,,
2015,ON,NBC,Div B,9.4.2.1.(1),Application ,"This Subsection applies to light-frame constructions whose wall, floor and roof planes are generally comprised of frames of small repetitive structural members, and where the roof and wall planes are clad, sheathed or braced on at least one side, the small repetitive structural members are spaced not more than 600 mm o.c., the clear span of any structural member does not exceed 12.2 m, the maximum deflection of the structural roof members conforms to Article 9.4.3.1., the maximum total roof area, notwithstanding any separation of adjoining buildings by firewalls, is 4?550 m2 , and for flat roofs, there are no significant obstructions on the roof, such as parapet walls, spaced closer than the distance calculated by Do=10Ho-0.8 Ss/gwhereDo = minimum distance between obstructions, m, Ho = height of the obstruction above the roof, m, Ss = ground snow load, kPa, and ?= specific weight of snow, kN/m3. ",obc2019divb,Div B,9.4.2.1.(1),9.4.2.1. Application ,"This Subsection applies to light-frame construction whose wall, floor and roof planes are generally comprised of frames of small repetitive structural members, and where,(a) the roof and wall planes are clad, sheathed or braced on at least one side, (b) the small repetitive structural members are spaced not more than 610 mm o.c., (c) the clear span of any structural member does not exceed 12.20 m, (d) the maximum deflection of the structural roof members conforms to Article 9.4.3.1., (e) the maximum total roof area, notwithstanding any separation of adjoining buildings by firewalls, is 4 550 m2, and (f) for flat roofs, there are no significant obstructions on the roof, such as parapet walls, spaced closer than the distance calculated by, Do = 10(Ho â€"" 0.8 Ss / Î³) where, Do = minimum distance between obstructions, m, Ho = height of the obstruction above the roof, m, Ss = ground snow load, kPa, and Î³ = unit weight of snow, kN/m3. (See Appendix A.) ",,Common Sentence,Yes,Light-Frame Construction,,,,,,,,,,
2015,ON,NBC,Div B,9.4.2.2.(1),Specified Snow Loads ,"Except as provided in Sentences 9.4.2.2.(2) and 9.4.2.2.(3), specified snow loads shall be not less than those calculated using the following formula: S=CbSs+SrwhereS= specified snow load, Cb = basic snow load roof factor, which is 0.45 where the entire width of the roof does not exceed 4.3 m and 0.55 for all other roofs, Ss = 1-in-50-year ground snow load in kPa, determined according to part 1., and Sr = associated 1-in-50-year rain load in kPa, determined according to part 1. ",obc2019divb,Div B,9.4.2.2.(1),9.4.2.2. Specified Snow Loads ,"Except as provided in Sentences (2) and (3), specified snow loads shall be not less than those calculated using the following formula:S = Cb âˆ™ Ss + Sr where, S = specified snow load, Cb = basic snow load roof factor, which is 0.45 where the entire width of a roof does not exceed 4.3 m and 0.55 for all other roofs, Ss = 1-in-50 year ground snow load in kPa, determined according to MMAH Supplementary Standard SB-1, ""Climatic and Seismic Data"", and Sr = associated 1-in-50 year rain load in kPa, determined according to MMAH Supplementary Standard SB-1, ""Climatic and Seismic Data"". ",,Common Sentence,Yes,Specified Snow Loads,,,,,,,,,,
2015,ON,NBC,Div B,9.4.2.3.(1),Platforms Subject to Snow and Occupancy Loads ,"Balconies, decks and other accessible exterior platforms intended for an occupancy and subject to snow loads shall be designed to carry the specified roof snow load or 1.9 kPa, whichever is greater, where the platform, or each segregated area of the platform, serves a single dwelling unit. (See Note A-9.4.2.3.(1).)",obc2019divb,Div B,9.4.2.3.(1),9.4.2.3. Platforms Subject to Snow and Occupancy Loads ,"Balconies, decks and other accessible exterior platforms intended for an occupancy and subject to snow loads shall be designed to carry the specified roof snow load or 1.9 kPa, whichever is greater, where the platform, or each segregated area of the platform, serves a house or an individual dwelling unit. (See Appendix A.)",,Common Sentence,Yes,Platforms Subject to Snow and Occupancy Loads,,,,,,,,,,
2015,ON,NBC,Div B,9.4.3.1.(1),Deflections,The maximum deflection of structural members shall conform to Table 9.4.3.1.,obc2019divb,Div B,9.4.3.1.(1),Deflections,The maximum deflection of structural members shall conform to Table 9.4.3.1,,Common Sentence,Yes,Deflections,,,,,,,,,,
