Code Year,Province/Territory,Code Book,National Division,NationalSentenceNumber,National Article Title,National Sentence Text,P/T Document,P/T Division,P/TSentenceNumber,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(11),3.11.3.1. Construction Requirements ,"Notwithstanding Sentences (12) to (16), where a public pool is constructed on any level surface with walls rising above that surface and has a constant water depth not exceeding 1 100 mm and a water surface area not exceeding 100 m2, the pool deck may be an elevated platform surrounding the pool if it has, an unobstructed width of not less than 900 mm, a height of at least 75 mm above grade or pavement elevation, 6 mm wide openings for drainage, and a non-slip surface that is capable of being kept clean and disinfected.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(12),3.11.3.1. Construction Requirements ,"Except for a modified pool and wave action pool, where a pool deck projects over the water surface, the projection shall not exceed 50 mm.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(13),3.11.3.1. Construction Requirements ,"Except for a modified pool and wave action pool, the pool deck shall be separated from any adjacent spectator area or gallery and from any spectator access to such area or gallery by a gate or other barrier.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(14),3.11.3.1. Construction Requirements ,"Except for a modified pool and wave action pool, the perimeter of the pool deck shall be clearly delineated by a tactile attention indicator conforming to Article 3.8.3.18. and located where any area contiguous to the pool deck may be confused with the deck.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(15),3.11.3.1. Construction Requirements ,Perimeter drainage shall be provided where necessary to prevent surface run-off from draining onto the pool deck.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(16),3.11.3.1. Construction Requirements ,"Except for a modified pool, one or more hose bibbs shall be installed near the perimeter of the pool deck in locations convenient for flushing the pool deck.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(17),3.11.3.1. Construction Requirements ,"Except for a modified pool and wave action pool, where access to the pool enclosure is over any surface that is not subject to regular cleaning and sanitizing, a foot spray to wash feet by means of a spray running freely to waste shall be provided at each such access. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(18),3.11.3.1. Construction Requirements ,"Except for a modified pool and wave action pool, at least, one ladder or set of steps shall be provided in both the deep and shallow areas of a public pool for entry into and egress from the pool water, and one barrier-free access shall be provided for entry into and egress from the water of a public pool as required by Article 3.11.3.3. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(19),3.11.3.1. Construction Requirements ,"The pool deck, the submerged parts of a public pool, the walls or partitions adjacent to a pool deck and the pavement or floor adjacent to a pool deck shall have surfaces that permit thorough cleaning. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(20),3.11.3.1. Construction Requirements ,"Except for markings for safety or competition purposes, submerged surfaces in public pools shall be finished white or light in colour.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(21),3.11.3.1. Construction Requirements ,"Except in a modified pool, a black disc 150 mm in diameter on a white background shall be affixed to the bottom of a public pool within the area of its greatest depth.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(22),3.11.3.1. Construction Requirements ,A public pool shall be equipped with lockable doors or other barriers capable of preventing public access to the pool deck. ,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(23),3.11.3.1. Construction Requirements ,"Except for a modified pool, wave action pool or a pool installed at a recreational camp, a Class A pool shall be provided with, where the water surface area is greater than 150 m2 but not greater than 230 m2, at least one lifeguard control station, and where the water surface area is greater than 230 m2, at least two lifeguard control stations. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(24),3.11.3.1. Construction Requirements ,"Except for a modified pool, every public pool shall display on the deck clearly marked figures, not less than 100 mm high, that set out, the water depths indicating the deep points, the breaks between gentle and steep bottom slopes and the shallow points, the words SHALLOW AREA at one or more appropriate locations, and where the water depth exceeds 2 500 mm, the words DEEP AREA at one or more appropriate locations.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(25),3.11.3.1. Construction Requirements ,"Except for a modified pool and a pool to which Sentence 3.11.5.2.(2) applies, every public pool having a maximum water depth of 2 500 mm or less shall display a warning notice posted in a location clearly visible to divers on which are printed in letters at least 150 mm high the words CAUTION — AVOID DEEP DIVES or SHALLOW WATER — NO DIVING.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.1.(26),3.11.3.1. Construction Requirements ,"Except where no space is provided between ladder treads and the pool wall, the space between the pool wall and submerged portions of any treads of a ladder for entry into and egress from the water shall be not more than 150 mm and not less than 75 mm.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.2.(1),3.11.3.2. Barrier-Free Path of Travel for Outdoor Pool Deck ,"Where an outdoor pool is provided, a barrier-free path of travel shall be provided to and throughout the normally occupied portions of the pool deck.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.3.(1),3.11.3.3. Access into Public Pools ,"Access for entry into and egress from the water of a public pool provided in a storey that is required by Article 3.8.2.1. to have a barrier-free path of travel shall be barrier-free and shall be provided by, a ramp conforming to, Article 3.11.5.1., and Article 3.11.5.2., in the case of a pool described in Sentence 3.11.5.2.(1), or a pool lift conforming to the manufacturer’s specifications and installation instructions and conforming to Sentences (2) to (6). ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.3.(2),3.11.3.3. Access into Public Pools ,"Except where the entire pool depth is greater than 1 220 mm, where a pool lift is installed, at least one lift shall be located where the water level does not exceed 1 220 mm.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.3.(3),3.11.3.3. Access into Public Pools ,The centre line of the seat for the pool lift shall be located over the deck and a minimum of 400 mm from the edge of the pool when in the raised position.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.3.(4),3.11.3.3. Access into Public Pools ,"A clear deck space located parallel with the seat for the pool lift and on the side of the seat opposite the water shall, be at least 915 mm wide, and extend forward not less than 1 220 mm from a line located 305 mm behind the rear edge of the seat.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.3.(5),3.11.3.3. Access into Public Pools ,"The pool lift shall be, designed to be operable without assistance from both the deck and water, and designed so that, when in use, its controls and operating mechanisms are unobstructed.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.3.3.(6),3.11.3.3. Access into Public Pools ,"The pool lift shall, have a weight capacity of at least 135 kg, and be capable of sustaining a static load of at least 1.5 times the rated load. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(1),3.11.4.1. Diving Boards or Platforms ,No diving board or diving platform shall be installed in a public pool unless the requirements of Sentences (5) to (17) are met but the requirements for a diving platform do not apply to a starting platform.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(2),3.11.4.1. Diving Boards or Platforms ,No diving board or diving platform shall be installed in a modified pool or a wave action pool.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(3),3.11.4.1. Diving Boards or Platforms ,"Where a public pool is equipped with a diving board or a diving platform, the board or platform shall have a non-slip surface. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(4),3.11.4.1. Diving Boards or Platforms ,"Where a diving board or a diving platform in a public pool is more than 600 mm above the water surface, the board or platform shall be equipped with one or more adjacent handrails.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(5),3.11.4.1. Diving Boards or Platforms ,"Where a public pool is equipped with a diving board or a diving platform not more than 3 m in height above the water surface, the pool shall be designed and constructed in conformance with Sentences (6) to (15).",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(6),3.11.4.1. Diving Boards or Platforms ,"The depth of water in the area directly below a horizontal semi-circle in front of a diving board or diving platform having a radius of 3 m measured from any point on the front end of the board or platform shall not be less than, 2 750 mm, where a board is 600 mm or less in height above the water surface, 3 m, where a board or platform is greater than 600 mm but not more than 1 000 mm in height above the water surface, and 3.65 m, where a board or platform is greater than 1 000 mm but not more than 3 m in height above the water surface.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(7),3.11.4.1. Diving Boards or Platforms ,"Except as permitted in Sentence (8), the water depth in a public pool shall be at least 1 350 mm at the horizontal arc having a radius of 9 m measured from any point on the front end of the diving board or diving platform and intersecting the vertical projections of the walls of the pool.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(8),3.11.4.1. Diving Boards or Platforms ,"Where a Class B pool is equipped with a diving board 600 mm or less in height above the water, the water depth shall be at least 1 350 mm at the horizontal arc having a radius of 7.5 m measured from any point on the front end of the diving board, and a warning notice, on which is printed in letters at least 150 mm high, the words DANGER — AVOID DEEP OR LONG DIVES, shall be posted in a location clearly visible to divers.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(9),3.11.4.1. Diving Boards or Platforms ,"The slope of the bottom of a public pool having a diving board or diving platform shall not change by more than 17% where the water depth is less than the applicable depth set out in Sentence (6) and greater than the depth set out in Sentence (7) or (8), as applicable.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(10),3.11.4.1. Diving Boards or Platforms ,The horizontal distance between the vertical projection of the centre line of a diving board or diving platform and the vertical projection of the centre line of another board or platform shall be at least 2 750 mm.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(11),3.11.4.1. Diving Boards or Platforms ,"The horizontal distance between the centre line of a diving board or diving platform and the vertical projection of the closest side or any ledge on the closest side of a public pool shall be at least, 3 m, where a diving board or diving platform is 1 000 mm or less in height above the water surface, and 3.6 m, where a diving board or diving platform is greater than 1 000 mm in height above the water surface.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(12),3.11.4.1. Diving Boards or Platforms ,A diving board or a diving platform 600 mm or less in height above the water surface shall project over the water a horizontal distance of at least 900 mm from the vertical projection of a pool wall under it.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(13),3.11.4.1. Diving Boards or Platforms ,A diving board greater than 600 mm in height above the water surface shall project over the water a horizontal distance of at least 1 500 mm from the vertical projection of the pool wall under it. ,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(14),3.11.4.1. Diving Boards or Platforms ,A diving platform greater than 600 mm in height above the water surface shall project a horizontal distance of at least 1 200 mm from the vertical projection of the pool wall under it.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(15),3.11.4.1. Diving Boards or Platforms ,"The space above a diving board or diving platform shall be unobstructed and shall consist of at least, a space having a width of 2 500 mm on each side of the centre line of the board or platform, a length equal to the sum of the horizontal distance the board or platform projects over the water plus 3 m, and a height of, 3.65 m above a diving board 3.65 m or less in length, 5 m above a diving board greater than 3.65 m in length, or 3 m above a diving platform, and the space below the planes originating from the front and sides of the uppermost horizontal plane of the space determined under Clause (a) and sloping downwards at 30° from the horizontal.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(16),3.11.4.1. Diving Boards or Platforms ,"A diving board or diving platform greater in height than 3 m above the water surface shall be equipped with a gate, barrier or other device capable of preventing access to the diving board or diving platform.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.4.1.(17),3.11.4.1. Diving Boards or Platforms ,"Where a public pool is to be equipped with diving boards or diving platforms greater than 3 m in height above the water surface, the design of the diving boards or diving platforms and the corresponding water depths and clearances shall be in accordance with FINA, ""Rules and Regulations - FINA Facilities Rules 2009-2013 - FR5 Diving Facilities"". ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.5.1.(1),3.11.5.1. Ramps into Public Pools ,"Where barrier-free access for entry into and egress from the water of a public pool is provided by a ramp as required by Clause 3.11.3.3.(1)(a), the pool shall be designed and constructed in accordance with Sentences (2) to (4).",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.5.1.(2),3.11.5.1. Ramps into Public Pools ,"A ramp shall have, along each side a handrail that, has a height of not less than 865 mm and not more than 965 mm, and runs parallel to the slope of the ramp, a width of at least 1 100 mm, a curb or other means to prevent a wheelchair from falling off the side of the ramp, surface finishes capable of being kept clean, sanitary and free from slipperiness, and a landing at the bottom at least 1 500 mm in length and the same width as the ramp.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.5.1.(3),3.11.5.1. Ramps into Public Pools ,"Where a ramp that is not submerged is adjacent to the pool wall and is used for access to the water, the pool shall be constructed so that, the landing at the bottom of the ramp is at least 450 mm but not more than 550 mm below the top of the wall separating the ramp from the pool, the landing is equipped with a floor drain at its lowest point, the top of the wall between the pool and the ramp is at least 250 mm and not more than 300 mm in width, the pool deck is capable of accommodating a movable barrier separating the deck from the ramp, the water depth at the landing is accurately and clearly marked at the landing in figures at least 100 mm high on the top of the wall separating the pool from the ramp, and the ramp has a slope not exceeding 1 in 12.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.5.1.(4),3.11.5.1. Ramps into Public Pools ,"Where a submerged ramp is adjacent to the pool wall and is used for access to the water, the pool shall be constructed so that, the water depth at the bottom of the ramp is at least 600 mm and not greater than 900 mm, a hard-surfaced area that is at least 750 mm wide is contiguous to the entire length of the part of the submerged ramp that pierces any part of the deck, (See Appendix A.) the area described in Clause (b) is capable of accommodating a movable barrier separating the area from the deck, the finishes in submerged portions of the ramps and curbs are different in colour or shade from each other and from that of the pool walls and bottom, and the submerged ramp has a slope not exceeding 1 in 9.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.5.2.(1),"3.11.5.2. Public Pools in Group B, Division 2 or 3 Major Occupancies ","Despite Sentences 3.11.3.1.(4) and (8) and Clause 3.11.3.1.(9)(a), where a public pool is constructed in a building containing a Group B, Division 2 or 3 major occupancy and has a water depth not exceeding 1 500 mm and a water surface area not exceeding 100 m2, the pool deck contiguous to not more than 50% of the total perimeter of the pool may be replaced by one or more ramps that will permit a bather seated in a wheelchair to enter the water with or without the wheelchair. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.5.2.(2),"3.11.5.2. Public Pools in Group B, Division 2 or 3 Major Occupancies ","Despite Sentence 3.11.3.1.(25), a warning notice, on which are printed in letters at least 150 mm high the words CAUTION — NO DIVING, shall be posted conspicuously on each wall or fence line enclosing a pool described in Sentence (1).",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.5.2.(3),"3.11.5.2. Public Pools in Group B, Division 2 or 3 Major Occupancies ","There shall be a curb along the perimeter of a pool described in Sentence (1) except at steps, ladders and ramp entrances.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.5.2.(4),"3.11.5.2. Public Pools in Group B, Division 2 or 3 Major Occupancies ","The curb required by Sentence (3) shall have, a height of 50 mm, rounded edges, a coved base, and a raised nosing at the top to serve as a fingerhold for a bather in the water.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(1),3.11.6.1. Construction Requirements ,"A modified pool is exempt from Sentences 3.11.3.1.(4) to (9), (12), (13), (14), (16), (17), (18), (21), (23), (24) and (25), Sentence 3.11.8.1.(12) and Article 3.11.3.3.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(2),3.11.6.1. Construction Requirements ,A modified pool shall be designed and constructed to comply with Sentences (3) to (9).,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(3),3.11.6.1. Construction Requirements ,A modified pool and its pool deck shall be constructed of hard-surfaced material that permits thorough cleaning.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(4),3.11.6.1. Construction Requirements ,The slope of the bottom of any portion of a modified pool shall not exceed 1 in 12.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(5),3.11.6.1. Construction Requirements ,The depth of the water in any portion of a modified pool shall not be more than 1 800 mm.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(6),3.11.6.1. Construction Requirements ,"A modified pool shall be surrounded on all sides by a hard-surfaced pool deck that shall, be at least 3 m wide, have a continuous crest surrounding the pool at least 100 mm above the pool water surface, and be sloped to shed water from the crest to the outer perimeter of the pool deck.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(7),3.11.6.1. Construction Requirements ,A modified pool shall be provided with two or more drain fittings covered with protective grilles with openings having an aggregate area of at least 10 times the internal cross-sectional area of the outlet pipe or pipes connected to the recirculation system that is capable of completely draining the pool.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(8),3.11.6.1. Construction Requirements ,Provision shall be made for lifeguard control stations adjacent to the edge of the water at intervals of not more than 60 m.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.6.1.(9),3.11.6.1. Construction Requirements ,"The bottom of a modified pool shall be marked with continuous black contour lines, 150 mm wide located where the water depth is 600 mm, and 300 mm wide located where the water depth is 1 200 mm.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(1),3.11.7.1. Construction Requirements ,"A wave action pool is exempt from Sentences 3.11.3.1.(4) to (9), (12), (13), (14), (17), (18) and (23), Sentence 3.11.8.1.(12) and Article 3.11.3.3.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(2),3.11.7.1. Construction Requirements ,A wave action pool shall be designed and constructed to comply with Sentences (3) to (11).,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(3),3.11.7.1. Construction Requirements ,"The slope of the bottom of any portion of a wave action pool, shall not exceed 1 in 12 where the still water depth is less than 1 000 mm, and shall not exceed 1 in 9 where the still water depth is 1 000 mm or more.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(4),3.11.7.1. Construction Requirements ,The walls of a wave action pool shall be vertical from the water surface to within 150 mm of the bottom.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(5),3.11.7.1. Construction Requirements ,There shall be a hard-surfaced pool deck at least 3 m wide immediately adjacent to the pool wall at the shallow end of the pool and at least 1 500 mm wide immediately adjacent to all walls of the pool.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(6),3.11.7.1. Construction Requirements ,Provision shall be made for two or more lifeguard control stations on each side of the pool deck adjacent to which the still water depth exceeds 1 000 mm.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(7),3.11.7.1. Construction Requirements ,"Sets of steps or ladders recessed into pool side walls and having continuous vertical grab bars on each side of them shall be located at intervals of not more than 7.5 m along portions of the pool where the still water depth exceeds 1 000 mm, except that no steps or ladders shall be located within 3 m of the corners at the deep end of the pool.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(8),3.11.7.1. Construction Requirements ,"Except at recessed steps or ladders, the pool deck along each side of a wave action pool adjacent to which the water depth is 2 300 mm or less shall be equipped with a barrier supported by posts or a wall that, is 1 000 mm in height, is located 1 000 mm or less from the side of the pool, and has warning notices affixed to the barrier or wall at intervals not exceeding 7.5 m signifying clearly that jumping and diving are prohibited along the sides of the pool.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(9),3.11.7.1. Construction Requirements ,Skimming devices shall be designed and suitably located to remove surface film when no waves are induced in a wave action pool.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(10),3.11.7.1. Construction Requirements ,"A system capable of deactivating the wave-making equipment shall be installed with readily accessible push buttons located on the pool deck not more than 30 m apart, adjacent to each side and the deep end of the pool.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.7.1.(11),3.11.7.1. Construction Requirements ,A wave action pool shall be equipped with a first-aid room located within 50 m of the pool.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(1),3.11.8.1. Recirculation Systems ,Every public pool shall be equipped with a recirculation system.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(2),3.11.8.1. Recirculation Systems ,"For the purposes of this Subsection, the water in a public pool and its recirculation system is deemed not to be potable water. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(3),3.11.8.1. Recirculation Systems ,"The water in a public pool and its recirculation system shall be separated from the potable water supply and from the sewer or drainage system into which it drains by air gaps or other devices that prevent, the water in the pool or its recirculation system from flowing back into the potable water supply, and the water in the sewer or drainage system from flowing back into the pool or its recirculation system.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(4),3.11.8.1. Recirculation Systems ,"The recirculation system of a public pool shall be designed, constructed and equipped to comply with Sentences (5) to (20). ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(5),3.11.8.1. Recirculation Systems ,"The recirculation system of a public pool shall be capable of filtering, disinfecting and passing through the pool each day a volume of water of at least, in the case of a Class A pool, other than a modified pool or a wave action pool, six times the total water volume of the pool, in the case of a Class B pool, other than a wave action pool, four times the total water volume of the pool, in the case of a modified pool, three times the total water volume of the pool, and in the case of a wave action pool, six times the total water volume of the pool.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(6),3.11.8.1. Recirculation Systems ,A recirculation system shall be equipped with a flow meter registering the rate of water flow.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(7),3.11.8.1. Recirculation Systems ,All pools shall be provided with automatic make-up water devices and provided with water meters to register the volume of all make-up water added to a public pool or its recirculation system. ,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(8),3.11.8.1. Recirculation Systems ,"Equipment shall be installed to continuously disinfect the water in a public pool by means of, a chlorination or hypochlorination system provided with a chemical controller for regulating the dosage of chlorine and capable of providing not less than, in the case of an outdoor pool, other than a wave action pool, 300 g of chlorine per day per 10 000 L of total pool capacity, in the case of an indoor pool, other than a wave action pool, 200 g of chlorine per day per 10 000 L of total pool capacity, in the case of an outdoor wave action pool, 1 200 g of chlorine per day per 10 000 L of total pool capacity, and in the case of an indoor wave action pool, 800 g of chlorine per day per 10 000 L of total pool capacity, or a bromination system capable of maintaining in the pool water a total bromine residual of 3 mg/L.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(9),3.11.8.1. Recirculation Systems ,Chlorination equipment for a public pool shall contain a mechanism whereby the chlorine feed shall automatically terminate whenever the recirculation system ceases to supply clean water to the pool.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(10),3.11.8.1. Recirculation Systems ,"All exposed potable water piping and chlorine piping within a public pool water treatment service room shall be colour coded by means of, painting the entire outer surface of the piping, or coloured bands at least 25 mm in width that are spaced along the piping at intervals of not more than 1 200 mm.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(11),3.11.8.1. Recirculation Systems ,The colour coding referred to in Sentence (10) shall be yellow for chlorine and green for potable water.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(12),3.11.8.1. Recirculation Systems ,"Except for a modified pool and wave action pool, a public pool shall be equipped with overflow gutters or surface skimmers connected to the recirculation system that are capable of removing surface film from the surface of the water and withdrawing each day and discharging to the waste drains up to 15% of the total volume of pool water. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(13),3.11.8.1. Recirculation Systems ,A public pool shall be equipped with clean water inlets arranged in conjunction with surface skimmers or overflow gutters to provide uniform distribution and circulation of clean water. ,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(14),3.11.8.1. Recirculation Systems ,"Except as permitted in Sentence (19), all fittings at or below the water surface that allow water and/or air to be passed to or from the public pool shall, have a maximum opening of 7 mm in one direction, and be securely held in place by corrosion resistance fastening that require a tool for removal and are galvanically compatible with the fittings and grilles or covers.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(15),3.11.8.1. Recirculation Systems ,"Except as provided in Sentence 3.11.6.1.(7) for a modified pool, all fittings below the water surface that provide suction or gravity flow in a public pool shall, be provided with a minimum of two suction or gravity outlets interconnected to a full size manifold, and be separated by a clear distance of not less than 1 200 mm. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(16),3.11.8.1. Recirculation Systems ,"Except as provided in Sentence 3.11.6.1.(7) for a modified pool, water in all public pools shall be capable of being emptied through the pool drains in 12 hours or less.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(17),3.11.8.1. Recirculation Systems ,"Except as provided in Sentence 3.11.6.1.(7) for a modified pool, openings in suction or gravity fittings shall, be such that the flow of water does not exceed 0.45 m/s and the velocity is calculated assuming all possible sources of suction flow are present at one time, and be such that every suction fitting located within 1 000 mm of the water surface, except for skimmers and gutter fittings, contain openings with a minimum aggregate area of 0.2 m2.",P/T Only,Yes,,,,,,,
