Division,P/T Section ID,Section Number,P/T Subsection ID,Subsection Number,P/T Article Title,P/T Sentence Number,P/T Sentence Text
B,ep001019.3,7.3,ep001019.3.12,7.3.12,Test Procedures,es005398,"Where Measure K is used to limit smoke movement as provided in Commentary C of the nrcc40383, switches at the central alarm and control facility shall be tested at intervals conforming to ea002869 to ensure that the mechanical air supply to vestibules is initiated as provided in Sentences (11) and (15) of Measure K, and doors to vestibules, if these are normally held open, will close automatically and remain closed as provided in Sentence (1) of Measure K, and closures in vent openings to the outdoors in above grade stairshafts and in vented vestibules shall be tested to ensure that they can be opened manually and will remain open as provided in Sentences (11) and (13) of Measure K."
B,ep001019.3,7.3,ep001019.3.12,7.3.12,Test Procedures,es005399,"Pressurized vestibules shall be tested in different seasons by a pressure sensor or tracer smoke at intervals not greater than 2 years and after any alteration to the building, to ensure that the movement of air is from the vestibules to the floor areas on all storeys."
B,ep001019.3,7.3,ep001019.3.13,7.3.13,Test Procedures,es005400,"Where Measure L is used to limit smoke movement as provided in Commentary C of the nrcc40383, switches at the central alarm and control facility shall be tested at intervals conforming to ea002869 to ensure that doors to vestibules and areas of refuge, if these are normally held open, will close automatically and remain closed as provided in Sentence (8) of Measure L, and closures in vent openings to the outdoors in elevator shafts that are required by Sentence (16) of Measure L will open automatically and remain open, switches at the central alarm and control facility shall be tested to ensure that the air supply to the areas of refuge, vestibules and below grade stairshafts is initiated as provided in Sentences (9), (10), (11) and (14) of Measure L, closures in vent openings to the outdoors in below grade stairshafts shall be tested to ensure that they open automatically and remain open when the air is being injected into the stairshaft, and vent openings to the outdoors in above grade stairshafts and at the street entrance floor of firefighters' elevator shafts shall be tested to ensure that they can be opened manually and will remain open as provided in Sentence (13) of Measure L."
B,ep001019.3,7.3,ep001019.3.13,7.3.13,Test Procedures,es005401,"Vestibules and areas of refuge shall be tested in different seasons by a pressure sensor or tracer smoke at intervals not greater than 2 years and after any alteration to the building, to ensure that the movement of air is from the areas of refuge or vestibules to the floor areas on all storeys."
B,ep001019.3,7.3,ep001019.3.14,7.3.14,Test Procedures,es005402,"Where Measure M is used to limit smoke movement as provided in Commentary C of the nrcc40383, switches at the central alarm and control facility shall be tested to ensure that the mechanical air supply to below grade stairshafts is initiated as provided in Sentence (3) of Measure M, and vent openings to the outdoors in above grade stairshafts shall be tested to ensure that they can be opened manually and will remain open as provided in Sentence (2) of Measure M."
B,ep001019.3,7.3,ep001019.3.15,7.3.15,Test Procedures,es005403,"Where Measure N is used to limit smoke movement from one building to another of connected buildings as provided in Measure N of Commentary C of the nrcc40383, switches to initiate the air supply to the vestibules shall be tested to ensure that the air supply is initiated as provided in Sentence (3) of Measure N, and closures in vent openings to the outdoors in vestibules shall be tested to ensure that they will open as provided in Sentence (3) of Measure N."
B,ep001019.3,7.3,ep001019.3.15,7.3.15,Test Procedures,es005404,"Pressurized vestibules shall be tested in different seasons by a pressure sensor or tracer smoke at intervals not greater than 2 years and after any alteration to the building, to ensure that the movement of air is from the vestibules to adjacent floor areas on all storeys."
B,ep001019.4,7.4,ep001019.4.1,7.4.1,Attribution to Acceptable Solutions,es007218,"For the purposes of compliance with this Code as required in es007176b, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in et001095 (See en001178.)"
C,ep001030.1,1.1,ep001030.1.1,1.1.1,Application,es007183,This Part applies to all buildings and facilities covered in this Code. (See ea004094.)
C,ep001030.2,1.2,ep001030.2.1,1.2.1,Non-defined Terms,es007184,"Words and phrases used in Division C that are not included in the list of definitions in ea004241 shall have the meanings defined in the rsa2000a or the meanings that are commonly assigned to them in the context in which they are used, taking into account the specialized use of terms by the various trades and professions to which the terminology applies."
C,ep001030.2,1.2,ep001030.2.1,1.2.1,Non-defined Terms,es007185,"Where objectives and functional statements are referred to in Division C, they shall be the objectives and functional statements described in Parts 2 and 3 of Division A."
C,ep001030.2,1.2,ep001030.2.1,1.2.1,Non-defined Terms,es007186,"Where acceptable solutions are referred to in Division C, they shall be the provisions stated in Parts 2 to 7 of Division B."
C,ep001030.2,1.2,ep001030.2.1,1.2.1,Non-defined Terms,es007187,"Where alternative solutions are referred to in Division C, they shall be the alternative solutions mentioned in es007176b."
C,ep001030.2,1.2,ep001030.2.1,1.2.1,Non-defined Terms,es015323,"For words not defined in this Code, the rsa2000a, the nrcc-nbcae23 or the nrcc-npc, reference should be made to the oup_cod."
C,ep001030.2,1.2,ep001030.2.1,1.2.1,Defined Terms,es007188,The words and terms in italics in Division C shall have the meanings assigned to them in ea004241.
C,ep001030.2,1.2,ep001030.2.2,1.2.2,Symbols and Other Abbreviations,es007189,The symbols and other abbreviations in Division C shall have the meanings assigned to them in ea001995.
C,ep001031.1,2.1,ep001031.1.1,2.1.1,Application,es007190,"Except as permitted by es015329, this Part applies to all buildings and facilities covered in this Code. (See ea004094.)"
C,ep001031.1,2.1,ep001031.1.1,2.1.1,Application,es014836,The submission of information for any registry or information system established for the purposes of ep001031.2.4 shall be mandatory.
C,ep001031.1,2.1,ep001031.1.1,2.1.1,Application,es015329,"Where a provision of this Code requires compliance with one or more requirements of the nrcc-nbcae23, the provision is deemed to be satisfied if the building or fire protection measure was constructed or installed after April 1, 1974, and conforms with regulations in force under the ubsa or the rsa2000a at the time of construction or installation, or the building or fire protection measure does not conform to es015329a but meets the requirements of an approved guideline issued for a specific occupancy, or where no approved guideline has been issued, the building or fire protection measure is constructed or installed in a manner that provides a level of life safety which is acceptable to the authority having jurisdiction."
C,ep001031.1,2.1,ep001031.1.1,2.1.1,Application,es022044,"Smoke alarms are permitted to be battery-operated in dwelling units constructed before July 5, 1977."
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Firecrackers and Pyrotechnic Devices,es015267,"No person shall have in their possession, sell, offer for sale, give away or otherwise distribute, discharge, fire or set off firecrackers."
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Firecrackers and Pyrotechnic Devices,es015268,"No person shall purchase, store, use or supervise the use of a pyrotechnic device unless the pyrotechnic device conforms to the requirements of nrcan_ea and its Regulations, the person is certified in accordance with nrcan_ea and its Regulations, and the person has permission from the local authority having jurisdiction."
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Flying or Sky Lanterns,es014837,No person shall sell or use flying or sky lanterns in Alberta. (See en001824.)
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Open Air Fires,es015117,No person shall use a solid-fuel-fired barbecue in a building or on the balcony of a building containing more than 2 dwelling units.
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Exit Doors and Door Release Hardware,es015132,"An exit door shall not be bolted, barred or locked other than with a device that complies with the nrcc-nbcae23. In addition, all door release hardware, latches and locks shall be maintained in good working condition at all times."
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Storage in Basements,es015151,"A basement shall not be used for the storage, manufacture or handling of volatile solids, liquids or gases that generate explosive air-vapour mixtures or for processes that involve explosive dusts."
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Fuel Delivery or Removal from Storage Tanks,es015198,"Except for storage tanks being withdrawn from service in accordance with Subsections ep001016.3.14and ep001016.3.15, no person shall deliver or remove flammable liquids or combustible liquids to or from a storage tank, unless the storage tank meets the inventory control requirements prescribed by the authority having jurisdiction or Alberta Safety Codes Authority."
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Fire Protection Equipment,es021027,"No person shall tamper with or vandalize portable extinguishers, water-based fire protection systems, special fire extinguishing systems, fire alarm systems, emergency electrical power supply systems, emergency lighting or fire protection equipment."
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Fire Protection Equipment,es014838,"Portable extinguishers, water-based fire protection systems, special fire extinguishing systems, fire alarm systems, emergency electrical power supply systems, emergency lighting and fire protection equipment shall be unobstructed and accessible at all times."
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Fire Protection Equipment,es022047,"No portable fire extinguishers shall be allowed for sale, distribution, use or servicing in Alberta unless they are listed and labelled in accordance with nfpa10. (See en022015.)"
C,ep001031.1,2.1,ep001031.1.2,2.1.2,Fire Protection Equipment,es022048,"No portable fire extinguishers shall be allowed for sale, distribution, use or servicing in Alberta unless they comply with all of the following: labels shall have metric measures and may have imperial equivalents, labels shall be bilingual in English and French and may include additional languages, labels shall indicate which CAN/ULC standard the portable extinguisher is in conformance with (e.g. CAN/ULC S504), and extinguishers shall exhibit the mark of a certification body as being in conformance with one of the referenced national standards (CAN/ULC) and this mark will most typically be that of ULC."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Responsibility,es007191,"Unless otherwise specified, the owner or the owner's authorized agent shall be responsible for carrying out the provisions of this Code."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Responsibility,es015320,"The owner of a leased dwelling unit shall ensure smoke alarms within the dwelling unit are tested and cleaned prior to occupancy, and provide tenants information concerning ongoing smoke alarm cleaning, testing and maintenance."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es007192,"Where this Code requires that audits be performed, plans be provided, or tests, inspections, maintenance or operational procedures be performed on a fire safety system, records shall be made and the original or a copy shall be retained at the premises for examination by the authority having jurisdiction."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es007193,"The initial verification, integrated systems testing reports or test reports for each system shall be retained throughout the life of the systems."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es007194,"Records of tests, inspections, maintenance or operational procedures undertaken after the initial tests referred to in es007193 shall be retained so that at least the current and the immediately preceding records are available."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es007195,"Notwithstanding the conditions stated in es007194, no record shall be destroyed within five years of having been prepared and records shall be retained on site."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es008336,Records of fire evacuations and fire safety drills shall be retained at the premises for examination by the authority having jurisdiction.
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es015235,"Upon request by the authority having jurisdiction, the record referred to in es007526 shall be the subject of an audit performed in a manner acceptable to the authority having jurisdiction."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es015314,"Records acceptable to the authority having jurisdiction of maintenance and inspections of self-service outlets, fuel-dispensing stations and marine fuel-dispensing stations required by ea011175 shall be retained in conformance with this Article."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es015289,"Unless otherwise stated in Part 6, Division B, records indicating inspection, testing and maintenance of fire protection equipment shall be on appropriate forms in conformance with es015290 and be retained in conformance with this Article."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es015290,Appropriate forms required by es015289 and acceptable to the authority having jurisdiction are included in ulcs536 ulcs537 or ulcs1001.
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es015291,"Except as permitted by Sentences es015292 or es014839, each portable extinguisher shall have a tag securely attached to it showing the type of extinguisher, the size of extinguisher, the serial number of extinguisher, the date of last annual inspection, the date of last recharge, a five-year monthly inspection and annual maintenance record, the name of the owner of the extinguisher, the name, address and telephone number of the service agency, the certification number of the approved testing agency, and the printed name and signature of the service person."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es015292,"For portable fire extinguishers, bar coding and other technologies acceptable to the authority having jurisdiction are permitted to be used as a means of record-keeping, provided an information record in accordance with es015291 is available at the premises where the portable extinguisher is located, and the tag on the extinguisher contains information indicating a five-year monthly inspection record for use by the owner, the name of the owner of the extinguisher, the name, address and telephone number of the service agency, the certification number of an approved testing agency, and the printed name and signature of the service person."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es014839,Adhesive labels with information specified in es015291 are permitted to be used for portable fire extinguishers that are rated 40B:C or 80B:C and that are solely used on commercial equipment located outdoors. (See en001812.)
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es015293,"Service information that is required to be placed monthly or annually on the tag referred to in Sentences es015291, es015292and es014839 shall be handwritten."
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Records,es014840,The fire safety plan required for construction and demolition sites in accordance with ea002061 shall be accepted in writing by the fire department and the authority having jurisdiction.
C,ep001031.2,2.2,ep001031.2.1,2.2.1,Intervals Between Inspections and Tests,es015332,Longer intervals between the inspections and tests specified in this Code may be permitted provided the authority having jurisdiction is satisfied that such intervals do not reduce the reliability of the system or equipment requiring inspection or testing.
C,ep001031.2,2.2,ep001031.2.2,2.2.2,Interpretations,es015333,"A person may apply to the Provincial Fire Administrator in writing for an interpretation of this Code, and the request shall include specific Code references, and a statement identifying the ambiguity or lack of clarity resulting in the request for an interpretation."
C,ep001031.2,2.2,ep001031.2.2,2.2.2,Interpretations,es015334,"After a request referred to in es015333 has been reviewed, the Provincial Fire Administrator may issue a written interpretation."
C,ep001031.2,2.2,ep001031.2.2,2.2.2,Interpretations,es015335,An interpretation issued pursuant to es015334 is applicable throughout Alberta.
C,ep001031.2,2.2,ep001031.2.2,2.2.2,Variances,es015336,A written request for a variance may be submitted to the Provincial Fire Administrator.
C,ep001031.2,2.2,ep001031.2.2,2.2.2,Variances,es014841,A request referred to in Sentence (1) shall conform with the requirements stated in ep001031.3
C,ep001031.2,2.2,ep001031.2.2,2.2.2,Variances,es015337,"After a request referred to in es015336 has been reviewed, the Provincial Fire Administrator may issue a written variance."
C,ep001031.2,2.2,ep001031.2.2,2.2.2,Variances,es015338,The Provincial Fire Administrator may include terms or conditions in the variance referred to in es015337.
C,ep001031.2,2.2,ep001031.2.2,2.2.2,Variances,es015726,A variance referred to in es015337 is applicable throughout Alberta.
C,ep001031.2,2.2,ep001031.2.3,2.2.3,Storage Tank Systems,es015339,"Only individuals approved by the Provincial Fire Administrator are permitted to install, remove, repair or maintain aboveground or underground storage tank systems. (See en001349.)"
C,ep001031.2,2.2,ep001031.2.3,2.2.3,Storage Tank Systems,es014842,"Approved persons are considered qualified to install, remove, repair and maintain aboveground and underground storage tank systems when they have received certification from the Canadian Petroleum Contractors Association (CPCA), the Technical Standards and Safety Authority (TSSA), or the Petroleum Tank Management Association of Alberta (PTMAA) (see en001813)."
C,ep001031.2,2.2,ep001031.2.3,2.2.3,Storage Tank Systems,es014843,Any person who feels they have an equivalent certification to the certifications listed in es014842 should submit a request to the Safety Codes Council for an equivalency review.
C,ep001031.2,2.2,ep001031.2.3,2.2.3,Storage Tank Systems,es021015,"No person shall install or alter any outside aboveground storage tank system referred to in Part 4, unless required permits or approvals have been obtained from the authority having jurisdiction, plans, drawings and specifications of the system or equipment have been examined and accepted by the authority having jurisdiction, and all on-site individual storage tanks do not exceed a capacity of 8 000 L and their aggregate capacity does not exceed 20 000 L. (See en021012.)"
C,ep001031.2,2.2,ep001031.2.3,2.2.3,Storage Tank Systems,es015340,"Except as permitted by es021015 for outside aboveground storage tank systems, no person shall install or alter any storage tank system referred to in ep001016, unless required permits or approvals have been obtained from the authority having jurisdiction, plans, drawings and specifications of the system or equipment have been examined and accepted by the authority having jurisdiction, and the plans, drawings and specifications referred to in es015340b be authenticated by a registered engineering professional as defined in the nrcc-nbcae23."
C,ep001031.2,2.2,ep001031.2.3,2.2.3,Storage Tank Systems,es014844,Storage tank systems containing combustible liquids used to supply fuel to equipment installed in conformance with csab139 must comply with Part 4 where the requirements are not included in csab139. (See en022017.)
C,ep001031.2,2.2,ep001031.2.3,2.2.3,Fire Extinguishers,es015341,"All agencies servicing, recharging or carrying out the repair and overhaul of fire extinguishing equipment shall have their facilities and equipment certified annually by an approved fire testing agency, and by Transport Canada or its appointee for high-pressure hydrostatic testing equipment."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Special Fire Suppression Systems,es021181,Only qualified persons shall install special fire suppression systems when they have acquired a certificate of training from a manufacturer and on a specific system from the manufacturer.
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Special Fire Suppression Systems,es014845,"A qualified individual for the installation of a special fire suppression system is a person who has received training from a manufacturer, and training on each specific system that a manufacturer provides before it can be installed."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Special Fire Suppression Systems,es021182,"Only qualified persons shall test or perform maintenance on a special fire suppression system when they have acquired an approved certificate of training from a public post-secondary educational institution, or they have acquired a certificate of training from a manufacturer for each of their specific systems."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Portable Fire Extinguishers,es015342,"Only qualified persons shall install, test or perform maintenance on portable extinguishers. (See en001814.)"
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Portable Fire Extinguishers,es015343,"Persons are considered qualified in the installation and maintenance of portable fire extinguishers when they have acquired an approved certificate of training from a public post-secondary educational institution, and they own or are employed by an agency that is certified annually by a recognized certification body as being compliant with ulcs532."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Portable Fire Extinguishers,es014846,"Monthly inspections required by nfpa10 shall be completed by the owner, an employee designated by the owner, or a designated representative (e.g. service provider). (See en001815.)"
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Fire Alarm and Voice Communication Systems,es021021,"Persons are considered qualified in the installation of fire alarm and voice communication systems when they have acquired an Alberta journeyperson's electrician certificate on or after September 1, 1991, an Alberta journeyperson's electrician certificate prior to September 1, 1991, and have completed a fire alarm course recognized by the Provincial Fire Administrator, or a Canadian Red Seal journeyperson's electrician certificate and have completed a fire alarm course recognized by the Provincial Fire Administrator. (See en021015.)"
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Fire Alarm and Voice Communication Systems,es014847,"Persons are considered qualified to make operational, inspect, test and maintain fire alarm and voice communication systems and sign applicable documentation when they have acquired a certificate of training in this area of study from a public post-secondary educational institution, including an Alberta journeyperson's electrician certificate on or after September 1, 1991, an Alberta journeyperson's electrician certificate prior to September 1, 1991, and a fire alarm course recognized by the Provincial Fire Administrator, or a Canadian Red Seal journeyperson's electrician certificate and a fire alarm course recognized by the Provincial Fire Administrator, or Fire Alarm Technician certification issued by the Canadian Fire Alarm Association (CFAA) and that certification shall be maintained as per the CFAA's certification policy."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Fire Alarm and Voice Communication Systems,es014848,"An apprentice electrician may complete all the work a journeyperson electrician is able to, provided the apprentice is competent to complete the work, and the apprentice is under the supervision of a journeyperson electrician in accordance with the dt2022."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Fire Alarm and Voice Communication Systems,es014849,"A CFAA fire alarm student or trainee may complete all of the work a certified technician is able to, provided the CFAA fire alarm student or trainee is actively enrolled in the CFAA Fire Alarm Technician program, and the CFAA fire alarm student or trainee is competent to complete the work and is supervised on site by a certified CFAA technician. (See en001816.)"
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Fire Alarm and Voice Communication Systems,es014850,"A person who assists with the verification, annual inspection, testing and maintenance of a fire alarm system at the control panel shall meet the qualifications outlined in Sentences es021021 to es014849."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Fire Alarm and Voice Communication Systems,es014851,"The daily and monthly inspections and tests required by ulcs536 may be completed by the owner, or the owner's representative."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Fire Alarm and Voice Communication Systems,es014852,The owner and owner's representative referred to in es014851 shall receive training by the manufacturer or service provider on the required procedures for their specific fire alarm system.
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Sprinkler Systems,es021022,"Only qualified persons shall install, alter, test or perform maintenance and repairs on automatic fire sprinkler systems."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Sprinkler Systems,es021023,"Except as required by es021024, persons are only considered qualified in the installation and alteration of automatic fire sprinkler systems in conformance with nfpa13 nfpa13R and nfpa13D when they have acquired a journeypersons's certificate of training as a sprinkler system installer recognized in Alberta."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Sprinkler Systems,es021024,Only persons who have acquired a journeyperson's certificate of training as a plumber are considered qualified in the installation and alteration of a residential partial or full flow-through fire sprinkler system in accordance with nfpa13D.
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Sprinkler Systems,es014853,"Persons are considered qualified in the inspection, testing, maintenance and repair of automatic fire sprinkler systems installed in conformance with nfpa13 and nfpa13R in accordance with nfpa25 when they have acquired a journeyperson's certificate of training as a sprinkler system installer recognized in Alberta."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Sprinkler Systems,es021025,"Persons are considered qualified in the inspection, testing and maintenance of automatic fire sprinkler systems installed in conformance with nfpa13 and nfpa13R in accordance with nfpa25 when they have acquired an approved certificate of training in the inspection, testing and maintenance of automatic fire sprinkler systems in accordance with nfpa25."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Sprinkler Systems,es014854,"An apprentice sprinkler systems installer may complete all of the work a journeyperson sprinkler systems installer is able to, provided the apprentice is competent to complete the work, and the apprentice is under the direct supervision of a journeyperson sprinkler systems installer in accordance with the dt2022."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Sprinkler Systems,es014855,"An apprentice plumber may complete all of the work a journeyperson plumber is able to, provided the apprentice is competent to complete the work, and the apprentice is under the direct supervision of a journeyperson plumber with formal sprinkler system training in accordance with the dt2022."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Commercial Cooking Equipment Exhaust Systems,es021026,"Except as provided in es014856, only qualified persons shall perform maintenance on commercial cooking equipment exhaust systems when they have obtained a certificate verifying that they have completed an approved course of training in duct-cleaning procedures."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Commercial Cooking Equipment Exhaust Systems,es014856,"A person may clean a commercial cooking equipment exhaust system while under the supervision of a person who has obtained an approved certificate of training with the following stipulations: a certified person must be on site for the duration of the cleaning process, a certified person may only have up to two persons “in training” working under them on site, and the person “in training” must be in the process of completing their practicum hours and must be a registered student with a recognized training facility."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Water-Based Fire Protection Systems,es014857,Persons are considered qualified to install water-based fire protection systems to the applicable standard if they have completed a certificate of training as a journeyperson sprinkler systems installer recognized in Alberta. (See also en000680.)
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Water-Based Fire Protection Systems,es014858,"Persons are considered qualified to inspect, test, maintain and repair water-based fire protection systems in conformance with nfpa25 when they have completed a certificate of training as a journeyperson sprinkler systems installer recognized in Alberta."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Water-Based Fire Protection Systems,es014859,"Persons are considered qualified to inspect, test and maintain water-based fire protection systems in conformance with nfpa25 when they have acquired an approved certificate of training in the inspection, testing and maintenance of water-based fire protections systems in accordance with nfpa25."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Water-Based Fire Protection Systems,es014860,"An apprentice sprinkler systems installer may complete all of the work a journeyperson sprinkler systems installer is able to, provided the apprentice is competent to complete the work, and the apprentice is under the direct supervision of a journeyperson sprinkler systems installer in accordance with the dt2022."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Water-Based Fire Protection Systems,es014861,"The authority having jurisdiction may accept one or all of the following persons as qualified to inspect, test, maintain and repair hydrants, including private hydrants: a person appointed to the position to administer and enforce the provisions of the municipal bylaw pursuant to the mga a journeyperson sprinkler system installer recognized in Alberta, or a person who has acquired the Water and Wastewater Operators' Certification, as issued through Alberta Environment and Protected Areas, which certifies operators to operate, test and maintain water systems and related appurtenances in Alberta (see en001817)."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Water-Based Fire Protection Systems,es014862,"The authority having jurisdiction may accept a person who has acquired an approved certificate of training in the inspection, testing and maintenance of water-based fire protection systems to nfpa25, to inspect, test and maintain hydrants, including private hydrants."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Emergency Power Systems,es014863,"Persons are considered qualified to perform the inspection, testing and maintenance of emergency power systems installed in conformance with csac282 when they have received training on the required procedures from a generator manufacturer and be provided with a certificate of training or certification."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Emergency Power Systems,es014864,"An owner or owner's representative is considered qualified to perform the weekly and monthly inspection, testing and maintenance of emergency power systems installed in conformance with csac282 when they have received training on the required procedures from a generator service provider or generator manufacturer."
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Integrated Fire Protection and Life Safety Systems,es014865,"A person qualified to be an integrated testing coordinator shall be a registered engineering professional knowledgeable and experienced in the design, installation and operation of fire protection and life safety systems and in the fire protection and life safety functions of building systems. (See en001818.)"
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Approved Certificate of Training,es014866,"Certificates of training or courses provided by public post-secondary educational institutions or other training providers for persons to install, make operational, inspect, test or maintain fire and life safety systems shall be approved by the Provincial Fire Administrator. (See en001819.)"
C,ep001031.2,2.2,ep001031.2.4,2.2.4,Qualifications and Certifications,es022050,Persons who have acquired approved training shall present a copy of their transcript or proof of certification upon request.
C,ep001031.2,2.2,ep01031.2.5,2.2.5,Application,es015344,"This Subsection does not apply to an aboveground storage tank with a capacity of less than 2 500 L, a storage tank in an industrial process plant, a refinery or a distillery, a flow-through storage tank used as part of the process of an industrial process plant, refinery or distillery, aboveground storage tanks that are used at a temporary location for less than 1 year, or a pressure vessel that is used as a storage tank and is registered in accordance with the boiler and pressure vessel regulations made pursuant to the rsa2000a."
C,ep001031.2,2.2,ep01031.2.5,2.2.5,Application,es014867,This Subsection applies to accredited and unaccredited areas in Alberta.
C,ep001031.2,2.2,ep01031.2.5,2.2.5,General,es014868,No person shall use or fill a storage tank unless they verify with the authority having jurisdiction that the tank meets the appropriate requirements of that jurisdiction.
C,ep001031.2,2.2,ep01031.2.5,2.2.5,General,es014869,"No person shall install, remove or abandon a storage tank or storage tank system before contacting the authority having jurisdiction for accredited areas or the ASCA for unaccredited areas to ensure the NFC(AE) and any permit requirements are met."
C,ep001031.2,2.2,ep01031.2.5,2.2.5,General,es014870,Owners of storage tanks or storage tank systems shall contact the local authority having jurisdiction or the ASCA for the enrolment process regarding the inventory control requirements for maintaining the certification of the storage tank or storage tank system for that area.
C,ep001031.2,2.2,ep001031.2.6,2.2.6,Hose for Firefighting,es015296,"No person shall use, sell, offer for sale, purchase, lease or otherwise distribute 65 mm or 38 mm hose couplings or fittings intended for use on firefighting hose or fire hydrants by a municipal fire department or fire crew, unless the couplings and fittings comply with this Subsection. (See en001820.)"
C,ep001031.2,2.2,ep001031.2.6,2.2.6,Hose for Firefighting,es015297,"Threaded firefighting hose couplings and fittings shall have threads that are 38 mm straight iron pipe thread, also known as iron pipe thread (IPT) or National Pipe Straight Hose (NPSH), on 38 mm couplings, or Alberta Mutual Aid (AMA) thread, which has 3.15 threads per cm, with a major thread diameter between 75.95 mm and 75.69 mm for male threads and 76.45 mm for female threads, on 65 mm hose couplings and hydrant connections."
C,ep001031.2,2.2,ep001031.2.6,2.2.6,Hose for Firefighting,es015298,All firefighting hose couplings shall meet the requirements of ulcs513 including Appendix A.
C,ep001031.2,2.2,ep001031.2.6,2.2.6,Hose for Firefighting,es015299,"All firefighting hose with internal lug quick-connect couplings, commonly referred to as Storz couplings, shall be in conformance with ulcss543."
C,ep001031.2,2.2,ep001031.2.6,2.2.6,Hose for Firefighting,es014871,All firefighting hose shall be listed.
C,ep001031.2,2.2,ep001031.2.6,2.2.6,Hose for Firefighting,es015081,"All firefighting hose shall be inspected, tested and maintained in accordance with nfpa1962."
C,ep001031.2,2.2,ep001031.2.7,2.2.7,Spills and Leaks,es015326,"When a loss of flammable liquid or combustible liquid occurs from a spill, leak, or as indicated by any of the leak detection measures in ep001016.11, the owner shall ensure that appropriate action is taken as required in Sentences es004265and es007386and Sentence es007494, and if the quantity of flammable liquid or combustible liquid spilled or leaked exceeds 200 L in aggregate or is sufficient to cause a sheen on nearby surface water, the fire department shall be notified immediately, and the authority having jurisdiction shall be notified in writing within 24 h. (See en001319.)"
C,ep001031.2,2.2,ep001031.2.7,2.2.7,Spills and Leaks,es015194,"A person shall notify the authority having jurisdiction and the fire department if they have knowledge about a leak of flammable liquid or combustible liquid that is based on analysis or other evidence of flammable liquid or combustible liquid in a water well, or indicates the presence of free or dissolved flammable liquid or combustible liquid in soil, groundwater, surface water, sewer lines, utility lines, water supply lines, basements, crawl spaces or on the ground's surface. (See en001319.)"
