ID,Division,Article Title,Sentence Number,Sentence Text
ID98797,C,Permits,1.11.1.2.(2),"For a permit applicant to be exempt from the provisions described in Sentence (1), the following conditions must be satisfied: 1. If the site the house is intended to be installed on is known by the permit applicant, i. the permit application must state the address or location of the site, ii. the permit application must include such information about the anticipated site installation that is necessary to design the house, and iii. the proposed construction must comply with the location-dependent requirements of this Code that are applicable to a house that is constructed at that address or location. 2. If the site the house is intended to be installed on is not known by the permit applicant, i. the permit application must include a declaration of assumptions related to the location of the house that have been used in the design of the house, ii. the permit application must include such information about the anticipated site installation that is necessary to design the house, and iii. the proposed construction must comply with the location-dependent requirements of this Code that are applicable to a house that is constructed at a location that has the characteristics set out in the declaration."
ID98819,C,Permits,1.11.1.2.(3),"For the purposes of paragraphs 1 and 2 of Sentence (2), “location-dependent requirements” include, but are not limited to, provisions related to climatic loads, seismic loads, temperature based requirements, limiting distance and exposing building face, soil gas control and firefighting access."
ID98824,C,Permits,1.11.1.2.(4),"An applicant for a permit described in Sentence (1) shall provide the following to a purchaser of a house constructed in accordance with a permit described in Sentence (1): 1. all plans, specifications, documents and other information submitted or received by the person described in Sentence (1) in respect of the permit described in Sentence (1), including any as-constructed plans and any declaration of assumptions described in subparagraph 2 i of Sentence (2), and 2. all letters of compliance described in Sentence 1.11.1.3.(3) and all documents and other information received by the person described in Sentence (1) in respect of all inspections completed by an inspector or registered code agency, as the case may be."
ID98834,C,Permits,1.11.1.2.(5),No person shall install a house at a site in a municipality unless a permit under section 8 of the Act has been issued therefor by the chief building official of that municipality.
ID98840,C,Permits,1.11.1.2.(6),"The chief building official of the municipality in which the house is to be installed shall issue the permit described in Sentence (5) if the applicant, (a) demonstrates the proposed construction complies with the applicable provisions described in Clauses (1) (a) and (b), (b) demonstrates compliance with the other requirements of section 8 of the Act, and (c) submits all plans, specifications, documents and other information described in Sentence (4) that the applicant has been provided."
ID98849,C,Permits,1.11.1.2.(7),"For the purposes of an application for a permit described in Sentence (5), the time periods described in Sentences 1.3.1.3.(1) and (3) and Clause 1.3.1.3.(6)(b) shall begin on the later of, (a) the date the permit described in Sentence (1) is issued, or (b) the date described in Sentence 1.3.1.3.(7)."
ID98855,C,Inspections,1.11.1.3.(1),"Where a permit is applied for as described in Sentence 1.11.1.2.(1) or (5), the person to whom a permit under section 8 of the Act is issued shall give notice as described in Articles 1.3.5.1. and 1.3.5.2. to the chief building official or registered code agency, as the case may be, of the municipality who issued the permit in respect of the construction to which the notice relates."
ID98861,C,Inspections,1.11.1.3.(2),"Where a permit is applied for as described in Sentence 1.11.1.2.(5), the person to whom a permit under section 8 of the Act is issued shall provide the chief building official of the municipality in which the house is to be installed, (a) any additional letters of compliance, documents or other information related to inspections completed by an inspector or registered code agency, as the case may be, of the municipality in which the house was partially constructed that was not provided when the permit was applied for, or (b) confirmation that no additional letters of compliance, documents or other information have been provided to the person."
ID98873,C,Inspections,1.11.1.3.(3),"The chief building official of the municipality in which a house was partially constructed but not installed shall provide the person to whom a permit was issued with a letter of compliance that confirms, (a) which prescribed notices described in Sentence 1.3.5.1.(2) were received by the chief building official or registered code agency, as the case may be, (b) that inspections described in Sentence 1.3.5.3.(1) were undertaken in respect of the construction to which the notices relate, and (c) that no contraventions of the Act or this Code were found or that remedial steps were carried out to resolve any contraventions that were found. 1.12. Off-Site Construction of Buildings 1.12.1. Site Assembled and Factory-Built Buildings"
ID98889,C,Certification and Compliance,1.12.1.1.(1),"Except as provided in Sentence (2), a manufactured building or a manufactured part of a building within the scope of Part 3 is deemed to comply with this Code if it is certified in accordance with CSA A277, “Procedure for Certification of Prefabricated Buildings, Modules, and Panels”."
ID98893,C,Certification and Compliance,1.12.1.1.(2),"The requirements of this Code shall apply to, (a) building components designed and constructed outside the place of manufacture, and (b) site installation of such buildings. Section 2.1. Alternative Solutions 2.1.1. Documentation of Alternative Solutions"
ID98982,C,Documentation,2.1.1.1.(1),"The person proposing the use of an alternative solution shall provide documentation to the chief building official or registered code agency that, (a) identifies applicable objectives, functional statements and acceptable solutions, and (b) establishes on the basis of past performance, tests described in Article 2.1.1.2. or other evaluation that the proposed alternative solution will achieve the level of performance required under Article 1.2.1.1. of Division A."
ID98994,C,Documentation,2.1.1.1.(2),"The documentation described in Sentence (1) shall include information about relevant assumptions, limiting or restricting factors, testing procedures, studies or building performance parameters, including any commissioning, operational and maintenance requirements."
ID99001,C,Tests,2.1.1.2.(1),"Where no published test method to establish the suitability of an alternative solution proposed under Article 2.1.1.1. exists, then the tests used for the purposes of that Article shall be designed to simulate or exceed anticipated service conditions or shall be designed to compare the performance of the material or system with a similar material or system that is known to be acceptable."
ID99004,C,Tests,2.1.1.2.(2),"The results of tests or evaluations based on test standards, other than as described in this Code, may be used for the purposes of Sentence (1), if the alternate test standards provide comparable results. Section 2.2. Building Code Commission 2.2.1. Hearings"
ID99010,C,Divisions,2.2.1.1.(1),The Building Code Commission may sit in two or more divisions simultaneously so long as a quorum of each division is present.
ID99014,C,Single Member,2.2.1.2.(1),"One member of the Building Code Commission may, with the approval of the chair or vice-chair, hear and determine any dispute set out in Sentence (2) and, for that purpose, the member has all the jurisdiction and powers of the Commission."
ID99016,C,Single Member,2.2.1.2.(2),"The disputes referred to in Sentence (1) are, (a) any dispute described in clause 24 (1) (a) of the Act respecting the sufficiency of compliance with technical requirements of this Code related to sewage systems, and (b) any dispute described in clause 24 (1) (b) or (c) of the Act."
ID99023,C,Time Period,2.2.1.3.(1),A hearing to decide a dispute described in Clause 2.2.1.2.(2)(b) shall be held not more than five days after the Commission receives an application for a hearing in a form approved by the Commission.
ID99025,C,Time Period,2.2.1.3.(2),"The time period described in Sentence (1) commences on the day after the Commission receives the application and excludes Saturdays, holidays and all other days when the offices of the Government of Ontario are not open for the transaction of business with the public."
ID99029,C,Eligibility,2.2.1.4.(1),"The following relationships to a registered code agency are prescribed for the purposes of clause 23 (3) (d) of the Act as relationships to a registered code agency that make a person ineligible to be a member of the Commission: (a) the person is registered under Article 3.4.3.2. as a registered code agency, (b) the person is an officer, director, partner or employee of a registered code agency, or (c) the person is engaged by a registered code agency to perform functions under the Act on behalf of the registered code agency."
ID99044,C,Application Fee,2.2.1.5.(1),"The fee on an application to the Building Code Commission under subsection 24 (1.1) of the Act is $212, for 2024 and subsequent calendar years. O. Reg. 390/23, s. 1. Section 2.3. Building Materials Evaluation Commission 2.3.1. Application Fee"
ID99051,C,Application Fee,2.3.1.1.(1),"The fee on an application to the Building Materials Evaluation Commission is, (a) $5,000, for 2015, (b) $7,000, for 2016, (c) $9,000, for 2017, and (d) $11,000, for 2018 and subsequent calendar years. Section 2.4. Rulings and Interpretations 2.4.1. Minister’s Rulings — Innovative Materials, Systems or Building Designs"
ID99062,C,Designated Materials Evaluation Bodies,2.4.1.1.(1),The following body is designated as a materials evaluation body for the purposes of clause 29 (1) (a) of the Act: Canadian Construction Materials Centre of the National Research Council of Canada
ID99067,C,Fee,2.4.1.2.(1),"The fee on a request for a ruling under clause 29 (1) (a) of the Act is $697, for 2024 and subsequent calendar years. O. Reg. 390/23, s. 2. 2.4.2. Minister’s Rulings — Alternative Materials, Systems or Building Designs"
ID99073,C,Criteria,2.4.2.1.(1),"Sentence (2) sets out criteria to be followed by the Minister when making a ruling under clause 29 (1) (c) of the Act to approve the use of an alternative material, system or building design."
ID99077,C,Criteria,2.4.2.1.(2),"The Minister’s approval of the use of an alternative material, system or building design referred to in Sentence (1) may be granted only if the approval is consistent with, (a) a decision of the Building Code Commission in respect of a dispute described in clause 24 (1) (a) of the Act, (b) an approval of the use of the material, system or building design in the whole of another province or territory in accordance with the law of that province or territory, or (c) a revision of the CCBFC NRCC 56190, “National Building Code of Canada”, or the CCBFC NRCC 56193, “National Plumbing Code of Canada”, that has been approved by the Canadian Commission on Building and Fire Codes. 2.4.3. Interpretations By Minister"
ID99088,C,Interpretations By Minister,2.4.3.1.(1),"Every interpretation issued by the Minister under section 28.1 of the Act shall be made available to the public, (a) by posting the interpretation on the Building Code website, and (b) by providing a written copy of the interpretation on receipt of a request for it. Section 3.1. Qualifications for Chief Building Officials and Inspectors 3.1.1. Scope and Definition"
ID99246,C,Scope,3.1.1.1.(1),"Except as provided in Sentence (2), this Section prescribes, for the purposes of subsections 15.11 (1), (2) and (3) of the Act, (a) the qualifications that a person must satisfy to be appointed and to remain appointed as, (i) a chief building official under the Act, or (ii) an inspector who has the same powers and duties as a chief building official in relation to plumbing, (b) the qualifications that a person must satisfy to be appointed and to remain appointed as, (i) an inspector who has the same powers and duties as a chief building official in relation to sewage systems, or (ii) an inspector whose duties include plans review or inspection of sewage systems under the Act, and (c) the qualifications that a person must satisfy to be appointed and to remain appointed as an inspector under the Act, other than an inspector described in Subclause (a)(ii) or (b)(i) or (ii)."
ID99267,C,Scope,3.1.1.1.(2),"The qualification requirements for chief building officials and inspectors in Sentence (1) do not apply to plans review and inspection of, (a) site services including, (i) surface drainage, and (ii) plumbing located underground either outside a building or under a building, (b) construction of a factory-built house certified to CSA A277, “Procedure for Factory Certification of Buildings”, (c) construction of a mobile home conforming to CSA Z240 MH Series, “Manufactured Homes”, (d) construction of a park model trailer conforming to CAN/CSA-Z241 Series, “Park Model Trailers”, or (e) signs."
ID99287,C,Definition,3.1.1.2.(1),"In this Section, “registered” means registered under Sentence 3.1.2.2.(1), 3.1.3.2.(1) or 3.1.4.2.(1), as applicable. 3.1.2. Chief Building Officials"
ID99295,C,Qualifications,3.1.2.1.(1),The following are prescribed as qualifications for a person to be appointed and to remain appointed under the Act as a chief building official or as an inspector who has the same powers and duties as a chief building official in relation to sewage systems or plumbing : (a) the person must be registered with the director.
ID99305,C,Qualifications,3.1.2.1.(2),A registration shall be in a form established by the director.
ID99309,C,Qualifications,3.1.2.1.(3),"A person who was qualified on December 31, 2014 under Sentence 3.1.2.1.(1), as it read on that date, is deemed to have the qualification set out in Sentence (1) until the earlier of, (a) the day the person is registered under Sentence 3.1.2.2.(1), and (b) March 31, 2015."
ID99318,C,Registration and Renewal of a Registration,3.1.2.2.(1),"Subject to Article 3.1.5.7., the director may register an applicant, or renew a registration, if, (a) the applicant or registered person has successfully completed the examination program administered or authorized by the Ministry of Municipal Affairs relating to the person’s knowledge of the Act and this Code and the powers and duties of chief building officials, (b) the applicant or registered person also has the qualification set out in Sentence 3.1.4.1.(1), in the case of an applicant or registered person who, under subsection 22 (2) of the Act, will also exercise any of the powers or perform any of the duties of an inspector, (c) the application is complete, and (d) all fees required under Article 3.1.5.3. are paid."
ID99328,C,Registration and Renewal of a Registration,3.1.2.2.(2),"For the purposes of a registration or a renewal of a registration, a person who was qualified on December 31, 2014 under Sentence 3.1.2.1.(1), as it read on that date, is deemed to have the qualifications set out in Clause (1)(a)."
ID99333,C,Registration and Renewal of a Registration,3.1.2.2.(3),"If a person is given notice of a knowledge maintenance examination either after December 31, 2014 under Sentence 3.1.5.6.(1) or, on or before December 31, 2014, under Sentence 3.1.5.1.(2), as it read on that date, and does not successfully complete the knowledge maintenance examination referred to in the notice by the end of the eighteenth month following the month in which the director gives notice of the knowledge maintenance examination to the person, Sentence (2) ceases to apply to the person at the end of that period. 3.1.3. Supervisors and Managers"
ID99342,C,Qualifications,3.1.3.1.(1),The following are prescribed as qualifications for a person to be appointed and to remain appointed under the Act as an inspector whose duties are solely the supervision or management of inspectors : (a) the person must be registered with the director.
ID99349,C,Qualifications,3.1.3.1.(2),A registration shall be in a form established by the director.
ID99353,C,Qualifications,3.1.3.1.(3),"A person who was qualified on December 31, 2014 under Sentence 3.1.3.1.(1), as it read on that date, is deemed to have the qualification set out in Sentence (1) until the earlier of, (a) the day the person is registered under Sentence 3.1.3.2.(1), and (b) March 31, 2015."
ID99362,C,Registration and Renewal of a Registration,3.1.3.2.(1),"Subject to Article 3.1.5.7., the director may register an applicant, or renew a registration, if, (a) the applicant or registered person has successfully completed the examination program administered or authorized by the Ministry of Municipal Affairs relating to the person’s knowledge of the Act and this Code and the powers and duties of chief building officials, (b) the applicant or registered person has successfully completed the examination program administered or authorized by the Ministry of Municipal Affairs relating to the person’s knowledge of the Act and this Code in any one category of qualification set out in Column 2 of Table 3.5.2.1., (c) the application is complete, and (d) all fees required under Article 3.1.5.3. are paid."
ID99371,C,Registration and Renewal of a Registration,3.1.3.2.(2),"For the purposes of a registration or a renewal of a registration, a person who was qualified on December 31, 2014 under Sentence 3.1.3.1.(1), as it read on that date, is deemed to have the qualifications set out in Clauses (1)(a) and (b)."
ID99376,C,Registration and Renewal of a Registration,3.1.3.2.(3),"If a person is given notice of a knowledge maintenance examination that relates to the subject matter of an examination program referred to in Clause (1)(a) or (b), as applicable, either after December 31, 2014 under Sentence 3.1.5.6.(1) or, on or before December 31, 2014, under Sentence 3.1.5.1.(2), as it read on that date, and does not successfully complete the knowledge maintenance examination referred to in the notice by the end of the eighteenth month following the month in which the director gives notice of the knowledge maintenance examination to the person, Sentence (2) ceases to apply to the person at the end of that period with respect to the qualifications set out in Clause (1)(a) or (b), as applicable. 3.1.4. Inspectors"
ID99385,C,Qualifications,3.1.4.1.(1),"Except as provided in Article 3.1.4.3. or 3.1.4.4., the following are prescribed as qualifications for a person to be appointed and to remain appointed under the Act as an inspector whose duties include plans review or inspection under the Act: (a) the person must be registered with the director."
ID99391,C,Qualifications,3.1.4.1.(2),A registration shall be in a form established by the director.
ID99395,C,Qualifications,3.1.4.1.(3),"A person who was qualified on December 31, 2014 under Sentence 3.1.4.1.(1) in a category of qualification set out in Column 2 of Table 3.5.2.1., as they read on that date, is deemed to be registered in the class of registration that corresponds to that category of qualification until the earlier of, (a) the day the person is registered in that class of registration under Sentence 3.1.4.2.(1), and (b) March 31, 2015."
ID99404,C,Registration and Renewal of a Registration,3.1.4.2.(1),"Subject to Article 3.1.5.7., the director may register an applicant, or renew a registration, in each class of registration applied for, if, (a) the applicant or registered person has successfully completed the examination program administered or authorized by the Ministry of Municipal Affairs relating to the person’s knowledge of the Act and this Code in the category of qualification set out in Column 2 of Table 3.5.2.1. that corresponds to each class of registration set out in Column 1 of Table 3.5.2.1. for which application is made, (b) the application is complete, and (c) all fees required under Article 3.1.5.3. are paid."
ID99411,C,Registration and Renewal of a Registration,3.1.4.2.(2),"For the purposes of a registration or a renewal of a registration in a class of registration, a person who was qualified on December 31, 2014 under Sentence 3.1.4.1.(1) in a category of qualification set out in Column 2 of Table 3.5.2.1., as they read on that date, is deemed to have the qualifications set out in Clause (1)(a) in that category of qualification."
ID99416,C,Registration and Renewal of a Registration,3.1.4.2.(3),"If a person is given notice of a knowledge maintenance examination that relates to the subject matter of an examination program in the category of qualification either after December 31, 2014 under Sentence 3.1.5.6.(1) or, on or before December 31, 2014, under Sentence 3.1.5.1.(2), as it read on that date, and does not successfully complete the knowledge maintenance examination referred to in the notice by the end of the eighteenth month following the month in which the director gives notice of the knowledge maintenance examination to the person, Sentence (2) ceases to apply to the person at the end of that period."
ID99424,C,Qualifications for Intern Inspectors,3.1.4.3.(1),"A person may be appointed or remain appointed under the Act as an intern inspector whose duties include supervised plans review or inspection under the Act, even if the person does not have the qualification set out in Article 3.1.4.1., if the person is enrolled in an internship program that, (a) is approved by the Minister, or (b) meets the minimum requirements described in Sentence (2)."
ID99430,C,Qualifications for Intern Inspectors,3.1.4.3.(2),"For the purposes of Clause (1)(b), the following are the minimum requirements for an internship program: (a) the internship program in a municipality shall be established and administered by the chief building official of the municipality, (b) the chief building official shall notify the director in writing within 30 days of the date an internship program is established, altered or revoked, (c) the chief building official shall establish and maintain a written policy with respect to the, (i) enrolment of persons in the internship program, and (ii) the supervision of an intern inspector by an inspector or chief building official who is registered in the class of registration in respect of which the intern inspector will exercise the powers or perform the duties, (d) the chief building official shall ensure that the written policy described in Clause (c) is brought to the attention of the public, (e) every 12 months, the chief building official shall prepare and transmit to the director a report that contains information about, (i) the number of intern inspectors that entered or left the internship program in the past 12 months, (ii) the number of intern inspectors that were enrolled in the internship program that became registered with the director under Sentence 3.1.4.2.(1) in the past 12 months, (iii) the number of intern inspecto rs enrolled in the internship program at any point in the past 12 months who has been trained or practiced as a building official in a country other than Canada, and (iv) the number of persons who were refused enrolment in the program or whose enrolment in the program was terminated, (f) subject to Sentence (3), each intern inspector enrolled in the internship program in respect of a type of building described in Column 3 of Table 3.5.2.1. is not eligible to be enrolled in the program in respect of that type of building for longer than 18 months, and (g) the chief building official shall provide to the director such information as the director requests."
ID99471,C,Qualifications for Intern Inspectors,3.1.4.3.(3),"The director may, at the request of a chief building official, authorize an intern inspector to be enrolled in a program for more than 18 months if the director has reasonable grounds to believe there are extenuating circumstances including maternity or parental leave, illness, disability, bereavement or personal hardship."
ID99477,C,Qualifications for Intern Inspectors,3.1.4.3.(4),The chief building official shall notify the director of any failure in construction or demolition or in the enforcement of the Act or this Code associated with the internship program or a person enrolled in the program within 10 days of the chief building official becoming aware of the failure.
ID99485,C,Qualifications for Intern Inspectors,3.1.4.3.(5),The director may terminate a program described in Clause (1)(b) if the director has reasonable grounds to believe the program has or will result in a failure in construction or demolition or in the enforcement of the Act or this Code associated with the internship program or a person enrolled in the program.
ID99491,C,Qualifications for Intern Inspectors,3.1.4.3.(6),An intern inspector who is exempt under Sentence (1) shall be supervised by an inspector or chief building official who is registered in the class of registration in respect of which the intern inspector will exercise the powers or perform the duties.
ID99499,C,Qualifications for Maintenance Program Inspectors,3.1.4.4.(1),"A person may be appointed or remain appointed under the Act as an inspector whose duties include maintenance inspections of sewage systems, even if the person does not have the qualification set out in Article 3.1.4.1. in respect of these duties."
ID99505,C,Qualifications for Maintenance Program Inspectors,3.1.4.4.(2),"An inspector who is exempt under Sentence (1) is authorized to conduct maintenance inspections of sewage systems only if the following conditions are met: (a) the person is supervised by an inspector or chief building official who is registered in the class of registration described in Column 1 of Item 10 of Table 3.5.2.1., and (b) the person does not issue orders under the Act. 3.1.5. Qualifications — Chief Building Officials, Supervisors and Managers, and Inspectors"
ID99518,C,Application for Registration or Renewal of a Registration,3.1.5.1.(1),An application for registration or renewal of a registration shall be made to the director in a form established by the director.
ID99523,C,Application for Registration or Renewal of a Registration,3.1.5.1.(2),An application for renewal of a registration shall be made at least 60 days before the expiry of the registration to be renewed.
ID99526,C,Application for Registration or Renewal of a Registration,3.1.5.1.(3),An application for registration or renewal of a registration shall include an undertaking by the applicant or registered person to comply with the conditions set out in Article 3.1.5.5.
ID99529,C,Application for Registration or Renewal of a Registration,3.1.5.1.(4),"An application for registration or renewal of a registration shall, (a) set out the applicant’s or registered person’s name, residence address, residential mailing address, if different from the residence address, and email address, if applicable, (b) set out the name and address of every principal authority that has appointed the person as a chief building official or inspector under the Act, and (c) contain evidence, provided by the applicant or registered person, that the applicant or registered person has the qualifications set out in Clauses 3.1.2.2.(1)(a) and (b), 3.1.3.2.(1)(a) and (b), or 3.1.4.2.(1)(a), as applicable."
ID99542,C,Term,3.1.5.2.(1),"A registration expires one year after it is issued but the director may, for the purposes of staggering the renewal dates of the registrations, issue the initial registration for a term of not less than 90 days and not more than 18 months."
ID99548,C,Fees,3.1.5.3.(1),"The fee payable for an application to take an examination that is part of an examination program referred to in Clause 3.1.2.2.(1)(a), 3.1.3.2.(1)(a) or (b) or 3.1.4.2.(1)(a) is $150. O. Reg. 332/12, Division C, Sentence 3.1.5.3. (1)."
ID99553,C,Fees,3.1.5.3.(2),"The fee for a registration or renewal of a registration is $128, for 2024 and subsequent calendar years. O. Reg. 390/23, s. 3."
ID99556,C,Fees,3.1.5.3.(3),", (4) Revoked : O. Reg. 390/23, s. 3."
ID99566,C,Not Transferable,3.1.5.4.(1),A registration is not transferable.
ID99571,C,Conditions,3.1.5.5.(1),"The following are the conditions of a registration: (a) the registered person shall, within 15 days after the event, notify the director in writing of any change in the information set out in Clause 3.1.5.1.(4)(a) or (b), (b) in the case of a registered person who is given notice of a knowledge maintenance examination under Sentence 3.1.5.6.(1), the person shall successfully complete the knowledge maintenance examination referred to in the notice by the end of the eighteenth month following the month in which the director gives notice of the knowledge maintenance examination to the person, and (c) in the case of an inspector registered under Sentence 3.1.4.2.(1), the person shall exercise his or her powers and perform his or her duties only in respect of the type of buildings described in Column 3 of Table 3.5.2.1. that correspond to the class or classes of registration held by the person."
ID99583,C,Knowledge Maintenance,3.1.5.6.(1),"The director shall give notice of a knowledge maintenance examination administered or authorized by the Ministry of Municipal Affairs in respect of changes described in Sentence (2) that relate to the subject matter of an examination program referred to in Clause 3.1.2.2.(1)(a), 3.1.3.2.(1)(a) or (b) or 3.1.4.2.(1)(a), as applicable, to every person who, on December 31, 2013, has the qualifications set out in Sentence 3.1.2.1.(1), 3.1.3.1.(1) or 3.1.4.1.(1), as applicable, of Division C of Ontario Regulation 350/06 (Building Code) made under the Act."
ID99589,C,Knowledge Maintenance,3.1.5.6.(2),"The changes referred to in Sentence (1) are changes made to the Act and Ontario Regulation 350/06 from December 31, 2006 to December 31, 2013 and changes made at the time that regulation is replaced by this Code on January 1, 2014."
ID99594,C,Knowledge Maintenance,3.1.5.6.(3),"The director may give the notice referred to in Sentence (1) by sending it, (a) by regular mail to the last address of the person that has been filed with the director, or (b) by email to the last email address of the person that has been filed with the director."
ID99606,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(1),"The director may, in the circumstances set out in Sentence (2), (a) refuse to register an applicant or to renew a registration, or (b) suspend or revoke a registration."
ID99612,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(2),"The circumstances referred to in Sentence (1) are, (a) the registered person is in breach of a condition of the registration, (b) the registration was issued on the basis of mistaken, false or incorrect information, (c) an order under subsection 69 (2) of the Provincial Offences Act is in effect directing that the registration of the person be suspended and that no registration be issued to that person until a fine is paid, (d) the application is incomplete, or (e) any fees required under Article 3.1.5.3. remain unpaid."
ID99621,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(3),"If the director proposes to refuse to register or renew a registration or proposes to suspend or revoke a registration, the director shall serve a notice of the proposal, together with the reasons for it, on the applicant or registered person."
ID99626,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(4),"A notice under Sentence (3) shall state that the applicant or registered person is entitled to a hearing before the Tribunal if the applicant or registered person, within 15 days after service of the notice referred to in Sentence (3), serves the director and the Tribunal with notice in writing requesting a hearing."
ID99632,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(5),"If the applicant or registered person does not request a hearing by the Tribunal in accordance with Sentence (4), the director may carry out the proposal stated in the notice under Sentence (3)."
ID99637,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(6),"If the applicant or registered person requests a hearing before the Tribunal in accordance with Sentence (4), the Tribunal shall appoint a time for and hold a hearing and may by order direct the director to carry out the director’s proposal or refrain from carrying it out and to take such other action as the Tribunal considers the director ought to take in accordance with the Act and this Code, and for those purposes, the Tribunal may substitute its opinion for that of the director."
ID99648,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(7),"The director, the applicant or registered person who requested the hearing, and such other persons as the Tribunal may specify, are parties to proceedings before the Tribunal."
ID99654,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(8),Sentences (3) to (7) do not apply and the director may cancel the registration of a registered person upon receipt of a request in writing for cancellation from the registered person in a form established by the director.
ID99659,C,"Suspension, Revocation, Refusal to Register or Renew a Registration",3.1.5.7.(9),"If, within the time period set out in Sentence 3.1.5.1.(2), the registered person has applied for renewal of a registration and paid the fee required under Article 3.1.5.3., the registration is deemed to continue until the earlier of, (a) the day the registration is renewed, and (b) if the registered person is served with notice that the director proposes to refuse to renew the registration, the day the time for giving notice requesting a hearing expires or, if a hearing is held, the day the Tribunal makes its order. 3.1.6. Public Register"
ID99669,C,Public Register,3.1.6.1.(1),"The director shall establish and maintain a register available to the public that lists every person who has the qualifications required by subsections 15.11 (1), (2) and (3) of the Act and has been appointed as a chief building official or inspector by a principal authority."
ID99676,C,Public Register,3.1.6.1.(2),"The register referred to in Sentence (1) shall contain the following information with respect to each registered person: (a) the name of the registered person, (b) any identifying number assigned by the director to the registered person, (c) the name and address of each principal authority that has appointed the registered person as a chief building official or inspector, and (d) the classes of registration of the registered person. 3.1.7. Classes of Registration and Categories of Qualifications"
ID99690,C,Classes and Categories,3.1.7.1.(1),Table 3.5.2.1. contains the classes of registration and categories of qualifications for the purposes of this Section. Section 3.2. Qualifications for Designers 3.2.1. Scope
ID99697,C,Scope,3.2.1.1.(1),"This Section prescribes, for the purposes of clause 8 (2) (c) and subsection 15.11 (5) of the Act, the qualifications for a person who carries out design activities."
ID99702,C,Other Designers,3.2.2.2.(1),"Every person who carries out design activities must have the qualification set out in Sentence 3.2.5.1.(1), if the person is not required to have the qualification set out in Sentence 3.2.4.1.(1). 3.2.3. Definition"
ID99709,C,Definition,3.2.3.1.(1),"“Registered” means, (a) in Subsection 3.2.4., registered under Sentence 3.2.4.2.(1), and (b) in Subsection 3.2.5., registered under Sentence 3.2.5.2.(1). 3.2.4. Qualifications – Persons Engaged in the Business of Providing Design Activities to the Public"
ID99716,C,General,3.2.4.1.(1),"Except as provided in Sentences (3) and (4), every person engaged in the business of providing design activities to the public must have the following qualification: (a) the person must be registered with the director."
ID99721,C,General,3.2.4.1.(2),A registration shall be in a form established by the director.
ID99724,C,General,3.2.4.1.(3),"A person is exempt from the requirement to comply with the qualification in Sentence (1), if the person’s design activities relate only to, (a) construction of a home as defined under the Ontario New Home Warranties Plan Act that will be constructed or sold by that person, if the person is a builder or vendor as defined in that Act and is registered under that Act, (b) construction of a building that is owned by that person, (c) construction of a farm building that, (i) is of low human occupancy, (ii) is 2 storeys or less in building height, and (iii) has a building area of less than 600 m 2, (d) the extension, material alteration or repair of a house, (e) a sewage system to be constructed by that person if the person is registered under Article 3.3.3.2., (f) construction of tents described in Sentence 3.14.1.2.(2) of Division B, (g) construction of signs, (h) construction of site services, including, (i) surface drainage, and (ii) plumbing located underground, either outside a building or under a building, (i) construction of a factory-built house certified to CSA A277, “Procedure for Factory Certification of Buildings”, (j) construction of a mobile home conforming to CSA Z240 MH Series, “Manufactured Homes”, (k) construction of a park model trailer conforming to CAN/CSA-Z241 Series, “Park Model Trailers”, (l) construction of pre-engineered elements of a building, if the design of the elements is carried out by a person competent in the specific discipline appropriate to the circumstances, (m) construction of appliances, equipment and similar incidental components of a building, or (n) construction of a building for which a permit under section 8 of the Act is applied for or issued before January 1, 2006 and for which construction is commenced within six months after the permit is issued."
ID99778,C,General,3.2.4.1.(4),"A person is exempt from the requirements to comply with the qualification in Sentence (1), if the person’s design activities are with respect to a house and the design activities relate only to, (a) a plumbing system, (b) a heating, ventilation and air-conditioning system, or (c) ancillary buildings such as garages."
ID99791,C,Registration and Renewal of a Registration,3.2.4.2.(1),"Subject to Articles 3.2.4.9. and 3.2.4.10., the director may register an applicant, or renew a registration, in each class of registration applied for, if, (a) the applicant or registered person or, if the applicant or registered person is a corporation or partnership, a director, officer, partner or employee of the applicant or registered person, has successfully completed the examination program administered or authorized by the Ministry of Municipal Affairs relating to the person’s knowledge of the Act and this Code in the category of qualification set out in Column 2 of Table 3.5.2.1. that corresponds to each class of registration set out in Column 1 of Table 3.5.2.1. for which application is made, (b) all other persons engaged by the applicant or registered person who will review and take responsibility for design activities provided to the public by the applicant or registered person for the purposes of Clause 3.2.4.7.(1)(d) have successfully completed the examination program administered or authorized by the Ministry of Municipal Affairs relating to the person’s knowledge of the Act and this Code in the category of qualification set out in Column 2 of Table 3.5.2.1. that corresponds to each class of registration set out in Column 1 of Table 3.5.2.1. for which application is made, (c) the applicant or registered person is covered by the insurance required under Subsection 3.6.2. during the term of the registration applied for, (d) the application is complete, and (e) all fees required under Article 3.2.4.5. are paid."
