Full Index,BC Full,BC Variations,Similarity
9459,"Every floor area that is not sprinklered throughout and that has an accessible path of travel shall be served by an elevator conforming to Sentences 3.2.6.5.(4) to (6), protected against fire in conformance with Clauses 3.2.6.5.(3)(b) or (c), and in a building over 3 storeys in building height, protected against smoke movement so that the hoistway will not contain more than 1% by volume of contaminated air from a fire floor during a period of 2 h after the start of a fire, assuming an outdoor temperature equal to the January design temperature on a 2.5% basis determined in conformance with Subsection 1.1.3., be divided into at least 2 zones by fire separations conforming to Sentences (2), (3) and 3.1.8.5.(6) so that persons with disabilities can be accommodated in each zone, and the travel distance from any point in one zone to a doorway leading to another zone shall be not more than the value for travel distance permitted by Sentence 3.4.2.5.(1) for the occupancy classification of the zone, (See also Sentence 3.1.8.5.(6) for requirements regarding the passage of smoke.) in the case of residential occupancies, be provided with balconies conforming to Sentence (4), have an accessible exterior exit at ground level, or have a ramp conforming to Subsection 3.8.3. leading to ground level. (See Note A-3.3.1.7.(1).)","Every floor area that is not sprinklered throughout and that has an accessible path of travel shall be served by an elevator conforming to Sentences 3.2.6.5.(4) to (6), protected against fire in conformance with Clauses 3.2.6.5.(3)(b) or (c), and in a building over 3 storeys in building height, protected against smoke movement so that the hoistway will not contain more than 1% by volume of contaminated air from a fire floor during a period of 2 h after the start of a fire, assuming an outdoor temperature equal to the January design temperature on a 2.5% basis determined in conformance with Subsection 1.1.3., be divided into at least 2 zones by fire separations conforming to Sentences (2), (3) and 3.1.8.5.(6) so that persons with disabilities can be accommodated in each zone, and the travel distance from any point in one zone to a doorway leading to another zone shall be not more than the value for travel distance permitted by Sentence 3.4.2.5.(1) for the occupancy classification of the zone, (See also Sentence 3.1.8.5.(6) for requirements regarding the passage of smoke.) in the case of residential occupancies, be provided with balconies conforming to Sentence (4), have an accessible exterior exit at ground level, or have a ramp conforming to Subsection 3.8.3. leading to ground level. (See Note A-3.3.1.7.(1).)",1.0
7805,This Section applies to construction of a secondary suite and alterations to an existing building to accommodate a secondary suite. (See Note A-9.37.1.1.(1).),This Section applies to construction of a secondary suite and alterations to an existing building to accommodate a secondary suite. (See Note A-9.37.1.1.(1).),1.0
8888,"Where the principal ventilation system is a ducted forced-air heating system used in combination with a heat-recovery ventilator, the ducted forced-air heating system shall conform to Clauses (2)(a),(c) and (d), the heat-recovery ventilator shall draw supply air from an outdoor inlet into the return air plenum of the ducted forced-air heating system, and the heat-recovery ventilator shall draw exhaust air, through dedicated ducting, from one or more indoor inlets, at least one of which is located at least 2 m above the floor of the uppermost floor level, and at the capacity rating of the heat-recovery ventilator, which shall be no less than the air-flow rate specified in Table 9.32.3.5.","Where the principal ventilation system is a ducted forced-air heating system used in combination with a heat-recovery ventilator, the ducted forced-air heating system shall conform to Clauses (2)(a),(c) and (d), the heat-recovery ventilator shall draw supply air from an outdoor inlet into the return air plenum of the ducted forced-air heating system, and the heat-recovery ventilator shall draw exhaust air, through dedicated ducting, from one or more indoor inlets, at least one of which is located at least 2 m above the floor of the uppermost floor level, and at the capacity rating of the heat-recovery ventilator, which shall be no less than the air-flow rate specified in Table 9.32.3.5.",1.0
9050,Each adaptable dwelling unit shall be provided with special outlet boxes and cover plates as described in Sentence 3.2.4.19.(6). (See also Sentence 3.2.4.19.(7).),Each adaptable dwelling unit shall be provided with special outlet boxes and cover plates as described in Sentence 3.2.4.19.(6). (See also Sentence 3.2.4.19.(7).),1.0
7804,Ramps serving a single dwelling unit shall be not less than 860 mm wide.,Ramps serving a single dwelling unit shall be not less than 860 mm wide.,1.0
9529,An accessible entrance required by Sentence (1) or (2) shall be designed in accordance with Subsection 3.8.3.,An accessible entrance required by Sentence (1) or (2) shall be designed in accordance with Subsection 3.8.3.,1.0
10466,"Required exit stairs and public stairs serving buildings of other than residential occupancy shall have a width of not less than the greater of 900 mm, or 8 mm per person based on the occupant load limits specified in Table 3.1.17.1.","Required exit stairs and public stairs serving buildings of other than residential occupancy shall have a width of not less than the greater of 900 mm, or 8 mm per person based on the occupant load limits specified in Table 3.1.17.1.",1.0
10181,"The total lateral earthquake design force, Vs, shall be distributed over the height of the building in accordance with the following formula: where Fx = force applied through the centre of mass at level x, Wx, Wi portion of W that is located at or is assigned to level x or i respectively, and hx, hi = height, in m, above the base of level x and level i as per Article 4.1.8.2.","The total lateral earthquake design force, Vs, shall be distributed over the height of the building in accordance with the following formula: where Fx = force applied through the centre of mass at level x, Wx, Wi portion of W that is located at or is assigned to level x or i respectively, and hx, hi = height, in m, above the base of level x and level i as per Article 4.1.8.2.",1.0
7803,Solid blocking may be omitted for doors described in Sentence 9.7.5.2.(9) where the interior wall finish adjacent the door is in place prior to the construction of a secondary suite.,Solid blocking may be omitted for doors described in Sentence 9.7.5.2.(9) where the interior wall finish adjacent the door is in place prior to the construction of a secondary suite.,1.0
8887,"Insulating concrete form units shall be manufactured of polystyrene conforming to the performance requirements of CAN/ULC-S701, ""Thermal Insulation, Polystyrene, Boards and Pipe Covering,"" for Type 2, 3 or 4 polystyrene.","Insulating concrete form units shall be manufactured of polystyrene conforming to the performance requirements of CAN/ULC-S701, ""Thermal Insulation, Polystyrene, Boards and Pipe Covering,"" for Type 2, 3 or 4 polystyrene.",1.0
9421,"Where the superstructure of a detached building conforms to the requirements of the deformation resistance test in CSA Z240.2.1, ""Structural Requirements for Manufactured Homes,"" the foundation shall be constructed in conformance with the remainder of this Section, or CSA Z240.10.1, ""Site Preparation, Foundation, and Anchorage of Manufactured Homes.""","Where the superstructure of a detached building conforms to the requirements of the deformation resistance test in CSA Z240.2.1, ""Structural Requirements for Manufactured Homes,"" the foundation shall be constructed in conformance with the remainder of this Section, or CSA Z240.10.1, ""Site Preparation, Foundation, and Anchorage of Manufactured Homes.""",1.0
10366,"In buildings and occupancies in which water closets are required in accordance with Subsection 3.7.2., at least one universal washroom complying with Subsection 3.8.3. shall be provided in the entrance storey, unless an accessible path of travel is provided to a universal washroom complying with Subsection 3.8.3. elsewhere in the building, or the water closets required by Subsection 3.7.2. are for dwelling units only. (See Note A-3.8.2.8.(1) to (3).)","In buildings and occupancies in which water closets are required in accordance with Subsection 3.7.2., at least one universal washroom complying with Subsection 3.8.3. shall be provided in the entrance storey, unless an accessible path of travel is provided to a universal washroom complying with Subsection 3.8.3. elsewhere in the building, or the water closets required by Subsection 3.7.2. are for dwelling units only. (See Note A-3.8.2.8.(1) to (3).)",1.0
9420,"For guards within dwelling units and for exterior guards serving not more than 2 dwelling units, where the width and spacing of balusters are such that 3 balusters can be engaged by a load imposed over a 300 mm width, the load shall be imposed so as to engage 3 balusters.","For guards within dwelling units and for exterior guards serving not more than 2 dwelling units, where the width and spacing of balusters are such that 3 balusters can be engaged by a load imposed over a 300 mm width, the load shall be imposed so as to engage 3 balusters.",1.0
7273,"Where acceptable solutions are referred to in Division B, they shall be the provisions stated in Parts 3 to 10.","Where acceptable solutions are referred to in Division B, they shall be the provisions stated in Parts 3 to 10.",1.0
11095,"Except as permitted by Sentence(3), energymodellingfor buildings and major occupancies conforming to the requirements of any of Steps2 to 4 shall account for the airleakage rate derived in accordance with Article 10.2.3.5.","Except as permitted by Sentence(3), energymodellingfor buildings and major occupancies conforming to the requirements of any of Steps2 to 4 shall account for the airleakage rate derived in accordance with Article 10.2.3.5.",1.0
9217,"Except as permitted in Sentence (2), metal frames and sash of windows, doors and skylights shall incorporate a thermal break.","Except as permitted in Sentence (2), metal frames and sash of windows, doors and skylights shall incorporate a thermal break.",1.0
6933,"A lightning protection system, when provided, shall conform to the requirements of CAN/CSA-B72-M, ""Installation Code for Lightning Protection Systems.""","A lightning protection system, when provided, shall conform to the requirements of CAN/CSA-B72-M, ""Installation Code for Lightning Protection Systems.""",1.0
9049,"For the purpose of this Section, the term ""common space"" shall mean all spaces required to be conditioned spaces by Article 9.33.2.1. that are not within a suite but shall not include crawl spaces and vertical service spaces. (See Note A-9.36.1.3.(3).)","For the purpose of this Section, the term ""common space"" shall mean all spaces required to be conditioned spaces by Article 9.33.2.1. that are not within a suite but shall not include crawl spaces and vertical service spaces. (See Note A-9.36.1.3.(3).)",1.0
12591,"Cylinders of anhydrous ammonia or dangerous goods classified as toxic or oxidizing gases stored indoors shall be located in a room that is separated from the remainder of the building in conformance with Sentence 3.3.6.3.(2) of Division B of the British Columbia Building Code, is located on an exterior wall, can be entered from the exterior, and whose closures leading to the interior of the building are in conformance with Sentence 3.3.6.3.(2) of Division B of the British Columbia Building Code, and is provided with ventilation to the outdoors.","Cylinders of anhydrous ammonia or dangerous goods classified as toxic or oxidizing gases stored indoors shall be located in a room that is separated from the remainder of the building in conformance with Sentence 3.3.6.3.(2) of Division B of the British Columbia Building Code, is located on an exterior wall, can be entered from the exterior, and whose closures leading to the interior of the building are in conformance with Sentence 3.3.6.3.(2) of Division B of the British Columbia Building Code, and is provided with ventilation to the outdoors.",1.0
7160,"Except as permitted by Sentence (2), Article 3.3.1.16., Article 3.3.4.7. and Subsection 3.3.2., ramps and stairways that do not serve as exits shall conform to the requirements for exit ramps and stairways stated in Sentence 3.4.3.2.(8) and Articles 3.4.3.4., and 3.4.6.1. to 3.4.6.9.","Except as permitted by Sentence (2), Article 3.3.1.16., Article 3.3.4.7. and Subsection 3.3.2., ramps and stairways that do not serve as exits shall conform to the requirements for exit ramps and stairways stated in Sentence 3.4.3.2.(8) and Articles 3.4.3.4., and 3.4.6.1. to 3.4.6.9.",1.0
7808,"For the purpose of this Section, the term ""doors"" includes glazing in doors and sidelights for doors but does not include vehicular access doors.","For the purpose of this Section, the term ""doors"" includes glazing in doors and sidelights for doors but does not include vehicular access doors.",1.0
8429,"Where a washroom is not designed to accommodate persons with physical disabilities in a storey to which an accessible path of travel is required, signs shall be provided to indicate the location of accessible washrooms.","Where a washroom is not designed to accommodate persons with physical disabilities in a storey to which an accessible path of travel is required, signs shall be provided to indicate the location of accessible washrooms.",1.0
7880,"Except for doors serving a single dwelling unit, at least one door at every principal entrance to a building providing access from the exterior at ground level shall be designed in accordance with the requirements for exits.","Except for doors serving a single dwelling unit, at least one door at every principal entrance to a building providing access from the exterior at ground level shall be designed in accordance with the requirements for exits.",1.0
11377,"Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to the British Columbia Electrical Safety Regulation requirements for hazardous locations. (See Note A-5.1.2.1.(1).)","Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to the British Columbia Electrical Safety Regulation requirements for hazardous locations. (See Note A-5.1.2.1.(1).)",1.0
9163,Door assemblies providing access shall be designed in accordance with Subsection 3.8.3.,Door assemblies providing access shall be designed in accordance with Subsection 3.8.3.,1.0
8170,"Where sleeping rooms or bed spaces are provided for residential clubs, schools, colleges and dormitories, at least one room or space, in addition to rooms or spaces described in Sentence (2), shall be equipped with a visible warning system conforming to Article 3.2.4.19., and for hotels and motels, at least one room or space for every 20 or part thereof, in addition to the rooms or spaces described in Sentence (1), shall be equipped with a visible warning system conforming to Article 3.2.4.19.","Where sleeping rooms or bed spaces are provided for residential clubs, schools, colleges and dormitories, at least one room or space, in addition to rooms or spaces described in Sentence (2), shall be equipped with a visible warning system conforming to Article 3.2.4.19., and for hotels and motels, at least one room or space for every 20 or part thereof, in addition to the rooms or spaces described in Sentence (1), shall be equipped with a visible warning system conforming to Article 3.2.4.19.",1.0
10733,Sliding doors shall not permit the removal of the sliding panel when in the locked position.,Sliding doors shall not permit the removal of the sliding panel when in the locked position.,1.0
10174,"In a building in which an escalator or inclined moving walk provides access to any floor level above or below the entrance floor level, an interior accessible path of travel shall also be provided to those floor levels. (See Note A-3.8.2.4.(1).)","In a building in which an escalator or inclined moving walk provides access to any floor level above or below the entrance floor level, an interior accessible path of travel shall also be provided to those floor levels. (See Note A-3.8.2.4.(1).)",1.0
9418,"Except as provided in Sentence 9.9.7.3.(1), where an egress door from a dwelling unit opens onto a public corridor or exterior passageway it shall be possible from the location where the egress door opens onto the corridor or exterior passageway to go in opposite directions to 2 separate exits unless the dwelling unit has a second and separate means of egress.","Except as provided in Sentence 9.9.7.3.(1), where an egress door from a dwelling unit opens onto a public corridor or exterior passageway it shall be possible from the location where the egress door opens onto the corridor or exterior passageway to go in opposite directions to 2 separate exits unless the dwelling unit has a second and separate means of egress.",1.0
8000,"Where alterations are made to an existing building, universal washrooms complying with Subsection 3.8.3. are permitted to be provided in lieu of facilities for persons with disabilities in washrooms. (See Note A-3.8.2.8.(1) to (3).)","Where alterations are made to an existing building, universal washrooms complying with Subsection 3.8.3. are permitted to be provided in lieu of facilities for persons with disabilities in washrooms. (See Note A-3.8.2.8.(1) to (3).)",1.0
7541,"In a building of residential occupancy in which there is no dwelling unit above another dwelling unit, a party wall on a property line between dwelling units need not be constructed as a firewall provided it is constructed as a fire separation having a fire-resistance rating of not less than a 1 h.","In a building of residential occupancy in which there is no dwelling unit above another dwelling unit, a party wall on a property line between dwelling units need not be constructed as a firewall provided it is constructed as a fire separation having a fire-resistance rating of not less than a 1 h.",1.0
7806,"Except as provided in Sentences 9.9.7.3.(1) and 9.9.8.2.(2), from the point where a doorway described in Clause (1)(b) or (c) enters the public corridor or exterior passageway, it shall be possible to go in opposite directions to each of 2 separate exits.","Except as provided in Sentences 9.9.7.3.(1) and 9.9.8.2.(2), from the point where a doorway described in Clause (1)(b) or (c) enters the public corridor or exterior passageway, it shall be possible to go in opposite directions to each of 2 separate exits.",1.0
8427,"This Subsection applies to design and fire protection requirements for buildings or parts thereof used for the storage, handling, use and processing of dangerous goods, including flammable liquids and combustible liquids, in quantities in excess of those identified in Table 3.2.7.1. of Division B of the British Columbia Fire Code. (See Note A-3.3.6.1.(1).)","This Subsection applies to design and fire protection requirements for buildings or parts thereof used for the storage, handling, use and processing of dangerous goods, including flammable liquids and combustible liquids, in quantities in excess of those identified in Table 3.2.7.1. of Division B of the British Columbia Fire Code. (See Note A-3.3.6.1.(1).)",1.0
10177,"Except for stairs serving areas only used as service rooms or service spaces, the rise, which is measured as the vertical nosing-to-nosing distance, shall comply with Table 9.8.4.1.","Except for stairs serving areas only used as service rooms or service spaces, the rise, which is measured as the vertical nosing-to-nosing distance, shall comply with Table 9.8.4.1.",1.0
11167,"Where a bathtub is installed in a suite of residential occupancy required to be accessible, it shall comply with Subsection 3.8.3.","Where a bathtub is installed in a suite of residential occupancy required to be accessible, it shall comply with Subsection 3.8.3.",1.0
12030,"Except as provided in Sentences 3.2.8.2.(2)and 3.2.8.2.(3), cylinders of dangerous goods classified as flammable gases stored indoors shall be located in a room that is separated from the remainder of the building in conformance with Sentence 3.3.6.3.(1) of Division B of the British Columbia Building Code, is located on an exterior wall of the building, can be entered from the exterior, and whose closures leading to the interior of the building are in conformance with Sentence 3.3.6.3.(1) of Division B of the British Columbia Building Code, is designed to prevent critical structural and mechanical damage from an internal explosion in conformance with good engineering practice such as that described in NFPA 68-2013 Explosion Protection by Deflagration Venting (see Note A-3.2.8.2.(1)(d)), is provided with natural or mechanical ventilation in conformance with part 4., does not contain fuel-fired appliances or high-temperature heating elements, and is used for no purpose other than the storage of dangerous goods classified as compressed gases.","Except as provided in Sentences 3.2.8.2.(2)and 3.2.8.2.(3), cylinders of dangerous goods classified as flammable gases stored indoors shall be located in a room that is separated from the remainder of the building in conformance with Sentence 3.3.6.3.(1) of Division B of the British Columbia Building Code, is located on an exterior wall of the building, can be entered from the exterior, and whose closures leading to the interior of the building are in conformance with Sentence 3.3.6.3.(1) of Division B of the British Columbia Building Code, is designed to prevent critical structural and mechanical damage from an internal explosion in conformance with good engineering practice such as that described in NFPA 68-2013 Explosion Protection by Deflagration Venting (see Note A-3.2.8.2.(1)(d)), is provided with natural or mechanical ventilation in conformance with part 4., does not contain fuel-fired appliances or high-temperature heating elements, and is used for no purpose other than the storage of dangerous goods classified as compressed gases.",1.0
10812,"Where an exterior exit door in one fire compartment is within 3 m horizontally of an unprotected opening in another fire compartment and the exterior walls of these fire compartments intersect at an exterior angle of less than 135°, the opening shall be protected with wired glass in fixed steel frames conforming to Article 9.10.13.5., or glass block conforming to Article 9.10.13.7.","Where an exterior exit door in one fire compartment is within 3 m horizontally of an unprotected opening in another fire compartment and the exterior walls of these fire compartments intersect at an exterior angle of less than 135°, the opening shall be protected with wired glass in fixed steel frames conforming to Article 9.10.13.5., or glass block conforming to Article 9.10.13.7.",1.0
7596,"Access shall be provided to alterations, additions and changes in occupancy to the extent required in Subsection 3.8.4.","Access shall be provided to alterations, additions and changes in occupancy to the extent required in Subsection 3.8.4.",1.0
8481,Courtrooms shall be equipped with an assistive listening system complying with Subsection 3.8.3.,Courtrooms shall be equipped with an assistive listening system complying with Subsection 3.8.3.,1.0
9015,Exits are not required directly from roof-top enclosures that are provided with access to exits in conformance with Sentences 3.3.1.3.(5) and (6).,Exits are not required directly from roof-top enclosures that are provided with access to exits in conformance with Sentences 3.3.1.3.(5) and (6).,1.0
9490,"This Subsection does not apply to buildings of new construction, vertical additions of one storey not more than 600 m² in floor area regardless of occupancy, or horizontal or vertical additions to occupancies described in Clauses 3.8.2.1.(1)(a) to (g).","This Subsection does not apply to buildings of new construction, vertical additions of one storey not more than 600 m² in floor area regardless of occupancy, or horizontal or vertical additions to occupancies described in Clauses 3.8.2.1.(1)(a) to (g).",1.0
7194,"Except as provided in Subsection 6.3.4., systems serving spaces that contain hazardous gases, dusts or liquids shall be designed, constructed and installed to conform to the requirements of the applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, to good engineering practice such as that described in the publications of the National Fire Protection Association and in the British Columbia Fire Code. (See Note A-6.9.1.2.(1).)","Except as provided in Subsection 6.3.4., systems serving spaces that contain hazardous gases, dusts or liquids shall be designed, constructed and installed to conform to the requirements of the applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, to good engineering practice such as that described in the publications of the National Fire Protection Association and in the British Columbia Fire Code. (See Note A-6.9.1.2.(1).)",1.0
10141,"A principal ventilation system need not conform to Sentence (1) if the principal ventilation system services a dwelling unit that is located where the January design temperature, on a 2.5% basis determined in conformance with Article 1.1.3.1., is greater than -20°C, has only 1 storey and a floor area of less than 168 m2 within the building envelope (see Note A-9.32.3.4.(6)(a)(ii)), does not have a ducted forced-air heating system, and except for a secondary suite, is not located in a building conforming to Subsection 9.36.6. or 10.2.3., and provides supply air passively from outdoors through dedicated inlets that are located in each bedroom and at least one common area, are located at least 1 800 mm above the floor, and have an unobstructed vent area of not less than 25 cm2.","A principal ventilation system need not conform to Sentence (1) if the principal ventilation system services a dwelling unit that is located where the January design temperature, on a 2.5% basis determined in conformance with Article 1.1.3.1., is greater than -20°C, has only 1 storey and a floor area of less than 168 m2 within the building envelope (see Note A-9.32.3.4.(6)(a)(ii)), does not have a ducted forced-air heating system, and except for a secondary suite, is not located in a building conforming to Subsection 9.36.6. or 10.2.3., and provides supply air passively from outdoors through dedicated inlets that are located in each bedroom and at least one common area, are located at least 1 800 mm above the floor, and have an unobstructed vent area of not less than 25 cm2.",1.0
8966,"Where a public corridor is not less than 9 m wide and conforms to Subclauses 3.4.2.5.(1)(d)(i) to (d)(iv), the travel distance may be determined in accordance with those Subclauses.","Where a public corridor is not less than 9 m wide and conforms to Subclauses 3.4.2.5.(1)(d)(i) to (d)(iv), the travel distance may be determined in accordance with those Subclauses.",1.0
10394,Every counter more than 2 m long at which the public is served and intended as a work surface for extended business transactions shall comply with Subsection 3.8.3. (See Note A-3.8.2.11.(1).) (See also Note A-3.8.2.3.),Every counter more than 2 m long at which the public is served and intended as a work surface for extended business transactions shall comply with Subsection 3.8.3. (See Note A-3.8.2.11.(1).) (See also Note A-3.8.2.3.),1.0
7587,"Externally illuminated exit signs shall be continuously illuminated and conform to CAN/ULC-S572, ""Photoluminescent and Self-Luminous Exit Signs and Path Marking Systems."" (See Note A-3.4.5.1.(4).)","Externally illuminated exit signs shall be continuously illuminated and conform to CAN/ULC-S572, ""Photoluminescent and Self-Luminous Exit Signs and Path Marking Systems."" (See Note A-3.4.5.1.(4).)",1.0
8184,The floor area on either side of a horizontal exit conforming to Article 3.4.6.10. is permitted to be considered as a zone in applying the requirements of Clause (1)(b).,The floor area on either side of a horizontal exit conforming to Article 3.4.6.10. is permitted to be considered as a zone in applying the requirements of Clause (1)(b).,1.0
8912,"Where the principal ventilation system is a ducted central-recirculation ventilation system, the ducted central-recirculation ventilation system shall draw supply air from an outdoor inlet connected upstream of the fan, and draw air from each bedroom and deliver it to a common area, or a common area and deliver it to each bedroom.","Where the principal ventilation system is a ducted central-recirculation ventilation system, the ducted central-recirculation ventilation system shall draw supply air from an outdoor inlet connected upstream of the fan, and draw air from each bedroom and deliver it to a common area, or a common area and deliver it to each bedroom.",1.0
12692,"In buildings within the scope of Subsection 3.2.6. of Division B of the British Columbia Building Code, the fire safety plan shall, in addition to the requirements of Sentence 2.8.2.1.(1), include the training of supervisory staff in the use of the voice communication system, the procedures for the use of elevators, the action to be taken by supervisory staff in initiating any smoke control or other fire emergency systems installed in a building in the event of fire until the fire department arrives, instructions to the supervisory staff and fire department for the operation of the systems referred to in Sentence 2.8.2.4.(1), and the procedures established to facilitate fire department access to the building and fire location within the building.","In buildings within the scope of Subsection 3.2.6. of Division B of the British Columbia Building Code, the fire safety plan shall, in addition to the requirements of Sentence 2.8.2.1.(1), include the training of supervisory staff in the use of the voice communication system, the procedures for the use of elevators, the action to be taken by supervisory staff in initiating any smoke control or other fire emergency systems installed in a building in the event of fire until the fire department arrives, instructions to the supervisory staff and fire department for the operation of the systems referred to in Sentence 2.8.2.4.(1), and the procedures established to facilitate fire department access to the building and fire location within the building.",1.0
10581,Solid masonry units shall be laid with full head and bed joints.,Solid masonry units shall be laid with full head and bed joints.,1.0
8631,"The surfaces of ramps, and landings and treads shall have a finish that is slip resistant, and if accessible to the public, shall have either a colour contrast or a distinctive pattern, readily visible from both directions of travel, to demarcate the leading edge of the tread and the leading edge of the landing, as well as the beginning and end of a ramp.","The surfaces of ramps, and landings and treads shall have a finish that is slip resistant, and if accessible to the public, shall have either a colour contrast or a distinctive pattern, readily visible from both directions of travel, to demarcate the leading edge of the tread and the leading edge of the landing, as well as the beginning and end of a ramp.",1.0
8087,"At an accessible entrance that includes more than one doorway, only one of the doorways is required to be designed in accordance with Subsection 3.8.3.","At an accessible entrance that includes more than one doorway, only one of the doorways is required to be designed in accordance with Subsection 3.8.3.",1.0
6796,"Buildings or parts thereof and facilities that are required to be accessible shall be designed in accordance with this Subsection, or the provisions of CSA B651, ""Accessible Design for the Built Environment,"" listed in Table 3.8.3.1., in their entirety. (See Note A-3.8.3.1.(1).)","Buildings or parts thereof and facilities that are required to be accessible shall be designed in accordance with this Subsection, or the provisions of CSA B651, ""Accessible Design for the Built Environment,"" listed in Table 3.8.3.1., in their entirety. (See Note A-3.8.3.1.(1).)",1.0
10580,"Shelves or counters required by Sentence 3.8.2.11.(2) shall be level, be not less than 350 mm deep, have, for each telephone provided, a clear space not less than 250 mm wide having no obstruction within 250 mm above the surface, have a section with a surface not more than 865 mm above the floor serving at least one telephone, and have a clear floor space of not less than 800 mm by 1 350 mm centred on and within 300 mm in front of the telephone.","Shelves or counters required by Sentence 3.8.2.11.(2) shall be level, be not less than 350 mm deep, have, for each telephone provided, a clear space not less than 250 mm wide having no obstruction within 250 mm above the surface, have a section with a surface not more than 865 mm above the floor serving at least one telephone, and have a clear floor space of not less than 800 mm by 1 350 mm centred on and within 300 mm in front of the telephone.",1.0
8310,Fire separations for rooms where flammable liquids and combustible liquids are stored are required to be constructed with a fire-resistance rating in conformance with Subsection 4.2.9. of Division B of the British Columbia Fire Code.,Fire separations for rooms where flammable liquids and combustible liquids are stored are required to be constructed with a fire-resistance rating in conformance with Subsection 4.2.9. of Division B of the British Columbia Fire Code.,1.0
11495,Combustible refuse in sufficient quantities to constitute a fire hazard shall be moved to a safe location. (See also Subsection 8.2.5. of Division B of the British Columbia Building Code.),Combustible refuse in sufficient quantities to constitute a fire hazard shall be moved to a safe location. (See also Subsection 8.2.5. of Division B of the British Columbia Building Code.),1.0
7031,"Unless the degree of access provided is such as to make these signs unnecessary, signs complying with Subsection 3.8.3. shall be installed in an accessible floor area to indicate the location of accessible entrances, alternate access routes, accessible spaces in seating areas, accessible refreshment facilities, accessible checkout lanes, accessible public telephones, accessible washrooms, accessible showers, accessible passenger-elevating devices, accessible parking stalls, accessible passenger-loading zones, and facilities for persons that are deaf or hard of hearing.","Unless the degree of access provided is such as to make these signs unnecessary, signs complying with Subsection 3.8.3. shall be installed in an accessible floor area to indicate the location of accessible entrances, alternate access routes, accessible spaces in seating areas, accessible refreshment facilities, accessible checkout lanes, accessible public telephones, accessible washrooms, accessible showers, accessible passenger-elevating devices, accessible parking stalls, accessible passenger-loading zones, and facilities for persons that are deaf or hard of hearing.",1.0
9302,Buildings described in Clause 9.16.2.1.(2)(b) need not conform to Sentence (3).,Buildings described in Clause 9.16.2.1.(2)(b) need not conform to Sentence (3).,1.0
11223,"Exhaust ducts, and supply ducts that conduct heated or cooled air, shall be sized in accordance with the requirements of the manufacturer of the fans to which they are connected, and have an equivalent diameter not less than that specified by Table 9.32.3.8.(3).","Exhaust ducts, and supply ducts that conduct heated or cooled air, shall be sized in accordance with the requirements of the manufacturer of the fans to which they are connected, and have an equivalent diameter not less than that specified by Table 9.32.3.8.(3).",1.0
9645,Exterior guards serving not more than one dwelling unit shall be not less than 900 mm high where the walking surface served by the guard is not more than 1 800 mm above the finished ground level.,Exterior guards serving not more than one dwelling unit shall be not less than 900 mm high where the walking surface served by the guard is not more than 1 800 mm above the finished ground level.,1.0
11907,"Except as permitted in Table 3.2.7.6., solid and liquid dangerous goods classified as oxidizers or organic peroxides shall be separated from the remainder of the building in conformance with Sentence 3.3.6.2.(1) of Division B of the British Columbia Building Code.","Except as permitted in Table 3.2.7.6., solid and liquid dangerous goods classified as oxidizers or organic peroxides shall be separated from the remainder of the building in conformance with Sentence 3.3.6.2.(1) of Division B of the British Columbia Building Code.",1.0
9303,Sleeping rooms and bed spaces provided in care occupancies where the building is not equipped with a 2-stage fire alarm system shall be equipped with a visible warning system conforming to Article 3.2.4.19. (See also Clause 3.2.4.3.(1)(c).),Sleeping rooms and bed spaces provided in care occupancies where the building is not equipped with a 2-stage fire alarm system shall be equipped with a visible warning system conforming to Article 3.2.4.19. (See also Clause 3.2.4.3.(1)(c).),1.0
