Full Index,AB Full,AB Variations,Similarity
5052,"Communication, interaction and coordination between the designer and the registered engineering professional responsible for the geotechnical aspects of the project shall take place to a degree commensurate with the complexity and requirements of the project .","Communication, interaction and coordination between the designer and the registered engineering professional responsible for the geotechnical aspects of the project shall take place to a degree commensurate with the complexity and requirements of the project.",0.9722222222222222
3239,"In buildings located on a site at which the noise contour value is 25 or more, dwelling units and suites used for residential occupancy shall be ventilated with a mechanical ventilation system that includes a fresh air inlet duct that has a minimum diameter of 150 mm, is insulated, has a regulating damper that does not conflict with the requirements of part 9., and conducts outside air to the return duct.","In buildings located on a site at which the noise contour value is 25 or more, dwelling units and suites used for residential occupancy shall be ventilated with a mechanical ventilation system that includes a fresh air inlet duct that has a minimum diameter of 150 mm, is insulated, has a regulating damper that does not conflict with the requirements of Subsection 9.32.3., and conducts outside air to the return duct.",0.971830985915493
2722,"The fire-resistance rating required for a wall by other Parts of this Code is waived if the membranes on the wall contribute to the fire-resistance rating of the wall a membrane protection value not less than those specified in Articles 10.4.1.3. to 10.4.1.5. when rated in accordance with , or when tested in accordance with Section 17 of ULC CAN/ULC-S101-14 Fire Endurance Tests of Building Construction and Materials","The fire-resistance rating required for a wall by other Parts of this Code is waived if the membranes on the wall contribute to the fire-resistance rating of the wall a membrane protection value not less than those specified in Articles 10.4.1.3. to 10.4.1.5. when rated in accordance with Appendix D, or when tested in accordance with Section 17 of ULC CAN/ULC-S101-14 Fire Endurance Tests of Building Construction and Materials",0.9710144927536232
2881,Flashing along the slopes of a roof described in Sentence 9.26.4.4.(1) shall be stepped so that there is not less than a 75 mm head lap in both the lower flashing and counterflashing.,Flashing along the slopes of a roof described in Sentence (1) shall be stepped so that there is not less than a 75 mm head lap in both the lower flashing and counterflashing.,0.9696969696969697
718,"A rate of flow indicator shall be installed in strict accordance with the manufacturer’s recommendations and shall be located where practicable near the filters and provide not less than 95% degree of accuracy at all times, be provided with a scale calibrated for reading in litres per second or litres per minute, and have a range of 0 to 150% of the established filtration rate.","A rate of flow indicator shall be installed in strict accordance with the manufacturer s recommendations and shall be located where practicable near the filters and provide not less than 95% degree of accuracy at all times, be provided with a scale calibrated for reading in litres per second or litres per minute, and have a range of 0 to 150% of the established filtration rate.",0.9696969696969697
3661,"Except as permitted by Sentence 3.2.1.5.(2) , in a building in which an automatic sprinkler system is not required to be installed by Article 3.2.2.18., every basement shall be sprinklered throughout, or be subdivided into fire compartments not more than 600 m2 in area by a fire separation having a fire-resistance rating not less than that required for the floor assembly immediately above the basement.","Except as permitted by Sentence 3.2.1.5.(2), in a building in which an automatic sprinkler system is not required to be installed by Article 3.2.2.18., every basement shall be sprinklered throughout, or be subdivided into fire compartments not more than 600 m2 in area by a fire separation having a fire-resistance rating not less than that required for the floor assembly immediately above the basement.",0.9692307692307692
3588,"Except as provided in Sentence 3.5.2.1.(3) and Article 3.8.3.7. for elevators and platform-equipped passenger-elevating devices, controls for the operation of building services or safety devices, including electrical switches, thermostats, faucets, door hardware and intercom switches, that are intended to be operated by the occupant and are located in or adjacent to a barrier-free path of travel shall comply with part 3. (See Note A-3.8.2.6.(1).)","Except as provided in Sentence 3.5.2.1.(3) and Article 3.8.3.7. for elevators and platform-equipped passenger-elevating devices, controls for the operation of building services or safety devices, including electrical switches, thermostats, faucets, door hardware and intercom switches, that are intended to be operated by the occupant and are located in or adjacent to a barrier-free path of travel shall comply with Subsection 3.8.3. (See Note A-3.8.2.6.(1).)",0.96875
2666,"If more than one water closet is provided in a washroom required to be barrier-free, a barrier-free stall complying with part 3. shall be provided for every 10 stalls or part thereof.","If more than one water closet is provided in a washroom required to be barrier-free, a barrier-free stall complying with Subsection 3.8.3. shall be provided for every 10 stalls or part thereof.",0.96875
3959,"If heat tape is used on combustible drain, waste and vent pipes, it shall be provided with devices to ensure that it will not exceed temperatures recommended by the combustible pipe manufacturer and it shall be installed in accordance with the manufacturer’s recommendations and instructions, except that a heat tape shall be not closer than 50 mm to any other combustible material.","If heat tape is used on combustible drain, waste and vent pipes, it shall be provided with devices to ensure that it will not exceed temperatures recommended by the combustible pipe manufacturer and it shall be installed in accordance with the manufacturer s recommendations and instructions, except that a heat tape shall be not closer than 50 mm to any other combustible material.",0.9682539682539683
3491,"Every floor area above or below the first storey that is not sprinklered throughout and that has a barrier-free path of travel shall be served by an elevator conforming to Sentences 3.2.6.5.(6) to 3.2.6.5.(8), protected against fire in conformance with Clauses 3.2.6.5.(5)or 3.2.6.5.(5), and in a building over 3 storeys in building height, protected against smoke movement so that the hoistway will not contain more than 1% by volume of contaminated air from a fire floor during a period of 2 h after the start of a fire, assuming an outdoor temperature equal to the January design temperature on a 2.5% basis determined in conformance with part 1., be divided into at least 2 zones by fire separations conforming to Sentences 3.3.1.7.(2) , 3.3.1.7.(3)and 3.1.8.5.(6) so that (see Note A-3.3.1.7.(1)(b)) persons with physical disabilities can be accommodated in each zone, and the travel distance from any point in one zone to a doorway leading to another zone shall be not more than the value for travel distance permitted by Sentence 3.4.2.5.(1) for the occupancy classification of the zone, in the case of residential occupancies, be provided with balconies conforming to Sentence 3.3.1.7.(4), except on the storey containing the barrier-free entrance required by Article 3.8.2.2., have an exterior exit at ground level, or have a ramp leading to ground level.","Every floor area above or below the first storey that is not sprinklered throughout and that has a barrier-free path of travel shall be served by an elevator conforming to Sentences 3.2.6.5.(6) to 3.2.6.5.(8), protected against fire in conformance with Clauses 3.2.6.5.(5) or 3.2.6.5.(5), and in a building over 3 storeys in building height, protected against smoke movement so that the hoistway will not contain more than 1% by volume of contaminated air from a fire floor during a period of 2 h after the start of a fire, assuming an outdoor temperature equal to the January design temperature on a 2.5% basis determined in conformance with Subsection 1.1.3., be divided into at least 2 zones by fire separations conforming to Sentences 3.3.1.7.(2), 3.3.1.7.(3) and 3.1.8.5.(6) so that (see Note A-3.3.1.7.(1)(b)) persons with physical disabilities can be accommodated in each zone, and the travel distance from any point in one zone to a doorway leading to another zone shall be not more than the value for travel distance permitted by Sentence 3.4.2.5.(1) for the occupancy classification of the zone, in the case of residential occupancies, be provided with balconies conforming to Sentence 3.3.1.7.(4), except on the storey containing the barrier-free entrance required by Article 3.8.2.2., have an exterior exit at ground level, or have a ramp leading to ground level.",0.9681818181818181
1604,"Where showers are provided in a building, at least one shower stall shall comply with part 3., except where showers are provided within a suite of care occupancy, a suite of residential occupancy, an industrial occupancy, a business and personal services occupancy where the showers are not required for provision of hygienic services related to the business, or a mercantile occupancy.","Where showers are provided in a building, at least one shower stall shall comply with Subsection 3.8.3., except where showers are provided within a suite of care occupancy, a suite of residential occupancy, an industrial occupancy, a business and personal services occupancy where the showers are not required for provision of hygienic services related to the business, or a mercantile occupancy.",0.9672131147540983
2364,"Shelves or counters required by Sentence 3.8.2.11.(2) shall be level, be not less than 265 mmdeep, have, for each telephone provided, a clear space not less than 265 mm wide having no obstruction within 265 mm above the surface, and have a section with a surface not more than 865 mm above the floor serving at least one telephone.","Shelves or counters required by Sentence 3.8.2.11.(2) shall be level, be not less than 265 mmd eep, have, for each telephone provided, a clear space not less than 265 mm wide having no obstruction within 265 mm above the surface, and have a section with a surface not more than 865 mm above the floor serving at least one telephone.",0.9666666666666667
1892,"Structural design of a water slide flume, its supporting structure and ancillary facilities shall conform to part 4. or, in the absence of specific requirements, to good engineering practice.","Structural design of a water slide flume, its supporting structure and ancillary facilities shall conform to Part 4. or, in the absence of specific requirements, to good engineering practice.",0.9655172413793104
2792,"Except as provided in Sentences 3.8.2.7.(2) and 3.8.2.7.(3), every door that provides a barrier-free path of travel through an entrance referred to in Article 3.8.2.2., including the interior doors of a vestibule where provided, shall be equipped with a power door operator that complies with part 3. and allows persons to activate the opening of the door in the intended direction of travel, where the entrance serves a hotel, a building of Group B, Division 2 major occupancy, a building of Group A, Group B, Division 3, Group D or E major occupancy more than 500 m2 in building area, or a building that contains a physician clinic or office within the scope of part 3.","Except as provided in Sentences 3.8.2.7.(2) and 3.8.2.7.(3), every door that provides a barrier-free path of travel through an entrance referred to in Article 3.8.2.2., including the interior doors of a vestibule where provided, shall be equipped with a power door operator that complies with Subsection 3.8.3. and allows persons to activate the opening of the door in the intended direction of travel, where the entrance serves a hotel, a building of Group B, Division 2 major occupancy, a building of Group A, Group B, Division 3, Group D or E major occupancy more than 500 m2 in building area, or a building that contains a physician clinic or office within the scope of Subsection 3.8.5.",0.9655172413793104
4809,"Except as provided in Sentences 9.10.15.5.(8) to 9.10.15.5.(11), Sentence 9.10.15.5.(5) shall not apply to buildings containing 1 or 2 dwelling units only, and detached garages or accessory buildings, where the detached garage or accessory building serves only one dwelling unit or a house with a secondary suite, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","Except as provided in Sentences 9.10.15.5.(8) to 9.10.15.5.(11), Sentence 9.10.15.5.(5) shall not apply to buildings containing 1 or 2 dwelling units only, and detached garages or accessory buildings, where the detached garage or accessory building serves only one dwelling unit or a house with a secondary suite, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property. (See Note A-9.10.14.5.(7).)",0.9651162790697675
2342,"Except for buildings constructed under Article 3.2.2.89.or 3.2.2.90., and except for curling rinks or arenas used exclusively for sports activities, places of worship, community halls, gymnasiums and spaces containing a swimming pool, a building shall be protected with an automatic fire suppression system if it has a fire compartment more than 2 000 m2 in area.","Except for buildings constructed under Article 3.2.2.89. or 3.2.2.90., and except for curling rinks or arenas used exclusively for sports activities, places of worship, community halls, gymnasiums and spaces containing a swimming pool, a building shall be protected with an automatic fire suppression system if it has a fire compartment more than 2 000 m2 in area.",0.9649122807017544
318,"Except as permitted by Sentences 3.8.2.3.(2) , 3.8.2.3.(4) and 3.8.2.3.(5), a barrier-free path of travel from the entrances required by Sentences 3.8.2.2.(1) and 3.8.2.2.(2) shall be provided throughout all normally occupied floor areas. (See Article 3.3.1.7. for additional requirements regarding floor areas above or below the first storey to which a barrier-free path of travel is required.)","Except as permitted by Sentences 3.8.2.3.(2), 3.8.2.3.(4) and 3.8.2.3.(5), a barrier-free path of travel from the entrances required by Sentences 3.8.2.2.(1) and 3.8.2.2.(2) shall be provided throughout all normally occupied floor areas. (See Article 3.3.1.7. for additional requirements regarding floor areas above or below the first storey to which a barrier-free path of travel is required.)",0.9649122807017544
1352,"The minimum number of inlets shall be calculated on the basis of the maximum flow rate of the filter system divided by the manufacturer’s recommended maximum circulation rate for each inlet fitting, but in no case shall the velocities exceed the maximum values allowed by this Code, and in no case be fewer than 2.","The minimum number of inlets shall be calculated on the basis of the maximum flow rate of the filter system divided by the manufacturer s recommended maximum circulation rate for each inlet fitting, but in no case shall the velocities exceed the maximum values allowed by this Code, and in no case be fewer than 2.",0.9642857142857143
3981,"Except as provided in Sentence 3.8.2.3.(5) and except for a storey containing a physician clinic or office within the scope of part 3., Sentence 3.8.2.3.(1) does not apply to any storey, not more than 600 m2 in area, above or below the first storey of a building that does not exceed two storeys in building height.","Except as provided in Sentence 3.8.2.3.(5) and except for a storey containing a physician clinic or office within the scope of Subsection 3.8.5., Sentence 3.8.2.3.(1) does not apply to any storey, not more than 600 m2 in area, above or below the first storey of a building that does not exceed two storeys in building height.",0.9642857142857143
1,"Except as provided in Sentence 6.3.2.14.(1), the outdoor air quality conditions of the geographic area of the building site to be used in designing ventilation systems shall be equal to or less than the maximum acceptable levels stated in the Canada-wide Standards for Particulate Matter (PM) and Ozone as follows: a 24 hour average of 30 µg/m3 for particulate matter that is 2.5 µm or less in diameter (PM2.5), and an 8 hour average of 65 ppb for ground-level ozone.","Except as provided in Sentence 6.3.2.14.(1), the outdoor air quality conditions of the geographic area of the building site to be used in designing ventilation systems shall be equal to or less than the maximum acceptable levels stated in the Canada-wide Standards for Particulate Matter (PM) and Ozone as follows: a 24 hour average of 30 µg/m3 for particulate matter that is 2.5 µm or less in diameter (PM2.5), and an 8 hour average of 65 ppb for ground-level ozone. (See Note A-6.2.1.2.(2).)",0.963855421686747
2012,Heating equipment shall be capable of maintaining a temperature of 20°C within a building when the outside temperature is –45°C and the wind velocity is 25 km/h.,Heating equipment shall be capable of maintaining a temperature of 20°C within a building when the outside temperature is 45°C and the wind velocity is 25 km/h.,0.9629629629629629
1067,"Except as permitted by Sentences 3.2.4.10.(3) , 3.2.4.10.(5) and 3.2.4.10.(6) if a fire alarm system is required in a building that is not sprinklered, fire detectors shall be installed in the following spaces: storage rooms not within dwelling units, service rooms not within dwelling units, janitors’ rooms, rooms in which hazardous substances are to be used or stored (see Note A-3.3.1.2.(1)), elevator hoistways and dumbwaiter shafts, and laundry rooms in buildings of residential occupancy, but not those within dwelling units.","Except as permitted by Sentences 3.2.4.10.(3), 3.2.4.10.(5) and 3.2.4.10.(6) if a fire alarm system is required in a building that is not sprinklered, fire detectors shall be installed in the following spaces: storage rooms not within dwelling units, service rooms not within dwelling units, janitors rooms, rooms in which hazardous substances are to be used or stored (see Note A-3.3.1.2.(1)), elevator hoistways and dumbwaiter shafts, and laundry rooms in buildings of residential occupancy, but not those within dwelling units.",0.9625
1717,"The rating of the membrane protection required by Sentence 10.4.1.3.(3) need not be more than 5 min if the wall cavity is filled with mineral wool produced from glass, slag or rock having a density not less than 14 kg/m3 , compressed to 75% of its nominal thickness, and completely filling the cavity.","The rating of the membrane protection required by Sentence 10.4.1.3.(3) need not be more than 5 min if the wall cavity is filled with mineral wool produced from glass, slag or rock having a density not less than 14 kg/m3, compressed to 75% of its nominal thickness, and completely filling the cavity.",0.9622641509433962
465,"Except as permitted by Sentence 3.2.2.47.(3), Sentence 3.2.2.48.(3), Sentence 3.2.2.49.(3), Sentence 3.2.2.50.(3), Sentence 3.2.2.51.(3) or 3.2.2.54.(3), a floor assembly immediately above a basement shall be constructed as a fire separation having a fire-resistance rating conforming to the requirements of Articles 3.2.2.20.to 3.2.2.90. for a floor assembly, but not less than 45 min.","Except as permitted by Sentence 3.2.2.47.(3), Sentence 3.2.2.48.(3), Sentence 3.2.2.49.(3), Sentence 3.2.2.50.(3), Sentence 3.2.2.51.(3) or 3.2.2.54.(3), a floor assembly immediately above a basement shall be constructed as a fire separation having a fire-resistance rating conforming to the requirements of Articles 3.2.2.20. to 3.2.2.90. for a floor assembly, but not less than 45 min.",0.9622641509433962
4779,"The requirements of this Section apply to all buildings except detached houses, semi-detached houses, houses with a secondary suite, duplexes, triplexes, townhouses, row houses and boarding houses that are not used in social programs such as group homes, halfway houses and shelters (see Note A-1.4.1.2.(1), Secondary Suite), relocatable industrial accommodations, buildings of Group F, Division 1 major occupancy, in which only the requirements dealing with hearing disabilities would apply, and buildings that are not intended to be occupied on a daily or full-time basis, including automatic telephone exchanges, pumphouses and substations, in which only the requirements dealing with hearing disabilities would apply.","The requirements of this Section apply to all buildings except detached houses, semi-detached houses, houses with a secondary suite, duplexes, triplexes, townhouses, row houses and boarding houses that are not used in social programs such as group homes, halfway houses and shelters (see Note A-1.4.1.2.(1) of Division A, Secondary Suite), relocatable industrial accommodations, buildings of Group F, Division 1 major occupancy, in which only the requirements dealing with hearing disabilities would apply, and buildings that are not intended to be occupied on a daily or full-time basis, including automatic telephone exchanges, pumphouses and substations, in which only the requirements dealing with hearing disabilities would apply.",0.9619047619047619
608,"The design of foundations, excavations and soil- and rock-retaining structures shall be based on a subsurface investigation carried out in conformance with the requirements of this Section, and on any of the following, as appropriate: application of generally accepted geotechnical and civil engineering principles by a registered engineering professional especially qualified in this field of work, as provided in this Section and other Sections of part 4., established local practice, where such practice includes successful experience both with soils and rocks of similar type and condition and with a foundation or excavation of similar type, construction method, size and depth, or in situ testing of foundation units, such as the load testing of piles, anchors or footings, carried out by a person competent in this field of work.","The design of foundations, excavations and soil- and rock-retaining structures shall be based on a subsurface investigation carried out in conformance with the requirements of this Section, and on any of the following, as appropriate: application of generally accepted geotechnical and civil engineering principles by a registered engineering professional especially qualified in this field of work, as provided in this Section and other Sections of Part 4, established local practice, where such practice includes successful experience both with soils and rocks of similar type and condition and with a foundation or excavation of similar type, construction method, size and depth, or in situ testing of foundation units, such as the load testing of piles, anchors or footings, carried out by a person competent in this field of work. (See Note A-4.2.4.1.(1).)",0.9618320610687023
3448,"Makeup air openings for a ventilation system described in Sentence 6.9.1.2.(3) shall be protected in conformance with the requirements of part 3., where the makeup air is taken from within the building, and remote from any discharge referred to in Sentence 6.9.1.2.(4), where the makeup air is taken from outside the building.","Makeup air openings for a ventilation system described in Sentence 6.9.1.2.(3) shall be protected in conformance with the requirements of Subsection 3.1.8., where the makeup air is taken from within the building, and remote from any discharge referred to in Sentence 6.9.1.2.(4), where the makeup air is taken from outside the building.",0.9615384615384616
440,"A subsurface investigation, including groundwater conditions, shall be carried out by or under the direction of a registered engineering professional having knowledge and experience in planning and executing such investigations to a degree appropriate for the building and its use, the ground and the surrounding site conditions. (See Note A-4.2.2.1.(1) .)","A subsurface investigation, including groundwater conditions, shall be carried out by or under the direction of a registered engineering professional having knowledge and experience in planning and executing such investigations to a degree appropriate for the building and its use, the ground and the surrounding site conditions. (See Note A-4.2.2.1.(1).)",0.9607843137254902
6122,"Keys or devices provided in conformance with Sentence 2.5.1.3.(2) shall be affixed to a key ring or rings, and identified with tags indicating their function.","Keys or devices provided in conformance with Sentence (2) shall be affixed to a key ring or rings, and identified with tags indicating their function.",0.96
4678,"Words and phrases used in Division B that are not included in the list of definitions in Article 1.4.1.2. shall have the meanings defined in the Safety Codes Act and its Regulations or the NFC(AE), or the meanings that are commonly assigned to them in the context in which they are used, taking into account the specialized use of terms by the various trades and professions to which the terminology applies.","Words and phrases used in Division B that are not included in the list of definitions in Article 1.4.1.2. of Division A shall have the meanings defined in the Safety Codes Act and its Regulations or the NFC(AE), or the meanings that are commonly assigned to them in the context in which they are used, taking into account the specialized use of terms by the various trades and professions to which the terminology applies.",0.9594594594594594
1644,"Except for roof assemblies regulated by Articles 3.2.2.50. and 3.2.2.58., the requirements in Articles 3.2.2.20.to 3.2.2.90. for roof assemblies to have a fire-resistance rating are permitted to be waived provided the building is sprinklered, the sprinkler system in Sentence 3.2.2.18.(3) is electrically supervised in conformance with Sentence 3.2.4.9.(3), the operation of the sprinkler system in Sentence 3.2.2.18.(3) will cause a signal to be transmitted to the fire department in conformance with Sentence 3.2.4.7.(4), and the roof does not support any occupancy other than for servicing or maintenance (see Article 3.2.2.13. for roofs intended for occupancy).","Except for roof assemblies regulated by Articles 3.2.2.50. and 3.2.2.58., the requirements in Articles 3.2.2.20. to 3.2.2.90. for roof assemblies to have a fire-resistance rating are permitted to be waived provided the building is sprinklered, the sprinkler system in Clause 3.2.2.18.(3)(a) is electrically supervised in conformance with Sentence 3.2.4.9.(3), the operation of the sprinkler system in Clause 3.2.2.18.(3)(a) will cause a signal to be transmitted to the fire department in conformance with Sentence 3.2.4.7.(4), and the roof does not support any occupancy other than for servicing or maintenance (see Article 3.2.2.13. for roofs intended for occupancy).",0.9583333333333334
6079,"Within a sprinkleredbuilding, a concentration of individual receptacles for combustible recyclable paper product, plastics, metal and glass material having an aggregate capacity greater than 5 m3 shall be located in a manner acceptable to the authority having jurisdiction, or in a storage room conforming to Article 2.4.1.2.","Within a sprinklered building, a concentration of individual receptacles for combustible recyclable paper product, plastics, metal and glass material having an aggregate capacity greater than 5 m3 shall be located in a manner acceptable to the authority having jurisdiction, or in a storage room conforming to Article 2.4.1.2.",0.9583333333333334
3052,"A leakage-rated door assembly complying with Sentence 3.1.8.4.(4) shall be installed in fire separations in protected floor areas referred to in Sentence 3.3.1.7.(1), fire separations in care or treatment occupancies referred to in Sentence 3.3.3.5.(4), and firewalls that are a horizontal exit referred to in Sentence 3.3.3.5.(3).","A leakage-rated door assembly complying with Sentence 3.1.8.4.(4) shall be installed in fire separations in protected floor areas referred to in Sentence Clause 3.3.1.7.(1)(b), fire separations in care or treatment occupancies referred to in Sentence 3.3.3.5.(4), and firewalls that are a horizontal exit referred to in Sentence 3.3.3.5.(3).",0.9583333333333334
2910,Every door that is located in a barrier-free path of travel to a physician clinic or office shall be equipped with a power door operator that complies with part 3. and allows persons to activate the opening of the door in the intended direction of travel.,Every door that is located in a barrier-free path of travel to a physician clinic or office shall be equipped with a power door operator that complies with Subsection 3.8.3. and allows persons to activate the opening of the door in the intended direction of travel.,0.9565217391304348
192,"Except for specific requirements of Sentences 7.2.6.2.(7) , 7.2.6.2.(8) and 7.2.6.2.(9), and Sentences 7.2.7.3.(19)and 7.2.7.3.(20), a non-porous, impervious, hard-surfaced area shall be provided around the entire swimming pool, solely for the use of bathers, not less than 1.8 m wide, and provide not less than 0.9 m of unobstructed passage behind a diving board, support column, or a slide or other piece of play equipment and its supporting structure.","Except for specific requirements of Sentences 7.2.6.2.(7), 7.2.6.2.(8) and 7.2.6.2.(9), and Sentences 7.2.7.3.(19) and 7.2.7.3.(20), a non-porous, impervious, hard-surfaced area shall be provided around the entire swimming pool, solely for the use of bathers, not less than 1.8 m wide, and provide not less than 0.9 m of unobstructed passage behind a diving board, support column, or a slide or other piece of play equipment and its supporting structure.",0.9565217391304348
1450,"A swimming pool shall be provided with a surface skimming system that conforms to Article 7.2.3.26. for a perimeter overflow system, Article 7.2.3.28. for skimming devices, or a combination of Clauses 7.2.3.25.(1) and 7.2.3.25.(1) where both skimming devices and a perimeter overflow system are included.","A swimming pool shall be provided with a surface skimming system that conforms to Article 7.2.3.26. for a perimeter overflow system, Article 7.2.3.28. for skimming devices, or a combination of Clauses 7.2.3.25.(1)(a) and 7.2.3.25.(1)(b) where both skimming devices and a perimeter overflow system are included.",0.9555555555555556
1471,"Steps and stairs shall conform to the requirements for exit stairs stated in part 3., including slip resistance, dimensions, handrails and guards.","Steps and stairs shall conform to the requirements for exit stairs stated in Part 3., including slip resistance, dimensions, handrails and guards.",0.9545454545454546
1326,The joist space through which a chimney flue penetrates must have solid blocking not less than 38 mm thick on each side of the chimneyflue and not less than 25 mm from the flue separating the flue space from the joist space.,The joist space through which a chimney flue penetrates must have solid blocking not less than 38 mm thick on each side of the chimney flue and not less than 25 mm from the flue separating the flue space from the joist space.,0.9534883720930233
2480,"Except for mezzanines regulated by Articles 3.2.2.50.and 3.2.2.58., the requirements in Articles 3.2.2.20. to 3.2.2.90. for mezzanines to have a fire-resistance rating are permitted to be waived where the building is sprinklered and the mezzanine is 240 m2 or less in area.","Except for mezzanines regulated by Articles 3.2.2.50. and 3.2.2.58., the requirements in Articles 3.2.2.20. to 3.2.2.90. for mezzanines to have a fire-resistance rating are permitted to be waived where the building is sprinklered and the mezzanine is 240 m2 or less in area.",0.9534883720930233
2817,"The requirements of this Subsection also apply to components of a building envelope assembly that separate a conditioned space from an adjoining storage garage, even if the storage garage is intended to be heated. (See Notes A-9.36.2.1.(2)and A-9.36.1.3.(5).) (See also Article 9.25.2.1.)","The requirements of this Subsection also apply to components of a building envelope assembly that separate a conditioned space from an adjoining storage garage, even if the storage garage is intended to be heated. (See Notes A-9.36.2.1.(2) and A-9.36.1.3.(5).) (See also Article 9.25.2.1.)",0.9534883720930233
973,"Except as provided by the Plumbing Code Regulation made pursuant to the Safety Codes Act, lavatories required by Sentence 3.7.2.3.(1) shall be equipped with faucets that operate automatically, or have a manual control that complies with Sentence 3.8.3.8.(1), does not require the application of continuous force to maintain water flow, and where metered, provides at least 10 s of water flow.","Except as provided by the Plumbing Code Regulation made pursuant to the Safety Codes Act, lavatories required by Sentence 3.7.2.3.(1) shall be equipped with faucets that operate automatically, or have a manual control that complies with Sentence 3.8.3.8.(1), does not require the application of continuous force to maintain water flow, and where metered, provides at least 10 s of water flow. (See Note A-3.7.2.3.(4).)",0.953125
3797,"The central alarm and control facility required by Sentence 3.2.6.7.(1) shall include means to control the voice communication system required by Article 3.2.6.8., so that messages can be sent to all loudspeakers simultaneously, individual floor areas, and exit stairwells, means to indicate audibly and visually alert signals and alarm signals and a switch to silence the audible portion of these signals, and indicate visually that the audible portion has been silenced, means to indicate visually that elevators are on emergency recall, an annunciator conforming to Article 3.2.4.8., means to transmit alert signals and alarm signals to the fire department in conformance with Article 3.2.4.7., means to release hold-open devices on doors to vestibules, means to manually actuate alarm signals in the building selectively to any zone or zones, means to silence the alarm signals referred to in Sentence 3.2.6.7.(2) in conformance with Sentences 3.2.4.22.(2)and 3.2.4.22.(3), means, as appropriate to the measure for fire safety provided in the building, to actuate auxiliary equipment identified in Articles 3.2.6.2., Article 3.2.6.3. and Article 3.2.6.6., or communicate with a continually staffed auxiliary equipment control centre, means to communicate with telephones in elevator cars, separate from connections to firefighters’ telephones, if elevator cars are required to be equipped with a telephone by the Elevating Devices Codes Regulation made pursuant to the Safety Codes Act, means to indicate visually, individual sprinkler system waterflow signals, means to indicate audibly and visually, sprinkler and standpipe system supervisory signals and trouble signals, a switch to silence the audible portion of a supervisory signal or a trouble signal, and visual indication that the audible portion of a supervisory signal or a trouble signal has been silenced.","The central alarm and control facility required by Sentence 3.2.6.7.(1) shall include means to control the voice communication system required by Article 3.2.6.8., so that messages can be sent to all loudspeakers simultaneously, individual floor areas, and exit stairwells, means to indicate audibly and visually alert signals and alarm signals and a switch to silence the audible portion of these signals, and indicate visually that the audible portion has been silenced, means to indicate visually that elevators are on emergency recall, an annunciator conforming to Article 3.2.4.8., means to transmit alert signals and alarm signals to the fire department in conformance with Article 3.2.4.7., means to release hold-open devices on doors to vestibules, means to manually actuate alarm signals in the building selectively to any zone or zones, means to silence the alarm signals referred to in Clause 3.2.6.7.(2)(g) in conformance with Sentences 3.2.4.22.(2) and 3.2.4.22.(3), means, as appropriate to the measure for fire safety provided in the building, to actuate auxiliary equipment identified in Articles 3.2.6.2., Article 3.2.6.3. and Article 3.2.6.6., or communicate with a continually staffed auxiliary equipment control centre, means to communicate with telephones in elevator cars, separate from connections to firefighters telephones, if elevator cars are required by ASME A17.1/CSA B44, Safety Code for Elevators and Escalators, to be equipped with a telephone, means to indicate visually, individual sprinkler system waterflow signals, means to indicate audibly and visually, sprinkler and standpipe system supervisory signals and trouble signals, a switch to silence the audible portion of a supervisory signal or a trouble signal, and visual indication that the audible portion of a supervisory signal or a trouble signal has been silenced. (See Note A-3.2.6.7.(2).)",0.9530685920577617
3100,"The fixtures in each washroom shall be based on the number of persons using that washroom, shall conform to Sentences 10.5.2.1.(2)and 10.5.2.1.(3) and, if persons of each sex are to be accommodated, a separate washroom shall be provided for each sex.","The fixtures in each washroom shall be based on the number of persons using that washroom, shall conform to Sentences 10.5.2.1.(2) and 10.5.2.1.(3) and, if persons of each sex are to be accommodated, a separate washroom shall be provided for each sex.",0.9523809523809523
5487,"Piping systems serving oil-burning equipment, diesel-engine-driven emergency generators and fire pumps shall conform to CSA B139-15 Installation Code for Oil-Burning Equipment","Piping systems serving oil-burning equipment, diesel-engine-driven emergency generators and fire pumps shall conform to CSA B139 Installation Code for Oil-Burning Equipment",0.9523809523809523
1629,"A fire alarm system shall be installed in accordance with ULC CAN/ULC-S524-14 Installation of Fire Alarm Systems in a building providing sleeping accommodation for more than 10 persons, providing dining facilities for more than 100 persons, providing recreational facilities for more than 150 persons, or if required by other Parts of this Code, except as varied by Clauses 10.6.3.1.(1), 10.6.3.1.(1) and 10.6.3.1.(1).","A fire alarm system shall be installed in accordance with ULC CAN/ULC-S524-14 Installation of Fire Alarm Systems in a building providing sleeping accommodation for more than 10 persons, providing dining facilities for more than 100 persons, providing recreational facilities for more than 150 persons, or if required by other Parts of this Code, except as varied by Clauses 10.6.3.1.(1)(a), 10.6.3.1.(1)(b) and 10.6.3.1.(1)(c).",0.9516129032258065
