Full Index,National Full,National in ON,Similarity
11566,"For the purposes of calculating permissible quantities in Sentences 4.2.5.2.(2)and 4.2.5.2.(3), mercantile occupancies of less than 250 m2floor area shall be assumed to be 250 m2 in area.","For the purposes of calculating permissible quantities in Sentences 4.2.5.2.(2) and 4.2.5.2.(3), mercantile occupancies of less than 250 m2 floor area shall be assumed to be 250 m2 in area.",0.8666666666666667
8770,"Except as provided in Sentences 4.2.4.1.(2)and 4.2.4.1.(3), exterior lighting shall be controlled by astronomical time controls, photosensors, a combination of photosensors and timer shut-off switch, or other types of controls that perform the same function as those referred to in Clauses 4.2.4.1.(1)(a)to 4.2.4.1.(1)(c).","Except as provided in Sentences (2) and (3), exterior lighting shall be controlled by astronomical time controls, photosensors, a combination of photosensors and timer shut-off switch, or other types of controls that perform the same function as those referred to in Clauses (a) to (c).",0.8666666666666667
6528,"Glass used in buildings shall be designed in conformance with CGSB CAN/CGSB-12.20-M89 Structural Design of Glass for Buildings using an adjustment factor on the wind load, W, of not less than 0.75, or ASTM E 1300-12ae1 Determining Load Resistance of Glass in Buildings using an adjustment factor on the wind load, W, of not less than 1.0. (See Note A-4.3.6.1.(1).)","Glass used in buildings shall be designed in conformance with CAN/CGSB-12.20-M, ""Structural Design of Glass for Buildings"", using an adjustment factor on the wind load, W, of not less than 0.75, or ASTM E1300, ""Determining Load Resistance of Glass in Buildings"", using an adjustment factor on the wind load, W, of not less than 1.0. (See Note A-4.3.6.1.(1).)",0.8666666666666667
6635,"Except as provided in Sentences 9.10.9.16.(2)and 9.10.9.16.(3), a storage garage shall be separated from other occupancies by a fire separation having not less than a 1.5 hfire-resistance rating.","Except as provided in Sentences 9.10.9.16.(2) and 9.10.9.16.(3), a storage garage shall be separated from other occupancies by a fire separation having not less than a 1.5 h fire-resistance rating.",0.8666666666666667
8024,"For arch roofs, curved roofs and domes with a rise-to-span ratio h/b > 0.05 (see Figure 4.1.6.10.), the load cases provided in Sentences 4.1.6.10.(3)to 4.1.6.10.(7) shall also be considered.","For arch roofs, curved roofs and domes with a rise-to-span ratio h/b > 0.05 (see Figure 4.1.6.10.-A), the load cases provided in Sentences (3) to (7) shall also be considered.",0.8666666666666667
4762,Interior masonry foundation walls not subject to lateral earth pressure shall conform to Section 9.20.,Interior masonry foundation walls not subject to lateral earth pressure shall conform to part 9.,0.8666666666666667
6368,The design and installation of EIFS on the substrate described in Sentence 9.27.13.2.(2) shall comply with ULC CAN/ULC-S716.2-12 Exterior Insulation and Finish Systems (EIFS) - Installation of EIFS Components and Water Resistive Barrier and ULC CAN/ULC-S716.3-12 Exterior Insulation and Finish System (EIFS) - Design Application,"The design and installation of EIFS on the substrate described in Sentence 9.27.13.2.(2) shall comply with CAN/ULC-S716.2, Exterior Insulation and Finish Systems (EIFS) - Installation of EIFS Components and Water Resistive Barrier, and CAN/ULC-S716.3, Exterior Insulation and Finish System (EIFS) - Design Application.",0.8666666666666667
12422,"Except as otherwise specified in this Section, the use, handling and storage of dangerous goods, including flammable liquids and combustible liquids, shall conform to Parts 3., 4.and 5..","Except as otherwise specified in this Section, the use, handling and storage of dangerous goods, including flammable liquids and combustible liquids, shall conform to Parts 3. , 4. and 5..",0.8666666666666667
9639,"Except as provided in Sentence 3.1.1.5.(4), the overall thermal transmittance of fenestration and doors shall be determined for the reference sizes listed in accordance with CSA A440.2-14/A440.3-14 Fenestration Energy Performance/User Guide to CSA A440.2-14, Fenestration Energy Performanceor NFRC 100-2010 Determining Fenestration Product U-factors","Except as provided in Sentence (4), the overall thermal transmittance of fenestration and doors shall be determined for the reference sizes listed in accordance with CSA A440.2/A440.3, Fenestration Energy Performance/User Guide to CSA A440.2-14, Fenestration Energy Performance, or NFRC 100, Determining Fenestration Product U-factors.",0.8636363636363636
9250,"Where the proposed building uses purchased energy for space heating or cooling or service water heating, Sentences 8.4.3.5.(2)to 8.4.3.5.(5) shall apply.","Where the proposed building uses purchased energy for space heating or cooling or service water heating, Sentences (2) to (5) shall apply.",0.8636363636363636
2255,"Where a stair, ramp or landing forms part of an exit, the appropriate requirements in Sections 9.9.and 9.10. shall also apply.","Where a stair, ramp or landing forms part of an exit, the appropriate requirements in Sections 9. and 9. shall also apply.",0.8636363636363636
4416,"Where floor framing is designed in accordance with Clause 9.4.1.1.(1)(b)or 9.4.1.1.(1)(c), and where supporting wall framing and fastenings, or footings, are designed according to Clause 9.4.1.1.(1)(a), the maximum specified live load on the floor according to Table 4.1.5.3. shall not exceed 2.4 kPa.","Where floor framing is designed in accordance with Sentence 9.4.1.1.(1) or 9.4.1.1.(1), and where supporting wall framing and fastenings, or footings, are designed according to Sentence 9.4.1.1.(1), the maximum specified live load on the floor according to Table 4.1.5.3. shall not exceed 2.4 kPa.",0.8636363636363636
1657,"The emergency power supply required by Sentence 3.2.7.8.(1) shall be supplied from a generator, batteries, or a combination thereof.","The emergency power supply required by Sentence 3.2.7.8.(1) shall be supplied from (a) a generator, (b) batteries, or (c) a combination thereof.",0.8636363636363636
12958,The storage method and maximum height of storage as described in Clauses 3.2.2.5.(2)(b)and 3.2.2.5.(2)(c) shall be posted in the storage area.,The storage method and maximum height of storage as described in Clauses 3.2.2.5.(2) and 3.2.2.5.(2) shall be posted in the storage area.,0.8636363636363636
2323,Site-batched concrete used for garage and carport floors and exterior steps shall have air entrainment of 5 to 8%. (See Note A-9.3.1.7.),Site-batched concrete used for garage and carport floors and exterior steps shall have air entrainment of 5 to 8%.,0.8636363636363636
1246,"Except as permitted by Sentences 3.1.13.6.(2)and 3.1.13.6.(3), the flame-spread rating shall be not more than 75 for the interior wall finish of a public corridor, a corridor used by the public in an assembly occupancy, or a corridor serving classrooms.","Except as permitted by Sentences (2) and (3), the flame-spread rating shall be not more than 75 for the interior wall finish of (a) a public corridor, (b) a corridor used by the public in an assembly occupancy, or (c) a corridor serving classrooms.",0.8636363636363636
9064,"Storm doors, automatic sliding glass doors, revolving doors, and fire shutters need not comply with Sentence 3.2.2.4.(1)or 3.2.2.4.(2). (See Note A-3.2.2.4.(5).)","Storm doors, automatic sliding glass doors, revolving doors, and fire shutters need not comply with Sentence (1) or (2). (See Note A-3.2.2.4.(5).)",0.8636363636363636
5232,"If a single universal washroom is provided in accordance with the requirements of Section 3.8., the total number of persons in the building used to determine the number of water closets to be provided, is permitted to be reduced by 10 before applying Sentence 3.7.2.2.(6), 3.7.2.2.(7), 3.7.2.2.(8), 3.7.2.2.(12), 3.7.2.2.(13)or 3.7.2.2.(14).","If a single universal washroom is provided in accordance with the requirements of Section 3.8., the total number of persons in the building used to determine the number of water closets to be provided, is permitted to be reduced by 10 before applying Sentence (6), (7), (8), (12), (13) or (14).",0.8627450980392157
7121,Heat recovery ventilators with rated capacities of not less than 25 L/s and not more than 200 L/s shall be installed in accordance with Subsection 9.32.3. (See Note A-6.3.1.6.),Heat recovery ventilators with rated capacities of not less than 25 L/s and not more than 200 L/s shall be installed in accordance with Subsection 9.32.3,0.8620689655172413
3153,"Ventilation equipment installed in unheated spaces shall be installed so as to avoid condensation of moisture on fans and motors, in accordance with the manufacturers’ instructions. (See Note A-9.32.3.3.)","Ventilation equipment installed in unheated spaces shall be installed so as to avoid condensation of moisture on fans and motors, in accordance with the manufacturersâ instructions.",0.8620689655172413
12319,"Except as provided in Sentences 5.5.5.2.(2)and 5.5.5.2.(4), containers used for the storage or dispensing of flammable liquids or combustible liquids in a laboratory shall conform to Subsection 4.2.3.","Except as provided in Sentences 5.5.5.2.(2) and 5.5.5.2.(4), containers used for the storage or dispensing of flammable liquids or combustible liquids in a laboratory shall conform to part 4.",0.8620689655172413
7259,"Portable extinguishers shall be provided and installed in accordance with provincial or territorial regulations or municipal bylaws, or the NFC, in the absence of the regulations or bylaws referred to in Clause 3.2.5.16.(1)(a).","Portable extinguishers shall be provided and installed in accordance with (a) provincial or territorial regulations or municipal bylaws, or (b) the NFC, in the absence of the regulations or by laws referred to in Clause (a).",0.8611111111111112
4763,"Not less than 90% of the exterior cladding on each exterior wall of buildings conforming to Article 3.2.2.50.or 3.2.2.58. shall consist of noncombustible cladding, or a wall assembly that satisfies the criteria of Clause 3.1.5.5.(1)(b). (See Note A-3.1.4.8.(1).) (See also Notes A-3.1.5.5.(1)(b)(i)and A-3.1.5.5.(1)(b)(ii).)","Not less than 90% of the exterior cladding on each exterior wall of buildings conforming to Article 3.2.2.50. or 3.2.2.58.shall consist of (a) noncombustible cladding, or (b) a wall assembly that satisfies the criteria of Clause 3.1.5.5.(1)(b). (See Note A-3.1.4.8.(1).)(SeealsoNotes A-3.1.5.5.(1)(b)(i)and A-3.1.5.5.(1)(b)(ii).)",0.8604651162790697
5192,"The area of the unprotected openings in an exposing building face shall be the aggregate area of unprotected openings expressed as a percentage of the area of the exposing building face in Table 3.2.3.1.-B, 3.2.3.1.-C, 3.2.3.1.-Dor 3.2.3.1.-E. (See Sentence 3.2.3.2.(1).)","The area of the unprotected openings in an exposing building face shall be the aggregate area of unprotected openings expressed as a percentage of the area of the exposing building face in Table 3.2.3.1.-B , 3.2.3.1.-C , 3.2.3.1.-D or 3.2.3.1.-E. (See Sentence 3.2.3.2.(1).)",0.8604651162790697
2806,"If more than one egress doorway is required from a room or suite referred to in Article 3.3.1.5., the travel distance within the room or suite to the nearest egress doorway shall not exceed the maximum travel distances specified in Clauses 3.4.2.5.(1)(a), 3.4.2.5.(1)(b), 3.4.2.5.(1)(c)and 3.4.2.5.(1)(f) for exits.","If more than one egress doorway is required from a room or suite referred to in Article 3.3.1.5., the travel distance within the room or suite to the nearest egress doorway shall not exceed the maximum travel distances specified in Clauses 3.4.2.5.(1) , 3.4.2.5.(1) , 3.4.2.5.(1) and 3.4.2.5.(1) for exits.",0.86
2718,"Drain tile and drain pipe for foundation drainage shall conform to ASTM C 4-04 Clay Drain Tile and Perforated Clay Drain Tile ASTM C 412M-11 Concrete Drain Tile (Metric) ASTM C 444M-03 Perforated Concrete Pipe (Metric) ASTM C 700-13 Vitrified Clay Pipe, Extra Strength, Standard Strength, and Perforated BNQ BNQ 3624-115/2016 Polyethylene (PE) Pipe and Fittings for Soil and Foundation Drainage CSA CAN/CSA-B182.1-15 Plastic Drain and Sewer Pipe and Pipe Fittings or CSA G401-14 Corrugated Steel Pipe Products","Drain tile and drain pipe for foundation drainage shall conform to ASTM C 4, Clay Drain Tile and Perforated Clay Drain Tile, ASTMC 412M, Concrete Drain Tile (Metric), ASTM C 444M, Perforated Concrete Pipe (Metric), ASTM C 700, Vitrified Clay Pipe, Extra Strength, Standard Strength, and Perforated, BNQ 3624-115, Polyethylene (PE) Pipe and Fittings for Soil and Foundation Drainage, CAN/CSA-B182.1, Plastic Drain and Sewer Pipe and Pipe Fittings, or CSA G401, Corrugated Steel Pipe Products.",0.8589743589743589
1375,"Where inspection shows that a deep foundation unit is damaged or not consistent with design or good engineering practice, such a unit shall be reassessed by the designer, any necessary changes shall be made, and action shall be taken as required in Article 2.2.4.7..","Where inspection shows that a deep foundation unit is damaged or not consistent with design or good engineering practice, (a) such a unit shall be reassessed by the designer, and (b) any necessary changes shall be made and (c) action taken as required in Article 2.2.4.7. of Division C.",0.8571428571428571
1995,"Except as provided in Sentences 3.1.15.2.(2)and 3.1.15.2.(3), every roof covering shall have a Class A, B or C classification as determined in accordance with Article 3.1.15.1.","Except as provided in Sentences 3.1.15.2.(2) and 3.1.15.2.(3) , every roof covering shall have a Class A, B or C classification as determined in accordance with Article 3.1.15.1.",0.8571428571428571
539,"For all arch roofs, curved roofs and domes, the slope factor, Cs, shall be as prescribed in Sentences 4.1.6.2.(5)and 4.1.6.2.(6).","For all arch roofs, curved roofs and domes, the slope factor, Cs, shall be as prescribed in Sentences 4.1.6.2.(5) and (6).",0.8571428571428571
6384,"The specified wind loads for a building and its components shall be determined using the Static, Dynamic or Wind Tunnel Procedure as stated in Sentences 4.1.7.1.(2)to 4.1.7.1.(5).","The specified wind loads for a building and its components shall be determined using the Static, Dynamic or Wind Tunnel Procedure as provided in Sentences (2) to (5).",0.8571428571428571
6740,Sentences 9.15.4.3.(2)to 9.15.4.3.(4) pertain to lateral support for walls described in Sentence 9.15.4.2.(1).,Sentences 9.15.4.3.(2) to 9.15.4.3.(4) pertain to lateral support for walls described in Sentence 9.15.4.2.(1).,0.8571428571428571
10247,The minimum duration of the test shall be 1 h with no visual or measured evidence of leakage. (See Note A-4.4.4.1.),The minimum duration of the test shall be 1 h with no visual or measured evidence of leakage.,0.8571428571428571
4143,"Where rectangular duct is used in place of round duct, it shall be selected according to Table 9.32.3.11.-B. (See Note A-9.32.3.12.)","Where rectangular duct is used in place of round duct, it shall be selected according to Table 9.32.3.11.-B.",0.8571428571428571
5418,"Except as provided in Sentence 9.8.7.4.(3) and Clause 3.8.3.5.(1)(e), required handrails shall be 865 mm to 1 070 mm high.","Except as provided in Sentence 9.8.7.4.(3) and Sentence 3.8.3.5.(1) , required handrails shall be 865 mm to 1 070 mm high.",0.8571428571428571
7734,Subsection 9.13.2. applies to below-ground walls and floors-on-ground where drainage is provided in accordance with Section 9.14. over and along the entire below-ground portion of the foundation wall.,part 9. applies to below-ground walls and floors-on-ground where drainage is provided in accordance with part 9. over and along the entire below-ground portion of the foundation wall.,0.8571428571428571
13206,"Except as permitted in Sentence 3.2.6.4.(4), where baled combustible fibres are stored in sprinkleredbuildings, the maximum area of any individual storage area shall be 500 m2.","Except as permitted in Sentence 3.2.6.4.(4), where baled combustible fibres are stored in sprinklered buildings, the maximum area of any individual storage area shall be 500 m2 .",0.8571428571428571
5922,"Bracing to resist lateral loads shall be designed and constructed in accordance with Part 4, or good engineering practice such as that provided in CWC 2014 Engineering Guide for Wood Frame Construction (See Note A-9.23.13.4.)","Bracing to resist lateral loads shall be designed and constructed in accordance with Part 4, or good engineering practice such as that provided in CWC 2014, Engineering Guide for Wood Frame Construction.",0.8571428571428571
6780,Exterior steel columns shall be treated on the outside surface with at least one coat of rust-inhibitive paint. (See Note A-9.17.3.4.),Exterior steel columns shall be treated on the outside surface with at least one coat of rust-inhibitive paint.,0.8571428571428571
9485,"Subject to the limitations stated in Article 8.4.1.3., compliance with this Part shall be determined based on Sentences 8.4.1.2.(2)to 8.4.1.2.(5).","Subject to the limitations stated in Article 8.4.1.3., compliance with this Part shall be determined based on Sentences (2) to (5).",0.8571428571428571
9324,"Except as provided in Sentences 8.4.4.17.(4)and 8.4.4.17.(5), individual fans shall be modeled as airfoil or backward inclined riding fan curve.","Except as provided in Sentences (4) and (5), individual fans shall be modeled as airfoil or backward inclined riding fan curve.",0.8571428571428571
12959,Deficiencies noted during the testing described in Sentences 7.1.1.2.(1)and 7.1.1.2.(2) shall be corrected.,Deficiencies noted during the testing described in Sentences 7.1.1.2.(1) and 7.1.1.2.(2) shall be corrected.,0.8571428571428571
5795,Doorways to public water-closet rooms shall be not less than 810 mm wide and 2 030 mm high. (See Note A-9.5.5.3.),Doorways to public water-closet rooms shall be not less than 810 mm wide and 2 030 mm high.,0.8571428571428571
9955,"Unless otherwise specified, this Subsection shall apply to the indoor storage of any product covered in this Section. (See Note A-3.2.2.2.)","Unless otherwise specified, this Subsection shall apply to the indoor storage of any product covered in this Section.",0.8571428571428571
3987,"Except as permitted by Sentences 3.3.4.4.(5)and 3.3.4.4.(6), each suite in a floor area that contains more than one suite shall have an exterior exit doorway, or a doorway into a public corridor, or to an exterior passageway.","Except as permitted by Sentences 3.3.4.4.(5) and 3.3.4.4.(6), each suite in a floor area that contains more than one suite shall have (a) an exterior exit doorway, or (b) a doorway (i) into a public corridor, or (ii) to an exterior passageway.",0.8571428571428571
9126,"Except as provided in Sentences 3.2.2.4.(2), 3.2.2.4.(3), 3.2.2.4.(5)and 3.2.1.3.(1), the overall thermal transmittance of doors shall be not more than that shown in Table 3.2.2.4. for the applicable heating-degree-day category taken at 18°C, as determined in accordance with Article 3.1.1.5.","Except as provided in Sentences (2), (3), (5) and 3.2.1.3.(1), the overall thermal transmittance of doors shall be not more than that shown in Table 3.2.2.4. for the applicable heating degree-day category taken at 18°C, as determined in accordance with Article 3.1.1.5.",0.8571428571428571
9095,"Where the total static head or efficiency of the proposed building’s hydronic pump is not known, the characteristics of the reference building’s hydronic pump shall be based on the peak power demand, in W/(L/s), of the proposed building’s pump.","Where the total static head or efficiency of the proposed building s hydronic pump is not known, the characteristics of the reference building s hydronic pump shall be based on the peak power demand, in W/(L/s), of the proposed building s pump.",0.8571428571428571
3741,"If a shallow foundation unit is damaged, it shall be repaired, or the design of the foundation unit shall be recalculated for the damaged condition by the designer and action taken as required in Article 2.2.4.7..","If a shallow foundation unit is damaged, (a) it shall be repaired, or (b) the design of the foundation unit shall be recalculated for the damaged condition by the designer and action taken as required in Article 2.2.4.7. of Division C.",0.8536585365853658
1544,"For buildings on hills or escarpments with a slope, Hh/(2Lh), greater than 0.1 (see Figure 4.1.7.4.), the topographic factor, Ct, shall be calculated as follows: Ct=1+DSCg1+DSwhere DS=DSmax1- xkLh exp-az/Lhwhere Smax= applicable value from Table 4.1.7.4., x= horizontal distance from the peak of the hill or escarpment, Lh= horizontal distance upwind from the peak to the point where the ground surface lies at half the height of the hill or escarpment, or 2Hh (where Hh = height of hill or escarpment), whichever is greater, z= height above ground, and k and  = applicable constants from Table 4.1.7.4. based on shape of hill or escarpment.","For buildings on hills or escarpments with slope, Hh/(2Lh), greater than 0.1 (see Figure 4.1.7.4)., the topographic factor, Ct, shall be calculated as follows: EQUATION1 where, EQUATION2 where, DSmax = applicable values from Table 4.1.7.4., x = horizontal distance from the peak of the hill or escarpment, Lh = horizontal distance upwind from the peak to the point where the ground surface lies at half the height of the hill or escarpment, or 2Hh (where Hh is the height of the hill or escarpment), whichever is greater, Z = height above ground, and k and a = applicable constants from Table 4.1.7.4. based on shape of hill or escarpment.",0.8532110091743119
4645,"Except as provided in Sentence 3.3.1.18.(3) and Articles 3.3.4.7.and 3.3.5.10.,guards in exits shall not have any openings that permit the passage of a spherical object whose diameter is more than 100 mm.","Except as provided in Sentence 3.3.1.18.(3) and Articles 3.3.4.7. and 3.3.5.10., guards in exits shall not have any openings that permit the passage of a spherical object whose diameter is more than 100 mm",0.8529411764705882
9169,"Except as provided in Sentences 8.4.4.5.(2)and 8.4.4.5.(3), the installed interior lighting power of the reference building shall be set at the interior lighting power allowance determined in Article 4.2.1.5.or 4.2.1.6., as applicable.","Except as provided in Sentences (2) and (3), the installed interior lighting power of the reference building shall be set at the interior lighting power allowance determined in Article 4.2.1.5. or 4.2.1.6., as applicable.",0.8529411764705882
14095,"Grease interceptors shall be selected and installed in conformance with (See Note A-2.2.3.2.(3).)) CSA B481.0-12 Material, Design, and Construction Requirements for Grease Interceptors and CSA B481.3-12 Sizing, Selection, Location, and Installation of Grease Interceptors","Grease interceptors shall be selected and installed in conformance with CSA B481.0 Material, Design, and Construction Requirements for Grease Interceptors and CSA B481.3 Sizing, Selection, Location, and Installation of Grease Interceptors",0.8529411764705882
8301,"Except as provided in Sentences 9.4.2.2.(2)and 9.4.2.2.(3), specified snow loads shall be not less than those calculated using the following formula: S=CbSs+SrwhereS= specified snow load, Cb= basic snow load roof factor, which is 0.45 where the entire width of the roof does not exceed 4.3 m and 0.55 for all other roofs, Ss= 1-in-50-year ground snow load in kPa, determined according to Subsection 1.1.3., and Sr= associated 1-in-50-year rain load in kPa, determined according to Subsection 1.1.3.","Except as provided in Sentences 9.4.2.2.(2) and 9.4.2.2.(3), specified snow loads shall be not less than those calculated using the following formula: S=CbSs+SrwhereS= specified snow load, Cb = basic snow load roof factor, which is 0.45 where the entire width of the roof does not exceed 4.3 m and 0.55 for all other roofs, Ss = 1-in-50-year ground snow load in kPa, determined according to part 1., and Sr = associated 1-in-50-year rain load in kPa, determined according to part 1.",0.8518518518518519
10487,"Except as provided in Sentence 4.3.7.2.(2), the base and walls of a secondary containment shall be made of noncombustible materials, and shall be designed, constructed and maintained to withstand full hydrostatic head, and provide a permeability of not more than 10-6 cm/s to the flammable liquids or combustible liquids contained in the storage tanks.","Except as provided in Sentence (2), the base and walls of a secondary containment shall be made of noncombustible materials, and shall be designed, constructed and maintained to withstand full hydrostatic head, and provideapermeabilityofnotmorethan10-6 cm/stothe flammable liquids or combustible liquids contained in the storage tanks.",0.8518518518518519
1973,The clear height over stairs that are located under beams and ducting in secondary suites shall not be less than 1 850 mm. (See Notes A-9.8.3.1.and A-9.8.4.),The clear height over stairs that are located under beams and ducting in secondary suites shall not be less than 1 850 mm.,0.8518518518518519
10988,"Except as required in Sentences 3.2.7.6.(3)and 3.2.7.6.(4), Clause 3.2.8.2.(1)(g) and Sentence 3.2.8.3.(2), dangerous goods shall be separated from other dangerous goods in conformance with Table 3.2.7.6.","Except as required in Sentences 3.2.7.6.(3) and 3.2.7.6.(4), Sentence 3.2.8.2.(1) and Sentence 3.2.8.3.(2), dangerous goods shall be separated from other dangerous goods in conformance with Table 3.2.7.6.",0.8518518518518519
3626,"Except as provided in Sentence 4.1.6.10.(6), Ca for curved roofs shall be determined in accordance with the requirements for arch roofs stated in Sentences 4.1.6.10.(3)and 4.1.6.10.(4).","Except as provided in Sentence (6), Ca for curved roofs shall be determined in accordance with the requirements for arch roofs stated in Sentences (3) and (4).",0.8518518518518519
1693,"In addition to the fire protection requirements provided in Subsection 9.9.4., flame-spread ratings, fire-resistance ratings and fire-protection ratings for means of egress shall conform to Section 9.10.","In addition to the fire protection requirements provided in part 9., flame-spread ratings, fire-resistance ratings and fire-protection ratings for means of egress shall conform to part 9.",0.8518518518518519
9638,"Where insufficient information is known about the building’s components, materials and assemblies, the applicable prescriptive requirements in Sections 3.2., 4.2., 5.2., 6.2.and 7.2. shall apply.","Where insufficient information is known about the building s components, materials and assemblies, the applicable prescriptive requirements in Sections 3.2., 4.2., 5.2., 6.2. and 7.2. shall apply.",0.8518518518518519
5335,The requirements of Sentences 3.4.2.1.(1)and 3.4.2.1.(2) are permitted to be waived for dwelling units that have an access to exit conforming to Sentences 3.3.4.4.(1)to 3.3.4.4.(4).,The requirements of Sentences 3.4.2.1.(1) and 3.4.2.1.(2) are permitted to be waived for dwelling units that have an access to exit conforming to Sentences 3.3.4.4.(1) to 3.3.4.4.(4).,0.8518518518518519
4391,"Wires or cables within plenum spaces that are used for the transmission of signals in fire alarm, security, radio, and television broadcasting, closed circuit television or community television systems need not meet the requirements of Sentence 9.34.1.5.(2). (See Note A-9.34.2.)","Wires or cableswithin plenum spaces that are used for the transmission of signals in fire alarm, security, radio, and television broadcasting, closed circuit television or community television systems need not meet the requirements of Sentence (2).",0.85
10706,"Mattresses, bed linen, window drapes and cubicle curtains need not comply with Sentences 2.3.2.3.(1)and 2.3.2.3.(2) if used in suites in a building of care occupancy, or care occupancies with not more than 10 residents. (See also Sections 3.2. and 3.3.)","Mattresses, bed linen, window drapes and cubicle curtains need not comply with Sentences 2.3.2.3.(1) and 2.3.2.3.(2) if used in suites in a building of care occupancy, or care occupancies with not more than 10 residents.",0.85
2671,Materials listed in Tables 9.26.2.1.-Aand 9.26.2.1.-B shall be installed in conformance with the manufacturer’s written instructions. (See Sentence 1.5.1.2.(1).),Materials listed in Tables 9.26.2.1.-A and 9.26.2.1.-B shall be installed in conformance with the manufacturerâs written instructions. (See Sentence 1.5.1.2.(1).),0.85
7682,"Access to exit within floor areas shall conform to Subsections 3.3.2.to 3.3.5., in addition to the requirements of this Subsection.","Access to exit within floor areas shall conform to Subsections 3.3.2. to 3.3.5.,in addition to the requirements of this Subsection.",0.85
4795,Buildings and their structural members made of plain and reinforced masonry shall conform to CSA S304-14 Design of Masonry Structures,"Buildings and their structural members made of plain and reinforced masonry shall conform to CSA S304, ""Design of Masonry Structures"".",0.85
4602,"Site-specific evaluation is required to determine F(T), F(PGA) and F(PGV) for Site Class F. (See Note A-4.1.8.4.(3) and Table 4.1.8.4.-A.)","Site-specific evaluation is required to determine F(T), F(PGA) and F(PGV) for Site Class F. (See Note A-4.1.8.4.(3).)",0.85
4993,"This Section applies to self-service storage buildings that are not more than one storey in building height, do not contain a basement or mezzanine, consist of individual self-service storage units with external access only, are used for no purpose other than storage, and except as provided in Sentences 3.9.3.1.(2)and 3.9.3.1.(4), contain no other major occupancy.","This Section applies to self-service storage buildings that (a) are not more than one storey in building height, (b) do not contain a basement or mezzanine, (c) consist of individual self-service storage units with external accessonly, (d) are used for no purpose other than storage, and (e) except as provided in Sentences 3.9.3.1.(2) and (4), contain no other major occupancy.",0.85
9023,"The operating schedule, priority of use and other operational characteristics of the proposed building’s use of purchased energy shall apply to the equipment representing the purchased energy in Sentences 8.4.4.6.(1)to 8.4.4.6.(3).","The operating schedule, priority of use and other operational characteristics of the proposed building s use of purchased energy shall apply to the equipment representing the purchased energy in Sentences (1) to (3).",0.8484848484848485
1013,"When the roof slope is 1 in 4 or less, the ceiling joist sizes referred to in Sentence 9.23.14.10.(1) shall be determined from Span Tables 9.23.4.2.-Cto 9.23.4.2.-Fand 9.23.4.2.-L for roof joists.","When the roof slope is 1 in 4 or less, the ceiling joist sizes referred to in Sentence (1) shall be determined from Span Tables 9.23.4.2.-C to 9.23.4.2.-F and 9.23.4.2.-L for roof joists.",0.8484848484848485
9262,"Except as provided in Sentence 8.4.4.9.(5), the energy type of the reference building’s heating system shall be modeled as being identical to the energy type of the proposed building’s heating system.","Except as provided in Sentence (5), the energy type of the reference building s heating system shall be modeled as being identical to the energy type of the proposed building s heating system.",0.8484848484848485
9208,"If the building operates for more or less than the default 250 days per year, the data provided in Tables 4.3.2.6.-Aand 4.3.2.6.-B shall be linearly adjusted using the following equation: tadjusted=tbase doperation250wheretadjusted= adjusted operational time to be used in the trade-off path, in h, tbase= base operational time provided in Table 4.3.2.6.-Aor 4.3.2.6.-B, and doperation= actual number of annual days of operation of the building, in days.","If the building operates for more or less than the default 250 days per year, the data provided in Tables 4.3.2.6.-A and 4.3.2.6.-B shall be linearly adjusted using the following equation: where tadjusted = adjusted operational time to be used in the trade-off path, in h, tbase = base operational time provided in Table 4.3.2.6.-A or 4.3.2.6.-B, and doperation = actual number of annual days of operation of the building, in days.",0.8472222222222222
10021,The outdoor storage of dangerous goods shall conform to Articles 3.2.7.13.and 3.2.7.14.,The outdoor storage of dangerous goods shall conform to Articles 3.2.7.13. and 3.2.7.14.,0.8461538461538461
6739,"Fire alarm systems, including those incorporating a voice communication system, shall be provided with an emergency power supply conforming to Sentences 3.2.7.8.(2), 3.2.7.8.(3)and 3.2.7.8.(4).","Fire alarm systems, including those incorporating a voice communication system, shall be provided with an emergency power supply conforming to Sentences 3.2.7.8.(2) , 3.2.7.8.(3) and 3.2.7.8.(4).",0.8461538461538461
10606,Cylinders of dangerous goods classified as compressed gases shall conform to Part 3..,Cylinders of dangerous goods classified as compressed gases shall conform to part 3.,0.8461538461538461
2652,This Subsection applies to buildings other than those to which Subsection 9.10.15. applies.,This Subsection applies to buildings other than those to which Subsection 9.10.15.applies.,0.8461538461538461
1610,"A building classified as Group D is permitted to conform to Sentence 3.2.2.59.(2) provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 4 storeys in building height, and it has a building area not more than 3 600 m2.","A building classified as Group D is permitted to conform to Sentence 3.2.2.59.(2) provided (a) except as permitted by Sentences 3.2.2.7.(1) and 3.2.2.18.(2), the building is sprinklered throughout, (b) it is not more than 4 storeys in building height, and (c) it has a building area not more than 3600 m2 .",0.8461538461538461
9456,Fluorescent lamp ballasts shall conform to CSA C654-14 Fluorescent Lamp Ballast Efficacy Measurements,"Fluorescent lamp ballasts shall conform to CSA C654, Fluorescent Lamp Ballast Efficacy Measurements.",0.8461538461538461
8822,Building facade and landscape lighting shall have the capability to shut off automatically.,Facade lighting and landscape lighting shall have the capability to shut off automatically.,0.8461538461538461
