Full Index,National Full,National in AB,Similarity
6097,"Except as permitted by Sentences 3.2.1.5.(2)and 3.2.2.15.(3), in a building in which an automatic sprinkler system is not required to be installed by Article 3.2.2.18., every basement shall be sprinklered throughout, or be subdivided into fire compartments not more than 600 m2 in area by a fire separation having a fire-resistance rating not less than that required for the floor assembly immediately above the basement.","Except as permitted by Sentence 3.2.1.5.(2), in a building in which an automatic sprinkler system is not required to be installed by Article 3.2.2.18., every basement shall be sprinklered throughout, or be subdivided into fire compartments not more than 600 m2 in area by a fire separation having a fire-resistance rating not less than that required for the floor assembly immediately above the basement.",0.9538461538461539
5755,"The central alarm and control facility required by Sentence 3.2.6.7.(1) shall include means to control the voice communication system required by Article 3.2.6.8., so that messages can be sent to all loudspeakers simultaneously, individual floor areas, and exit stairwells, means to indicate audibly and visually alert signals and alarm signals and a switch to silence the audible portion of these signals, and indicate visually that the audible portion has been silenced, means to indicate visually that elevators are on emergency recall, an annunciator conforming to Article 3.2.4.8., means to transmit alert signals and alarm signals to the fire department in conformance with Article 3.2.4.7., means to release hold-open devices on doors to vestibules, means to manually actuate alarm signals in the building selectively to any zone or zones, means to silence the alarm signals referred to in Clause 3.2.6.7.(2)(g) in conformance with Sentences 3.2.4.22.(2)and 3.2.4.22.(3), means, as appropriate to the measure for fire safety provided in the building, to actuate auxiliary equipment identified in Articles 3.2.6.2., Article 3.2.6.3. and Article 3.2.6.6., or communicate with a continually staffed auxiliary equipment control centre, means to communicate with telephones in elevator cars, separate from connections to firefighters’ telephones, if elevator cars are required by ASME/CSA ASME A17.1-2010/CSA B44-10 Safety Code for Elevators and Escalators to be equipped with a telephone, means to indicate visually, individual sprinkler system waterflow signals, means to indicate audibly and visually, sprinkler and standpipe system supervisory signals and trouble signals, a switch to silence the audible portion of a supervisory signal or a trouble signal, and visual indication that the audible portion of a supervisory signal or a trouble signal has been silenced. (See Note A-3.2.6.7.(2).)","The central alarm and control facility required by Sentence 3.2.6.7.(1) shall include means to control the voice communication system required by Article 3.2.6.8., so that messages can be sent to all loudspeakers simultaneously, individual floor areas, and exit stairwells, means to indicate audibly and visually alert signals and alarm signals and a switch to silence the audible portion of these signals, and indicate visually that the audible portion has been silenced, means to indicate visually that elevators are on emergency recall, an annunciator conforming to Article 3.2.4.8., means to transmit alert signals and alarm signals to the fire department in conformance with Article 3.2.4.7., means to release hold-open devices on doors to vestibules, means to manually actuate alarm signals in the building selectively to any zone or zones, means to silence the alarm signals referred to in Clause 3.2.6.7.(2)(g) in conformance with Sentences 3.2.4.22.(2) and 3.2.4.22.(3), means, as appropriate to the measure for fire safety provided in the building, to actuate auxiliary equipment identified in Articles 3.2.6.2., Article 3.2.6.3. and Article 3.2.6.6., or communicate with a continually staffed auxiliary equipment control centre, means to communicate with telephones in elevator cars, separate from connections to firefighters telephones, if elevator cars are required to be equipped with a telephone by the Elevating Devices Codes Regulation made pursuant to the Safety Codes Act, means to indicate visually, individual sprinkler system waterflow signals, means to indicate audibly and visually, sprinkler and standpipe system supervisory signals and trouble signals, a switch to silence the audible portion of a supervisory signal or a trouble signal, and visual indication that the audible portion of a supervisory signal or a trouble signal has been silenced. (See Note A-3.2.6.7.(2).)",0.9535714285714286
12493,"Aisles in conformance with Sentences 2.7.1.2.(2)to 2.7.1.2.(4) shall be provided in every floor area that is not subdivided into rooms or suites served by corridors giving access to exits, and is required by the NBC to have more than one egress doorway.","Aisles in conformance with Sentences 2.7.1.2.(2) to 2.7.1.2.(4) shall be provided in every floor area that is not subdivided into rooms or suites served by corridors giving access to exits, and is required by the NBC to have more than one egress doorway.",0.9534883720930233
12413,"The procedure for conducting fire drills shall be determined by the person in responsible charge of the building, taking into consideration the buildingoccupancy and its fire hazards, the safety features provided in the building, the desirable degree of participation of occupants other than supervisory staff, the number and degree of experience of participating supervisory staff, the features of fire emergency systems installed in buildings within the scope of Subsection 3.2.6. of Division B of the NBC, and the requirements of the fire department. (See Note A-2.8.3.1.(1).)","The procedure for conducting fire drills shall be determined by the person in responsible charge of the building, taking into consideration the building occupancy and its fire hazards, the safety features provided in the building, the desirable degree of participation of occupants other than supervisory staff, the number and degree of experience of participating supervisory staff, the features of fire emergency systems installed in buildings within the scope of Subsection 3.2.6. of Division B of the NBC, and the requirements of the fire department.",0.9534883720930233
2325,Hoses referred to in Sentence 9.10.21.9.(1) shall be not less than 19 mm inside diam and shall be connected to a central water supply or to a storage tank having a capacity of not less than 4 500 L with a pumping system capable of supplying a flow of not less than 5 L/s at a gauge pressure of 300 kPa. (See Note A-9.10.22.),Hoses referred to in Sentence 9.10.21.9.(1) shall be not less than 19 mm inside diam and shall be connected to a central water supply or to a storage tank having a capacity of not less than 4 500 L with a pumping system capable of supplying a flow of not less than 5 L/s at a gauge pressure of 300 kPa.,0.953125
10602,"Except as provided in Sentence 3.3.2.3.(2), the size limits and clearances for individual storage areas shall conform to Subsections 3.3.3.and 3.3.4.","Except as provided in Sentence 3.3.2.3.(2), the size limits and clearances for individual storage areas shall conform to Subsections 3.3.3., 3.3.4.",0.9523809523809523
2384,"The principal ventilation system shall incorporate the following components: a principal ventilation fan complying with this Article, and except as permitted by Article 9.32.3.6., provision for the introduction of outdoor air to the dwelling unit, in conformance with Article 9.32.3.4.or 9.32.3.5.","The principal ventilation system shall incorporate the following components: a principal ventilation fan complying with this Article, and except as permitted by Article 9.32.3.6., provision for the introduction of outdoor air to the dwelling unit, in conformance with Article 9.32.3.4. or 9.32.3.5.",0.9523809523809523
13391,"Piping systems serving oil-burning equipment, diesel-engine-driven emergency generators and fire pumps shall conform to CSA B139-09 Installation Code for Oil-Burning Equipment","Piping systems serving oil-burning equipment, diesel-engine-driven emergency generators and fire pumps shall conform to CSA B139 Installation Code for Oil-Burning Equipment",0.9523809523809523
5307,"Except for the purpose of applying Sentences 9.10.15.2.(2), 9.10.15.4.(3)and 9.10.15.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.and A-3.2.3.1.(8).)","Except for the purpose of applying Sentences 9.10.15.2.(2), 9.10.15.4.(3) and 9.10.15.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3. and A-3.2.3.1.(8).)",0.9518072289156626
1025,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)",0.95
4322,"The requirements of this Subsection also apply to components of a building envelope assembly that separate a conditioned space from an adjoining storage garage, even if the storage garage is intended to be heated. (See Notes A-9.36.2.1.(2)and A-9.36.1.3.(5).)","The requirements of this Subsection also apply to components of a building envelope assembly that separate a conditioned space from an adjoining storage garage, even if the storage garage is intended to be heated. (See Notes A-9.36.2.1.(2) and A-9.36.1.3.(5).)",0.9487179487179487
3902,"Except as required by Article 9.21.2.1., where two or more fuel-burning appliances are connected to the same chimneyflue, the connections shall be made as described in Sentences 9.21.2.2.(2)to 9.21.2.2.(4) and an adequate draft shall be provided for the connected appliances in conformance with the requirements of applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, with the requirements of the relevant standards listed in Subsection 9.33.10.","Except as required by Article 9.21.2.1., where two or more fuel-burning appliances are connected to the same chimney flue, the connections shall be made as described in Sentences 9.21.2.2.(2) to 9.21.2.2.(4) and an adequate draft shall be provided for the connected appliances in conformance with the requirements of applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, with the requirements of the relevant standards listed in Subsection 9.33.10.",0.9473684210526315
3790,"Where a fire safety plan is required, it shall conform to Section 2.8. of Division B of the NFC.","Where a fire safety plan is required, it shall conform to Section 2.8. of Division B of the NFC(AE).",0.9473684210526315
5791,"Except as provided in Sentences 9.10.9.14.(2), 9.10.9.14.(3)and 9.10.9.14.(4) and Article 9.10.21.2., suites in residential occupancies shall be separated from adjacent rooms and suites by a fire separation having a fire-resistance rating of not less than 45 min.","Except as provided in Sentences 9.10.9.14.(2), 9.10.9.14.(3) and 9.10.9.14.(4) and Article 9.10.21.2., suites in residential occupancies shall be separated from adjacent rooms and suites by a fire separation having a fire-resistance rating of not less than 45 min.",0.9473684210526315
13253,"Except as required in Sentences 2.6.1.9.(3)to 2.6.1.9.(5), the use, inspection and maintenance of commercial cooking equipment exhaust and fire protection systems shall be in conformance with NFPA 96-2014 Ventilation Control and Fire Protection of Commercial Cooking Operations","Except as required in Sentences 2.6.1.9.(3) to 2.6.1.9.(5), the use, inspection and maintenance of commercial cooking equipment exhaust and fire protection systems shall be in conformance with NFPA 96-2014 Ventilation Control and Fire Protection of Commercial Cooking Operations",0.9473684210526315
8460,"Except for sleeping rooms within dwelling units, sleeping rooms in construction camps shall be separated from each other and from the remainder of the building by a fire separation having not less than a 30 minfire-resistance rating.","Except for sleeping rooms within dwelling units, sleeping rooms in construction camps shall be separated from each other and from the remainder of the building by a fire separation having not less than a 30 min fire-resistance rating.",0.9473684210526315
7132,"Except in a dwelling unit, a floor assembly in a construction camp building separating the first storey and the second storey shall be constructed as a fire separation having not less than a 30 minfire-resistance rating.","Except in a dwelling unit, a floor assembly in a construction camp building separating the first storey and the second storey shall be constructed as a fire separation having not less than a 30 min fire-resistance rating.",0.9459459459459459
8399,"Except as permitted by Sentences 3.2.4.1.(5)to 3.2.4.1.(7) and Sentence 3.2.4.2.(4), a fire alarm system shall be installed in a building that is not sprinklered throughout and that contains a contained use area, an impeded egress zone, more than 3 storeys, including the storeys below the first storey, a total occupant load more than 300, other than in open air seating areas, an occupant load more than 150 above or below the first storey, other than in open air seating areas, a school, college, or child care facility, including a daycare facility, with an occupant load more than 40, a licensed beverage establishment or a licensed restaurant, with an occupant load more than 150, a low-hazard industrial occupancy with an occupant load more than 75 above or below the first storey, a medium-hazard industrial occupancy with an occupant load more than 75 above or below the first storey, a residential occupancy with sleeping accommodation for more than 10 persons, a high-hazard industrial occupancy with an occupant load more than 25, or an occupant load more than 300 below an open air seating area.","Except as permitted by Sentence 3.2.4.1.(5) and Sentence 3.2.4.2.(4), a fire alarm system shall be installed in a building that is not sprinklered throughout and that contains a contained use area, an impeded egress zone, more than 3 storeys , including the storeys below the first storey, a total occupant load more than 300, other than in open air seating areas, an occupant load more than 150 above or below the first storey, other than in open air seating areas, a school, college, or child care facility, including a daycare facility, with an occupant load more than 40, a licensed beverage establishment or a licensed restaurant, with an occupant load more than 150, a low-hazard industrial occupancy with an occupant load more than 75 above or below the first storey, a medium-hazard industrial occupancy with an occupant load more than 75 above or below the first storey, a high-hazard industrial occupancy with an occupant load more than 25, or an occupant load more than 300 below an open air seating area.",0.945054945054945
11738,"Except as provided in Sentence 7.1.1.2.(2), fire emergency systems required to be installed in buildings in conformance with Subsection 3.2.6. of Division B of the NBC shall be tested in conformance with Sections 7.2.and 7.3.","Except as provided in Sentence 7.1.1.2.(2), fire emergency systems required to be installed in buildings in conformance with Subsection 3.2.6. of Division B of the NBC shall be tested in conformance with Sections 7.2. and 7.3.",0.9444444444444444
3856,"Except as permitted by Sentence 3.2.5.10.(5), 64 mm diam hose connections shall be installed in a standpipe system.","Except as permitted by Sentence 3.2.5.10.(5), 65 mm diam hose connections shall be installed in a standpipe system.",0.9444444444444444
11984,Every hose nozzle valve shall conform to ULC CAN/ULC-S620-16 Hose Nozzle Valves for Flammable and Combustible Liquids,Every hose nozzle valve shall conform to ULC CAN/ULC-S620 Hose Nozzle Valves for Flammable and Combustible Liquids,0.9411764705882353
4588,"Except as provided in Sentences 9.36.3.8.(2)and 9.36.3.8.(3), spaces containing an indoor pool or hot tub shall be equipped with air exhaust systems conforming to Sentence 9.36.3.8.(4) at design conditions. (See also Article 9.25.4.2.)","Except as provided in Sentences 9.36.3.8.(2) and 9.36.3.8.(3), spaces containing an indoor pool or hot tub shall be equipped with air exhaust systems conforming to Sentence 9.36.3.8.(4) at design conditions. (See also Article 9.25.4.2.)",0.9411764705882353
823,"The requirements of this Section apply to all buildings except detached houses, semi-detached houses, houses with a secondary suite, duplexes, triplexes, townhouses, row houses and boarding houses (see , Secondary Suite), buildings of Group F, Division 1 major occupancy, and buildings that are not intended to be occupied on a daily or full-time basis, including automatic telephone exchanges, pumphouses and substations. (See Note A-3.8.2.2.)","The requirements of this Section apply to all buildings except detached houses, semi-detached houses, houses with a secondary suite, duplexes, triplexes, townhouses, row houses and boarding houses (see Note A-1.4.1.2.(1) of Division A, Secondary Suite), buildings of Group F, Division 1 major occupancy, and buildings that are not intended to be occupied on a daily or full-time basis, including automatic telephone exchanges, pumphouses and substations.",0.9384615384615385
6252,"Except as permitted by Sentence 3.2.4.10.(3), if a fire alarm system is required in a building that is not sprinklered, fire detectors shall be installed in the following spaces: storage rooms not within dwelling units, service rooms not within dwelling units, janitors’ rooms, rooms in which hazardous substances are to be used or stored (see Note A-3.3.1.2.(1)), elevator hoistways and dumbwaiter shafts, and laundry rooms in buildings of residential occupancy, but not those within dwelling units.","Except as permitted by Sentences 3.2.4.10.(3), 3.2.4.10.(5) and 3.2.4.10.(6) if a fire alarm system is required in a building that is not sprinklered, fire detectors shall be installed in the following spaces: storage rooms not within dwelling units, service rooms not within dwelling units, janitors rooms, rooms in which hazardous substances are to be used or stored (see Note A-3.3.1.2.(1)), elevator hoistways and dumbwaiter shafts, and laundry rooms in buildings of residential occupancy, but not those within dwelling units.",0.9367088607594937
6944,"Where Article 3.2.9.1. of Division B of the NFC applies due to the quantity and nature of the stored product, and as stipulated in Sentences 3.3.6.6.(2)to 3.3.6.6.(6), buildings used for the storage of ammonium nitrate shall be classified as medium-hazard industrial occupancies (Group F, Division 2).","Where Article 3.2.9.1. of Division B of the NFC applies due to the quantity and nature of the stored product, and as stipulated in Sentences (2) to (6), buildings used for the storage of ammonium nitrate shall be classified as medium-hazard industrial occupancies (Group F, Division 2).",0.9361702127659575
2616,"Except as provided in Article 3.2.2.8. and Sentence 3.2.2.18.(2), in a building in which one major occupancy is located entirely above another major occupancy, the requirements in this Subsection for each portion of the building containing a major occupancy shall apply to that portion as if the entire building were of that major occupancy.","Except as provided in Sentences 3.2.2.7.(3) and 3.2.2.7.(4), Article 3.2.2.8. and Sentence 3.2.2.18.(2), in a building in which one major occupancy is located entirely above another major occupancy, the requirements in this Subsection for each portion of the building containing a major occupancy shall apply to that portion as if the entire building were of that major occupancy.",0.9310344827586207
7069,"Except for the purpose of applying Sentences 9.10.14.4.(2), 9.10.14.4.(3), 9.10.14.4.(8)and 9.10.14.4.(9), and Sentences 9.10.14.5.(3), 9.10.14.5.(8)and 9.10.14.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.and A-3.2.3.1.(8).)","Except for the purpose of applying Sentences 9.10.14.4.(2), 9.10.14.4.(3), 9.10.14.4.(8) and 9.10.14.4.(9), and Sentences 9.10.14.5.(3), 9.10.14.5.(8) and 9.10.14.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered.",0.9310344827586207
11149,"Where flammable liquids or combustible liquids are present, electrical equipment shall conform to CSA C22.1-12 Canadian Electrical Code, Part I for hazardous locations. (See Notes A-4.1.4.1.(1)and A-5.1.2.1.(1).)","Where flammable liquids or combustible liquids are present, electrical equipment shall conform to CSA C22.1-12 Canadian Electrical Code, Part I for hazardous locations. (See Notes A-4.1.4.1.(1) and A-5.1.2.1.(1).)",0.9285714285714286
3992,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 6.10.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)",0.925
12610,"The maximum permissible occupant load for any room shall be calculated on the basis of the lesser of 0.4 m2 of net floor space per occupant, or the occupant load for which means of egress are provided. (See Note A-2.7.1.3.(1).)","The maximum permissible occupant load for any room shall be calculated on the basis of the lesser of 0.4 m2 of net floor space per occupant, or the occupant load for which means of egress are provided.",0.925
2479,"Except as permitted by Sentence 3.2.2.47.(3), Sentence 3.2.2.48.(3), Sentence 3.2.2.49.(3), Sentence 3.2.2.51.(3), Sentence 3.2.2.52.(3), Sentence 3.2.2.53.(3)or 3.2.2.54.(3), a floor assembly immediately above a basement shall be constructed as a fire separation having a fire-resistance rating conforming to the requirements of Articles 3.2.2.20.to 3.2.2.90. for a floor assembly, but not less than 45 min.","Except as permitted by Sentence 3.2.2.47.(3), Sentence 3.2.2.48.(3), Sentence 3.2.2.49.(3), Sentence 3.2.2.50.(3), Sentence 3.2.2.51.(3) or 3.2.2.54.(3), a floor assembly immediately above a basement shall be constructed as a fire separation having a fire-resistance rating conforming to the requirements of Articles 3.2.2.20. to 3.2.2.90. for a floor assembly, but not less than 45 min.",0.9245283018867925
3369,Walkways of combustible construction connecting buildings shall be separated from each connected building by a fire separation having not less than a 45 minfire-resistance rating.,Walkways of combustible construction connecting buildings shall be separated from each connected building by a fire separation having not less than a 45 min fire-resistance rating.,0.9230769230769231
9858,The design and installation of a water-based special fire suppression system shall conform to one of the following standards: NFPA 15-2012 Water Spray Fixed Systems for Fire Protection or NFPA 16-2011 Installation of Foam-Water Sprinkler and Foam-Water Spray Systems,"The design and installation of a water-based special fire suppression system shall conform to one of the following standards: NFPA 15, Water Spray Fixed Systems for Fire Protection, or NFPA 16, Installation of Foam-Water Sprinkler and Foam-Water Spray Systems.",0.9230769230769231
1126,"Except as provided in Articles 9.33.5.3.and 9.33.5.4., the installation of heating and air-conditioning equipment, including mechanical refrigeration equipment, and including provisions for mounting, clearances and air supply, shall conform to applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, to CSA B51-14 Boiler, Pressure Vessel, and Pressure Piping Code CSA B52-13 Mechanical Refrigeration Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA C22.1-12 Canadian Electrical Code, Part I or CSA C448 Series-13 Design and Installation of Earth Energy Systems (See also Sentence 9.33.5.3.(1).) (See Note A-9.33.5.3.)","Except as provided in Articles 9.33.5.3. and 9.33.5.4., the installation of heating and air-conditioning equipment, including mechanical refrigeration equipment, and including provisions for mounting, clearances and air supply, shall conform to applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, to CSA B51-14 Boiler, Pressure Vessel, and Pressure Piping Code CSA B52-13 Mechanical Refrigeration Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA C22.1-12 Canadian Electrical Code, Part I or CSA C448 Series-13 Design and Installation of Earth Energy Systems",0.9215686274509803
1529,"Instead of the requirements of Sentence 3.2.5.12.(1), NFPA 13R-2013 Installation of Sprinkler Systems in Low-Rise Residential Occupancies is permitted to be used for the design, construction and installation of an automatic sprinkler system installed in a building of residential occupancy throughout that is not more than 4 storeys in building height and conforms to Articles 3.2.2.47., Article 3.2.2.48., 3.2.2.50., Article 3.2.2.51. or or 3.2.2.54., or is not more than 3 storeys in building height and conforms to Article 9.10.1.3., or in a building of care occupancy with not more than 10 occupants that is not more than 3 storeys in building height and conforms to one of Articles 3.2.2.42.to 3.2.2.46. (See Note A-3.2.5.12.(2).)","Except as provided in Sentences 3.2.5.12.(10) and 3.2.5.12.(11), NFPA 13R-2013 Installation of Sprinkler Systems in Low-Rise Residential Occupancies is permitted to be used for the design, construction and installation of an automatic sprinkler system installed in a building of residential occupancy throughout that is not more than 4 storeys in building height and conforms to one of Articles 3.2.2.47. to 3.2.2.54., or is not more than 3 storeys in building height and conforms to Article 9.10.1.3., or in a building of care occupancy with not more than 10 occupants that is not more than 3 storeys in building height and conforms to one of Articles 3.2.2.42. to 3.2.2.46. (See Note A-3.2.5.12.(2).)",0.9203539823008849
4988,"If a non-flammable medical gas piping system is installed, it shall be installed in conformance with CSA Z7396.1-12 Medical Gas Pipeline Systems – Part 1: Pipelines for Medical Gases, Medical Vacuum, Medical Support Gases, and Anaesthetic Gas Scavenging Systemsand Part 3 of Division B of the NFC. (See Note A-3.8.)","If a non-flammable medical gas piping system is installed, it shall be installed in conformance with CSA Z7396.1-12 Medical Gas Pipeline Systems Part 1: Pipelines for Medical Gases, Medical Vacuum, Medical Support Gases, and Anaesthetic Gas Scavenging Systemsand Part 3 of Division B of the NFC.",0.92
3400,"Except as provided in Sentence 3.9.3.1.(5) or unless the building is sprinklered throughout, each individual tenancy in a multiple tenant self storage warehouse classified as an industrial occupancy shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 45 min.","Except as provided in Sentence 3.9.3.1.(5) or unless the building is sprinklered throughout, each individual tenancy in a multiple-tenant self-storage warehouse classified as an industrial occupancy shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 45 min.",0.92
7038,"A building classified as Group B, Division 2 is permitted to conform to Sentence 3.2.2.39.(2) provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 12 000 m2 if 2 storeys in building height, or not more than 8 000 m2 if 3 storeys in building height.","A building classified as Group C is permitted to conform to Sentence 3.2.2.49.(2) provided except as permitted by Sentences 3.2.2.7.(1) and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.",0.9176470588235294
11933,"Except as otherwise required by this Code, portable extinguishers shall be selected and installed in accordance with NFPA 10-2013 Portable Fire Extinguishers","Except as otherwise required by this Code, portable extinguishers shall be selected and installed in accordance with NFPA 10, Portable Fire Extinguishers.",0.9090909090909091
12993,Internal combustion engines used to power supplementary blowers required by the NBC shall be operated and maintained in conformance with Section 6.5.,Internal combustion engines used to power supplementary blowers required by the NBC shall be operated and maintained in conformance with part 6.,0.9090909090909091
2293,Interlocking the forced air distribution system’s circulation fan with the principal ventilation fan as required by Sentence 9.32.3.6.(2) is not required where the forced air distribution system is equipped with a control that automatically activates the circulation fan at user-selected intervals. (See Note A-9.32.3.7.),Interlocking the forced air distribution system s circulation fan with the principal ventilation fan as required by Sentence 9.32.3.6.(2) is not required where the forced air distribution system is equipped with a control that automatically activates the circulation fan at user-selected intervals.,0.9090909090909091
9985,"Where a building contains more than one major occupancy, such occupancies shall be separated from each other in conformance with the NBC.","Where a building contains more than one major occupancy, such occupancies shall be separated fromeach other in conformance with the NBC.",0.9090909090909091
6736,Asbestos shall not be used in HVAC systems and equipment.,Asbestos shall not be used in HVAC systems or equipment.,0.9
6196,"A limiting distance equal to half the actual limiting distance shall be used as input to Tables 3.2.3.1.-Band 3.2.3.1.-C, where the time from receipt of notification of a fire by the fire department until the arrival of the first fire department vehicle at the building exceeds 10 min in 10% or more of all fire department calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.1.(8)and A-3.2.3.)","A limiting distance equal to half the actual limiting distance shall be used as input to Tables 3.2.3.1.-B and 3.2.3.1.-C, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle capable of beginning suppression activities arrives at the building exceeds 10 min in 10% or more of all fire department calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.1.(8) and A-3.2.3.)",0.8974358974358975
13184,"The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11-2016 Low-, Medium-, and High-Expansion Foam NFPA 12-2015 Carbon Dioxide Extinguishing Systems NFPA 12A-2015 Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3)(c) and (d)), NFPA 12B-1990 Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3)(c) and (d)), NFPA 17-2013 Dry Chemical Extinguishing Systems or NFPA 17A-2013 Wet Chemical Extinguishing Systems","The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11, Low-, Medium-, andHigh-Expansion Foam, NFPA 12, Carbon Dioxide Extinguishing Systems, NFPA 12A, Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3)(c) and (d)), NFPA 12B, Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3)(c) and (d)), NFPA 17, Dry Chemical Extinguishing Systems, or NFPA 17A, Wet Chemical Extinguishing Systems.",0.8888888888888888
